config/train_loop_config/dataset_test_round,config/train_loop_config/learning_rate,config/train_loop_config/dropout_rate,config/train_loop_config/weight_decay,config/train_loop_config/batch_size,average_outer_es_loss,average_outer_es_accuracy,average_outer_es_precision,average_outer_es_recall,average_outer_es_specificity,average_outer_es_f1_score,average_outer_es_mcc,average_outer_es_auroc,average_outer_es_auprc,average_outer_es_true_positives,average_outer_es_false_negatives,average_outer_es_false_positives,average_outer_es_true_negatives,average_test_loss,average_test_accuracy,average_test_precision,average_test_recall,average_test_specificity,average_test_f1_score,average_test_mcc,average_test_auroc,average_test_auprc,average_test_true_positives,average_test_false_negatives,average_test_false_positives,average_test_true_negatives
0,0.001,0.0,0.001,506,0.27790520787239076,0.9036111116409302,0.8651044,1.0,0.75625,0.9269699,0.8082975,0.88544846,0.88443404,24.2,7.8,0.0,48.8,0.3230780363082886,0.8823529481887817,0.8378378,1.0,0.7,0.91176474,0.7658241,0.8653226,0.8717575,28.0,12.0,0.0,62.0
1,0.01,0.0,0.001,506,0.2906535267829895,0.8960493683815003,0.8546047,1.0,0.7375,0.92122585,0.7934718,0.8810374,0.8807209,23.6,8.4,0.0,48.8,0.26770666241645813,0.9117646813392639,0.8732394,1.0,0.775,0.9323309,0.82265455,0.8925807,0.87970525,31.0,9.0,0.0,62.0
2,0.001,0.0,0.1,506,0.30057687759399415,0.8935185313224793,0.8523793,1.0,0.73125,0.91966707,0.78907,0.87290204,0.8816086,23.4,8.6,0.0,48.8,0.2563531339168549,0.9215686321258545,0.88571435,1.0,0.8,0.9393939,0.84176683,0.89415324,0.88210374,32.0,8.0,0.0,62.0
3,0.0001,0.4,0.1,506,0.28261567652225494,0.9059876561164856,0.8664626,1.0,0.7625,0.9281562,0.8125782,0.9018854,0.90083677,24.4,7.6,0.0,48.8,0.3606036067008972,0.8725489974021912,0.82666665,1.0,0.675,0.9051095,0.74699396,0.77516127,0.77064633,27.0,13.0,0.0,62.0
4,0.01,0.0,0.1,506,0.2989607512950897,0.8961419820785522,0.85432625,1.0,0.7375,0.9211763,0.79353523,0.8637928,0.86370945,23.6,8.4,0.0,48.8,0.27314954400062563,0.9117646813392639,0.8732394,1.0,0.775,0.9323309,0.82265455,0.8985888,0.8807734,31.0,9.0,0.0,62.0
5,0.01,0.0,0.01,506,0.2885583519935608,0.8985493898391723,0.8569559,1.0,0.74375,0.92276907,0.7981601,0.8857554,0.897845,23.8,8.2,0.0,48.8,0.2897900938987732,0.9019607901573181,0.86111104,1.0,0.75,0.9253732,0.8036376,0.87713706,0.8802336,30.0,10.0,0.0,62.0
6,0.01,0.0,0.001,506,0.29415652751922605,0.8985185146331787,0.8566917,1.0,0.74375,0.92267096,0.79808223,0.86617774,0.8695315,23.8,8.2,0.0,48.8,0.2845944344997406,0.9019607901573181,0.86111104,1.0,0.75,0.9253732,0.8036376,0.88169354,0.8783394,30.0,10.0,0.0,62.0
7,0.001,0.0,0.001,506,0.2763896375894547,0.9058641910552978,0.86584634,1.0,0.7625,0.92789936,0.8123884,0.88505393,0.8812164,24.4,7.6,0.0,48.8,0.352698427438736,0.8725489974021912,0.82666665,1.0,0.675,0.9051095,0.74699396,0.82302415,0.8069428,27.0,13.0,0.0,62.0
8,0.01,0.2,0.01,506,0.28591308891773226,0.8985185146331787,0.8568033,1.0,0.74375,0.9227048,0.79811466,0.8915232,0.9032904,23.8,8.2,0.0,48.8,0.29614518880844115,0.9019607901573181,0.86111104,1.0,0.75,0.9253732,0.8036376,0.8343951,0.8069604,30.0,10.0,0.0,62.0
9,0.001,0.0,0.1,506,0.30857495963573456,0.8911110997200012,0.8485702,1.0,0.725,0.9177367,0.78396094,0.8564786,0.84604776,23.2,8.8,0.0,48.8,0.23396770358085633,0.9313725233078003,0.8985508,1.0,0.825,0.94656485,0.86099035,0.9275404,0.93405104,33.0,7.0,0.0,62.0
