config/train_loop_config/dataset_test_round,config/train_loop_config/learning_rate,config/train_loop_config/dropout_rate_normal,config/train_loop_config/dropout_rate_attention,config/train_loop_config/weight_decay,config/train_loop_config/batch_size,average_inner_es_loss,average_inner_es_accuracy,average_inner_es_precision,average_inner_es_recall,average_inner_es_specificity,average_inner_es_f1_score,average_inner_es_mcc,average_inner_es_auroc,average_inner_es_auprc,average_inner_es_true_positives,average_inner_es_false_negatives,average_inner_es_false_positives,average_inner_es_true_negatives,average_val_loss,average_val_accuracy,average_val_precision,average_val_recall,average_val_specificity,average_val_f1_score,average_val_mcc,average_val_auroc,average_val_auprc,average_val_true_positives,average_val_false_negatives,average_val_false_positives,average_val_true_negatives
0,0.1,0.4,0.0,0.0,506,0.33582788705825806,0.8861538529396057,0.8529271,0.97948724,0.74615383,0.91168797,0.76883364,0.8839251,0.8787874,19.4,6.6,0.8,38.2,0.3642783224582672,0.8711728453636169,0.85617226,0.94659865,0.75625,0.8986829,0.7316631,0.86847895,0.86223686,24.2,7.8,2.6,46.2
1,0.1,0.2,0.2,0.0,506,0.33558048903942106,0.892307698726654,0.8590392,0.98461545,0.75384617,0.9170367,0.7821328,0.86706114,0.8693161,19.6,6.4,0.6,38.4,0.35260031521320345,0.8861111164093017,0.8610422,0.9712585,0.75625,0.9118684,0.7678288,0.86832887,0.86613667,24.2,7.8,1.4,47.4
2,0.01,0.4,0.0,0.0001,506,0.3494520843029022,0.8861538529396057,0.8472222,0.9897436,0.7307693,0.9128078,0.77107126,0.85443795,0.84927493,19.0,7.0,0.4,38.6,0.3347993493080139,0.8837345838546753,0.84973943,0.98350334,0.73125,0.91118175,0.7648481,0.8752378,0.8819157,23.4,8.6,0.8,48.0
3,0.01,0.0,0.2,0.0001,506,0.3072427332401276,0.9015384674072265,0.859944,1.0,0.75384617,0.92445767,0.8049437,0.87998027,0.88050824,19.6,6.4,0.0,39.0,0.3182129681110382,0.9035185217857361,0.8630409,1.0,0.75625,0.9262908,0.8076927,0.8762064,0.8751877,24.2,7.8,0.0,48.8
4,0.1,0.4,0.0,0.0001,506,0.3703291803598404,0.8800000071525573,0.85388917,0.9692308,0.7461539,0.9071811,0.7541374,0.8579882,0.85575706,19.4,6.6,1.2,37.8,0.3976685285568237,0.878734576702118,0.8490896,0.97517014,0.73125,0.906796,0.75446236,0.8604778,0.84892595,23.4,8.6,1.2,47.6
5,0.1,0.0,0.0,0.0,506,0.39901256561279297,0.8461538553237915,0.83409816,0.92820513,0.72307694,0.87793416,0.6811743,0.8382643,0.844946,18.8,7.2,2.8,36.2,0.3862830579280853,0.8614814758300782,0.84520894,0.94676864,0.73125,0.8923079,0.7119907,0.86733234,0.86588037,23.4,8.6,2.6,46.2
6,0.01,0.0,0.2,0.0001,506,0.34868738055229187,0.8800000071525573,0.8375071,0.9948718,0.7076923,0.9090726,0.7618825,0.85779095,0.85065156,18.4,7.6,0.2,38.8,0.33424587845802306,0.8935185194015502,0.854648,0.9959184,0.7375,0.91922414,0.7880379,0.87744206,0.882784,23.6,8.4,0.2,48.6
7,0.1,0.4,0.2,0.0,506,0.37068400382995603,0.8738461613655091,0.84327155,0.9692308,0.7307692,0.9015538,0.74398875,0.85581857,0.8404273,19.0,7.0,1.2,37.8,0.3779452443122864,0.8835802555084229,0.8680075,0.9545069,0.775,0.9077913,0.76206493,0.877272,0.8669152,24.8,7.2,2.2,46.6
8,0.1,0.0,0.0,0.0,506,0.3706582099199295,0.8646153926849365,0.84263164,0.95384616,0.7307693,0.8946458,0.71828973,0.8552268,0.85806227,19.0,7.0,1.8,37.2,0.36538346111774445,0.8936419725418091,0.8633081,0.98367345,0.75625,0.91861963,0.78449744,0.8680471,0.86083573,24.2,7.8,0.8,48.0
9,0.1,0.2,0.0,0.0,506,0.3215989112854004,0.8984615445137024,0.8690853,0.97948724,0.77692306,0.92075074,0.7926338,0.8801775,0.86630565,20.2,5.8,0.8,38.2,0.35444384813308716,0.8762345671653747,0.8402074,0.9835884,0.7125,0.9059173,0.7495016,0.85659677,0.84371173,22.8,9.2,0.8,48.0
