config/train_loop_config/dataset_test_round,config/train_loop_config/learning_rate,config/train_loop_config/dropout_rate_normal,config/train_loop_config/dropout_rate_attention,config/train_loop_config/weight_decay,config/train_loop_config/batch_size,average_inner_es_loss,average_inner_es_accuracy,average_inner_es_precision,average_inner_es_recall,average_inner_es_specificity,average_inner_es_f1_score,average_inner_es_mcc,average_inner_es_auroc,average_inner_es_auprc,average_inner_es_true_positives,average_inner_es_false_negatives,average_inner_es_false_positives,average_inner_es_true_negatives,average_val_loss,average_val_accuracy,average_val_precision,average_val_recall,average_val_specificity,average_val_f1_score,average_val_mcc,average_val_auroc,average_val_auprc,average_val_true_positives,average_val_false_negatives,average_val_false_positives,average_val_true_negatives
6,0.001,0.2,0.2,0.001,506,0.3480932593345642,0.8830769300460816,0.8382472,1.0,0.7076923,0.91164446,0.7698541,0.86094683,0.86002904,18.4,7.6,0.0,39.0,0.3342758595943451,0.8984567999839783,0.8580085,1.0,0.74375,0.9230431,0.7984055,0.88562125,0.8964062,23.8,8.2,0.0,48.8
5,0.001,0.2,0.2,0.001,506,0.40057258009910585,0.836923086643219,0.80218935,1.0,0.5923077,0.8863533,0.6457383,0.7972387,0.8074958,15.4,10.6,0.0,39.0,0.40650700926780703,0.8368518471717834,0.80441314,1.0,0.5875,0.8873538,0.6426376,0.74598616,0.7832643,18.8,13.2,0.0,48.8
4,0.001,0.2,0.2,0.001,506,0.31582666039466856,0.8953846216201782,0.8550166,1.0,0.73846155,0.9208828,0.7939527,0.86193293,0.87109977,19.2,6.8,0.0,39.0,0.3303512156009674,0.8961111187934876,0.8542646,1.0,0.7375,0.9211413,0.79350483,0.8683726,0.86502475,23.6,8.4,0.0,48.8
3,0.001,0.2,0.2,0.001,506,0.294143944978714,0.9015384674072265,0.859944,1.0,0.75384617,0.92445767,0.8049437,0.9066075,0.91891253,19.6,6.4,0.0,39.0,0.31544495820999147,0.9059876561164856,0.8661111,1.0,0.7625,0.9280518,0.8124612,0.8726031,0.86882514,24.4,7.6,0.0,48.8
2,0.001,0.2,0.2,0.001,506,0.3312729954719543,0.8892307758331299,0.8451411,1.0,0.72307694,0.91581094,0.7814561,0.8627218,0.8667759,18.8,7.2,0.0,39.0,0.32736348509788515,0.8912037134170532,0.84890044,1.0,0.725,0.9178802,0.7841476,0.87660104,0.87949884,23.2,8.8,0.0,48.8
1,0.001,0.2,0.2,0.001,506,0.3973817378282547,0.8430769324302674,0.8115646,1.0,0.60769236,0.8912939,0.65796226,0.8021696,0.80950195,15.8,10.2,0.0,39.0,0.38525560200214387,0.8391975402832031,0.80901355,0.9958334,0.6,0.88841754,0.64565235,0.83687687,0.85286266,19.2,12.8,0.2,48.6
0,0.001,0.2,0.2,0.001,506,0.3159574031829834,0.8953846216201782,0.85223645,1.0,0.7384615,0.9200352,0.7931458,0.87840235,0.8900558,19.2,6.8,0.0,39.0,0.31188057363033295,0.9033950567245483,0.86289406,1.0,0.75625,0.9261732,0.8076587,0.87907094,0.890075,24.2,7.8,0.0,48.8
9,0.001,0.2,0.0,0.001,506,0.29743519723415374,0.9076923131942749,0.8682143,1.0,0.7692307,0.9290458,0.81693715,0.8801776,0.87770987,20.0,6.0,0.0,39.0,0.33272159695625303,0.8910802364349365,0.84852695,1.0,0.725,0.9177066,0.78394395,0.8643109,0.8634931,23.2,8.8,0.0,48.8
8,0.001,0.2,0.0,0.001,506,0.3771067798137665,0.8430769324302674,0.80831444,1.0,0.6076923,0.89014703,0.6722139,0.8197238,0.8403169,15.8,10.2,0.0,39.0,0.4021695375442505,0.8392592668533325,0.7990632,1.0,0.59375,0.8859843,0.6772635,0.82592344,0.83666104,19.0,13.0,0.0,48.8
7,0.001,0.2,0.0,0.001,506,0.34120970368385317,0.892307698726654,0.84943503,1.0,0.7307693,0.91815567,0.78748995,0.84970415,0.8405115,19.0,7.0,0.0,39.0,0.30723867416381834,0.9059567928314209,0.8655524,1.0,0.7625,0.9278582,0.8123356,0.8772295,0.8753619,24.4,7.6,0.0,48.8
6,0.001,0.2,0.0,0.001,506,0.34464787840843203,0.8830769300460816,0.8382472,1.0,0.7076923,0.9116446,0.7698541,0.8564103,0.8575279,18.4,7.6,0.0,39.0,0.3193309187889099,0.8984567999839783,0.8580085,1.0,0.74375,0.9230431,0.7984055,0.88790655,0.89892673,23.8,8.2,0.0,48.8
5,0.001,0.2,0.0,0.001,506,0.39624664187431335,0.836923086643219,0.80218935,1.0,0.5923077,0.8863533,0.6457383,0.7907298,0.7972296,15.4,10.6,0.0,39.0,0.4023258715867996,0.8368518471717834,0.804413,1.0,0.5875,0.8873539,0.6426376,0.7434218,0.7779394,18.8,13.2,0.0,48.8
4,0.001,0.2,0.0,0.001,506,0.3193525731563568,0.8953846216201782,0.8550166,1.0,0.73846155,0.9208829,0.79395276,0.85581857,0.8645328,19.2,6.8,0.0,39.0,0.3272956728935242,0.8961111187934876,0.8542646,1.0,0.7375,0.92114127,0.79350483,0.8700069,0.8661442,23.6,8.4,0.0,48.8
3,0.001,0.2,0.0,0.001,506,0.29214363992214204,0.9015384674072265,0.859944,1.0,0.7538461,0.92445767,0.80494374,0.89970416,0.909713,19.6,6.4,0.0,39.0,0.30622941851615904,0.9059876561164856,0.8661111,1.0,0.7625,0.9280518,0.8124612,0.8734986,0.87105644,24.4,7.6,0.0,48.8
2,0.001,0.2,0.0,0.001,506,0.3297078490257263,0.8892307758331299,0.8451411,1.0,0.72307694,0.9158109,0.7814561,0.856213,0.8595564,18.8,7.2,0.0,39.0,0.322541144490242,0.8936728477478028,0.8516687,1.0,0.73125,0.9195452,0.7888578,0.87916803,0.88383037,23.4,8.6,0.0,48.8
1,0.001,0.2,0.0,0.001,506,0.38331102430820463,0.8430769324302674,0.8115646,1.0,0.60769236,0.8912939,0.65796226,0.8023669,0.8116706,15.8,10.2,0.0,39.0,0.3833296000957489,0.8416975378990174,0.8095776,1.0,0.6,0.89050543,0.6520288,0.8327261,0.8466883,19.2,12.8,0.0,48.8
0,0.001,0.2,0.0,0.001,506,0.3105851113796234,0.8953846216201782,0.85223645,1.0,0.7384615,0.92003524,0.7931458,0.8738659,0.8794061,19.2,6.8,0.0,39.0,0.3037464052438736,0.9033950567245483,0.86289406,1.0,0.75625,0.9261732,0.8076587,0.88205516,0.8940059,24.2,7.8,0.0,48.8
9,0.001,0.0,0.4,0.001,506,0.37739566564559934,0.855384624004364,0.8729762,0.90256405,0.7846154,0.86978656,0.7350566,0.8586785,0.85943854,20.4,5.6,3.8,35.2,0.3996291995048523,0.8342901110649109,0.82297677,0.9183674,0.70625,0.8625784,0.6746335,0.84910583,0.8506452,22.6,9.4,4.0,44.8
8,0.001,0.0,0.4,0.001,506,0.3802621841430664,0.8430769324302674,0.80831444,1.0,0.6076923,0.89014703,0.6722139,0.82643,0.84895533,15.8,10.2,0.0,39.0,0.40878849625587466,0.841728401184082,0.8007825,1.0,0.6,0.8872489,0.6837843,0.8269305,0.8386949,19.2,12.8,0.0,48.8
7,0.001,0.0,0.4,0.001,506,0.41043843030929567,0.8400000095367431,0.85129833,0.89230764,0.7615385,0.8546263,0.7025891,0.83708096,0.82908523,19.8,6.2,4.2,34.8,0.36833348870277405,0.8516358017921448,0.8608726,0.8938776,0.7875,0.86416113,0.72086257,0.87252074,0.8700632,25.2,6.8,5.2,43.6
6,0.001,0.0,0.4,0.001,506,0.34134289622306824,0.8830769300460816,0.8382472,1.0,0.7076923,0.91164446,0.7698541,0.8573964,0.85858554,18.4,7.6,0.0,39.0,0.32410866022109985,0.8984567999839783,0.8580085,1.0,0.74375,0.9230431,0.7984055,0.8890997,0.89973956,23.8,8.2,0.0,48.8
5,0.001,0.0,0.4,0.001,506,0.39575183391571045,0.836923086643219,0.80218935,1.0,0.5923077,0.8863533,0.6457383,0.80986196,0.81919944,15.4,10.6,0.0,39.0,0.40766032934188845,0.8368518471717834,0.804413,1.0,0.5875,0.8873539,0.6426376,0.75303864,0.7867048,18.8,13.2,0.0,48.8
4,0.001,0.0,0.4,0.001,506,0.3159357160329819,0.8953846216201782,0.8550166,1.0,0.73846155,0.9208829,0.79395276,0.86114407,0.87161887,19.2,6.8,0.0,39.0,0.32547553181648253,0.8961111187934876,0.8542646,1.0,0.7375,0.92114127,0.79350483,0.86939573,0.8702032,23.6,8.4,0.0,48.8
3,0.001,0.0,0.4,0.001,506,0.29295835793018343,0.9015384674072265,0.859944,1.0,0.75384617,0.92445767,0.8049437,0.90226823,0.9158748,19.6,6.4,0.0,39.0,0.3090709328651428,0.9059876561164856,0.8661111,1.0,0.7625,0.9280518,0.8124612,0.8793659,0.8785976,24.4,7.6,0.0,48.8
2,0.001,0.0,0.4,0.001,506,0.3322556257247925,0.8892307758331299,0.8451411,1.0,0.72307694,0.91581094,0.7814561,0.8609468,0.8615125,18.8,7.2,0.0,39.0,0.3209563344717026,0.8936728477478028,0.85166883,1.0,0.73125,0.9195452,0.7888578,0.87977916,0.88332045,23.4,8.6,0.0,48.8
1,0.001,0.0,0.4,0.001,506,0.3840702652931213,0.8430769324302674,0.8115646,1.0,0.6076923,0.8912939,0.6579622,0.80236685,0.8097911,15.8,10.2,0.0,39.0,0.3900561958551407,0.8391975402832031,0.80901355,0.9958334,0.6,0.88841754,0.64565235,0.8353276,0.84738576,19.2,12.8,0.2,48.6
0,0.001,0.0,0.4,0.001,506,0.31728864908218385,0.8953846216201782,0.85223645,1.0,0.73846155,0.92003524,0.7931458,0.87938863,0.8853625,19.2,6.8,0.0,39.0,0.3118386536836624,0.9033950567245483,0.86289406,1.0,0.75625,0.9261732,0.8076587,0.8877312,0.9008773,24.2,7.8,0.0,48.8
9,0.001,0.0,0.2,0.001,506,0.29811306595802306,0.9076923131942749,0.8682143,1.0,0.7692307,0.9290458,0.8169371,0.88293886,0.88279164,20.0,6.0,0.0,39.0,0.33379316329956055,0.8910802364349365,0.8485271,1.0,0.725,0.9177066,0.7839439,0.8661604,0.8670057,23.2,8.8,0.0,48.8
8,0.001,0.0,0.2,0.001,506,0.3465664267539978,0.8861538529396057,0.84243935,1.0,0.7153846,0.9139716,0.77575934,0.8583827,0.8616263,18.6,7.4,0.0,39.0,0.32749367952346803,0.8960493922233581,0.8583511,0.9959184,0.74375,0.92118436,0.79313934,0.875663,0.8785931,23.8,8.2,0.2,48.6
7,0.001,0.0,0.2,0.001,506,0.344548898935318,0.892307698726654,0.84943503,1.0,0.7307693,0.91815567,0.78748995,0.85049313,0.8406846,19.0,7.0,0.0,39.0,0.3098787546157837,0.9059567928314209,0.8655524,1.0,0.7625,0.9278582,0.8123356,0.8810667,0.8763445,24.4,7.6,0.0,48.8
6,0.001,0.0,0.2,0.001,506,0.3438692927360535,0.8830769300460816,0.8382472,1.0,0.7076923,0.91164446,0.7698541,0.85581857,0.8612526,18.4,7.6,0.0,39.0,0.32090515792369845,0.8984567999839783,0.8580085,1.0,0.74375,0.9230431,0.7984056,0.89046556,0.90166724,23.8,8.2,0.0,48.8
5,0.001,0.0,0.2,0.001,506,0.39584007263183596,0.836923086643219,0.80218935,1.0,0.5923077,0.8863533,0.6457383,0.8078896,0.8154543,15.4,10.6,0.0,39.0,0.40712155401706696,0.8368518471717834,0.804413,1.0,0.5875,0.8873539,0.6426376,0.75251514,0.7789242,18.8,13.2,0.0,48.8
4,0.001,0.0,0.2,0.001,506,0.3134785830974579,0.8953846216201782,0.8550166,1.0,0.73846155,0.9208828,0.7939527,0.8627219,0.87421095,19.2,6.8,0.0,39.0,0.3265281081199646,0.8961111187934876,0.8542646,1.0,0.7375,0.9211413,0.79350483,0.8704241,0.86707795,23.6,8.4,0.0,48.8
3,0.001,0.0,0.2,0.001,506,0.29315759539604186,0.9015384674072265,0.859944,1.0,0.75384617,0.92445767,0.80494374,0.903649,0.9163362,19.6,6.4,0.0,39.0,0.3089152991771698,0.9059876561164856,0.8661111,1.0,0.7625,0.9280518,0.8124612,0.8744978,0.87427104,24.4,7.6,0.0,48.8
2,0.001,0.0,0.2,0.001,506,0.33072479367256163,0.8892307758331299,0.8451411,1.0,0.72307694,0.91581094,0.7814561,0.8591717,0.86370915,18.8,7.2,0.0,39.0,0.32074223160743714,0.8936728477478028,0.85166883,1.0,0.73125,0.9195452,0.7888578,0.8791679,0.88232696,23.4,8.6,0.0,48.8
1,0.001,0.0,0.2,0.001,506,0.3819031625986099,0.8430769324302674,0.8115646,1.0,0.6076923,0.8912939,0.6579622,0.80157787,0.8085988,15.8,10.2,0.0,39.0,0.390439510345459,0.8416975378990174,0.8095776,1.0,0.6,0.89050543,0.6520288,0.83444273,0.84600866,19.2,12.8,0.0,48.8
0,0.001,0.0,0.2,0.001,506,0.313888293504715,0.8953846216201782,0.85223645,1.0,0.73846155,0.92003524,0.7931458,0.88254434,0.8936242,19.2,6.8,0.0,39.0,0.3142698794603348,0.9033950567245483,0.86289406,1.0,0.75625,0.9261732,0.8076587,0.87921447,0.88966787,24.2,7.8,0.0,48.8
9,0.001,0.0,0.0,0.001,506,0.2936618745326996,0.9076923131942749,0.8682143,1.0,0.7692307,0.9290458,0.8169371,0.87938863,0.8770693,20.0,6.0,0.0,39.0,0.3266876220703125,0.8910802364349365,0.8485271,1.0,0.725,0.9177066,0.7839439,0.8658841,0.86552095,23.2,8.8,0.0,48.8
8,0.001,0.0,0.0,0.001,506,0.3336383819580078,0.8861538529396057,0.8424395,1.0,0.7153846,0.9139716,0.77575934,0.8554241,0.86560214,18.6,7.4,0.0,39.0,0.31050143837928773,0.8960493922233581,0.8583511,0.9959184,0.74375,0.92118436,0.79313934,0.88035315,0.8801626,23.8,8.2,0.2,48.6
7,0.001,0.0,0.0,0.001,506,0.3382896840572357,0.892307698726654,0.84943503,1.0,0.7307693,0.91815567,0.78748995,0.84615386,0.8326906,19.0,7.0,0.0,39.0,0.30122472643852233,0.9059567928314209,0.8655524,1.0,0.7625,0.9278582,0.8123356,0.8778779,0.8723527,24.4,7.6,0.0,48.8
6,0.001,0.0,0.0,0.001,506,0.3367874324321747,0.8830769300460816,0.8382472,1.0,0.7076923,0.9116446,0.7698541,0.85877717,0.85779446,18.4,7.6,0.0,39.0,0.31217570006847384,0.8984567999839783,0.8580085,1.0,0.74375,0.9230431,0.7984055,0.89136106,0.9027975,23.8,8.2,0.0,48.8
5,0.001,0.0,0.0,0.001,506,0.3933781862258911,0.836923086643219,0.80218935,1.0,0.5923077,0.8863533,0.6457383,0.7992111,0.8027862,15.4,10.6,0.0,39.0,0.3989784300327301,0.8368518471717834,0.804413,1.0,0.5875,0.8873539,0.6426376,0.75275165,0.7779054,18.8,13.2,0.0,48.8
4,0.001,0.0,0.0,0.001,506,0.311668136715889,0.8953846216201782,0.8550166,1.0,0.73846155,0.9208828,0.7939527,0.8581854,0.86683625,19.2,6.8,0.0,39.0,0.31713451743125914,0.8961111187934876,0.8542646,1.0,0.7375,0.9211413,0.79350483,0.8738521,0.87199163,23.6,8.4,0.0,48.8
3,0.001,0.0,0.0,0.001,506,0.2884824752807617,0.9015384674072265,0.859944,1.0,0.7538461,0.92445767,0.8049437,0.8965484,0.90901864,19.6,6.4,0.0,39.0,0.298336124420166,0.9059876561164856,0.8661111,1.0,0.7625,0.9280518,0.8124612,0.8751435,0.871755,24.4,7.6,0.0,48.8
2,0.001,0.0,0.0,0.001,506,0.32802624106407163,0.8892307758331299,0.8451411,1.0,0.72307694,0.91581094,0.7814561,0.8542406,0.85744,18.8,7.2,0.0,39.0,0.31789033114910126,0.8936728477478028,0.85166883,1.0,0.73125,0.9195452,0.7888578,0.87431574,0.8789608,23.4,8.6,0.0,48.8
1,0.001,0.0,0.0,0.001,506,0.3185367077589035,0.9015384674072265,0.8611299,1.0,0.75384617,0.9248233,0.8052598,0.8625246,0.84170884,19.6,6.4,0.0,39.0,0.31850222647190096,0.893549382686615,0.85440123,0.9959184,0.7375,0.91915977,0.788015,0.8787907,0.8801321,23.6,8.4,0.2,48.6
0,0.001,0.0,0.0,0.001,506,0.3009611159563065,0.8953846216201782,0.85223645,1.0,0.7384615,0.92003524,0.7931458,0.8857002,0.9009776,19.2,6.8,0.0,39.0,0.3041196376085281,0.9033950567245483,0.86289406,1.0,0.75625,0.9261732,0.8076587,0.8744367,0.88040274,24.2,7.8,0.0,48.8
9,0.01,0.4,0.4,0.001,506,0.40733481049537656,0.8307692408561707,0.8399026,0.8871795,0.74615383,0.8580963,0.663473,0.84428006,0.84840405,19.4,6.6,4.4,34.6,0.42383928298950196,0.8164506196975708,0.83401716,0.86768705,0.7375,0.84219724,0.6413986,0.8379291,0.8537135,23.6,8.4,6.4,42.4
8,0.01,0.4,0.4,0.001,506,0.34102736711502074,0.8861538529396057,0.8424395,1.0,0.7153846,0.9139716,0.77575934,0.85443795,0.85738736,18.6,7.4,0.0,39.0,0.32624791264534,0.8985185265541077,0.8585774,1.0,0.74375,0.9232437,0.7986049,0.8784107,0.8839248,23.8,8.2,0.0,48.8
7,0.01,0.4,0.4,0.001,506,0.3498434960842133,0.8892307758331299,0.85547954,0.9846153,0.74615383,0.9146263,0.7784301,0.8522682,0.8486581,19.4,6.6,0.6,38.4,0.3246141016483307,0.8861728310585022,0.8608214,0.9672619,0.7625,0.91058654,0.76701444,0.8761293,0.87826824,24.4,7.6,1.6,47.2
6,0.01,0.4,0.4,0.001,506,0.33636698722839353,0.8800000071525573,0.8374494,0.9948718,0.7076923,0.9090784,0.76163185,0.8597633,0.86312103,18.4,7.6,0.2,38.8,0.3243960440158844,0.8984567999839783,0.8580085,1.0,0.74375,0.9230431,0.7984055,0.8845956,0.89624816,23.8,8.2,0.0,48.8
5,0.01,0.4,0.4,0.001,506,0.39414474964141843,0.836923086643219,0.80218935,1.0,0.5923077,0.8863533,0.6457383,0.8029586,0.81226206,15.4,10.6,0.0,39.0,0.39972950518131256,0.8368518471717834,0.80441314,1.0,0.5875,0.8873539,0.6426376,0.7477479,0.772619,18.8,13.2,0.0,48.8
4,0.01,0.4,0.4,0.001,506,0.4073510766029358,0.8123077034950257,0.800387,0.9230769,0.6461538,0.85473526,0.61279136,0.8143984,0.83504903,16.8,9.2,3.0,36.0,0.43484448194503783,0.8170987725257873,0.8060831,0.9142858,0.66875,0.85510385,0.62379843,0.8113467,0.82760465,21.4,10.6,4.2,44.6
3,0.01,0.4,0.4,0.001,506,0.34692480862140657,0.8707692384719848,0.83721673,0.9743589,0.7153846,0.90036124,0.7377918,0.8886588,0.90724486,18.6,7.4,1.0,38.0,0.3526947617530823,0.8714197516441345,0.8370635,0.9918367,0.6875,0.9062185,0.734666,0.8472656,0.8569153,22.0,10.0,0.4,48.4
2,0.01,0.4,0.4,0.001,506,0.3283020377159119,0.8892307758331299,0.8451411,1.0,0.72307694,0.91581094,0.7814561,0.8613413,0.8589643,18.8,7.2,0.0,39.0,0.323614901304245,0.8936728477478028,0.85166883,1.0,0.73125,0.9195452,0.7888578,0.87978184,0.8867003,23.4,8.6,0.0,48.8
1,0.01,0.4,0.4,0.001,506,0.3270868629217148,0.9015384674072265,0.86112976,1.0,0.75384617,0.9248233,0.8052598,0.85404336,0.8415562,19.6,6.4,0.0,39.0,0.32603327333927157,0.8960185289382935,0.8546916,1.0,0.7375,0.9212176,0.79361427,0.87666214,0.88254005,23.6,8.4,0.0,48.8
0,0.01,0.4,0.4,0.001,506,0.3304334282875061,0.8830769300460816,0.8532621,0.9743589,0.7461538,0.90867996,0.7657439,0.87465477,0.884092,19.4,6.6,1.0,38.0,0.3320134192705154,0.8935185194015502,0.860971,0.98367345,0.75625,0.9177243,0.78497916,0.87598324,0.8848758,24.2,7.8,0.8,48.0
9,0.01,0.4,0.2,0.001,506,0.299554044008255,0.9076923131942749,0.8682143,1.0,0.7692307,0.9290458,0.8169371,0.886292,0.8879431,20.0,6.0,0.0,39.0,0.3316132426261902,0.8910802364349365,0.8485271,1.0,0.725,0.9177066,0.7839439,0.86624813,0.86802644,23.2,8.8,0.0,48.8
8,0.01,0.4,0.2,0.001,506,0.3366171658039093,0.8830769300460816,0.84154147,0.9948718,0.7153846,0.91141796,0.76698583,0.85660744,0.8587974,18.6,7.4,0.2,38.8,0.32696343660354615,0.8985185265541077,0.8585774,1.0,0.74375,0.9232438,0.7986049,0.8754903,0.8820079,23.8,8.2,0.0,48.8
7,0.01,0.4,0.2,0.001,506,0.3328003823757172,0.892307698726654,0.84943503,1.0,0.7307693,0.91815567,0.78748995,0.85187376,0.84705085,19.0,7.0,0.0,39.0,0.31056156754493713,0.9034567832946777,0.86508113,0.9958334,0.7625,0.9257642,0.8062631,0.8726616,0.86954105,24.4,7.6,0.2,48.6
6,0.01,0.4,0.2,0.001,506,0.33514152765274047,0.8830769300460816,0.8382472,1.0,0.7076923,0.9116446,0.7698541,0.8615384,0.86538947,18.4,7.6,0.0,39.0,0.32129532694816587,0.8984567999839783,0.8580085,1.0,0.74375,0.9230431,0.7984055,0.88328284,0.89509165,23.8,8.2,0.0,48.8
5,0.01,0.4,0.2,0.001,506,0.393479460477829,0.836923086643219,0.80218935,1.0,0.5923077,0.8863533,0.6457383,0.79921114,0.8120605,15.4,10.6,0.0,39.0,0.39917753636837006,0.8368518471717834,0.804413,1.0,0.5875,0.8873539,0.6426376,0.742149,0.7664937,18.8,13.2,0.0,48.8
4,0.01,0.4,0.2,0.001,506,0.308572518825531,0.8984615445137024,0.8584741,1.0,0.74615383,0.9229678,0.7997663,0.8783037,0.8870615,19.4,6.6,0.0,39.0,0.33620247840881345,0.8961111187934876,0.8542646,1.0,0.7375,0.92114127,0.79350483,0.8683487,0.8687273,23.6,8.4,0.0,48.8
3,0.01,0.4,0.2,0.001,506,0.29092262387275697,0.9015384674072265,0.859944,1.0,0.75384617,0.92445767,0.8049437,0.8973373,0.90878314,19.6,6.4,0.0,39.0,0.306436026096344,0.9059876561164856,0.8661111,1.0,0.7625,0.9280518,0.8124612,0.8778672,0.8815266,24.4,7.6,0.0,48.8
2,0.01,0.4,0.2,0.001,506,0.3287576913833618,0.8892307758331299,0.8451411,1.0,0.72307694,0.91581094,0.7814561,0.8570021,0.8588004,18.8,7.2,0.0,39.0,0.32233372926712034,0.8936728477478028,0.85166883,1.0,0.73125,0.9195452,0.7888578,0.8772441,0.88566417,23.4,8.6,0.0,48.8
1,0.01,0.4,0.2,0.001,506,0.32076320648193357,0.9015384674072265,0.8611299,1.0,0.75384617,0.9248233,0.8052598,0.8548323,0.8421184,19.6,6.4,0.0,39.0,0.33187459111213685,0.8960185289382935,0.8546915,1.0,0.7375,0.9212176,0.7936142,0.87487376,0.87914884,23.6,8.4,0.0,48.8
