inner_es_loss,inner_es_accuracy,val_loss,val_accuracy,number_epochs,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/train_loop_config/batch_size,config/train_loop_config/dataset_test_round,config/train_loop_config/dataset_fold_round,config/train_loop_config/learning_rate,config/train_loop_config/weight_decay,config/train_loop_config/dropout_rate_normal,config/train_loop_config/dropout_rate_attention,logdir
0.29843974113464355,0.9230769276618958,0.4392416179180145,0.8518518805503845,821,1733142205,,False,1,86363_03833,2024-12-02_13-23-25,693.568247795105,693.568247795105,2718746,ggpu196,10.241.148.96,693.568247795105,1,506,6,3,0.001,0.001,0.2,0.2,86363_03833
0.3714428246021271,0.8769230842590332,0.3774719834327698,0.875,716,1733142161,,False,1,86363_03834,2024-12-02_13-22-41,615.3725082874298,615.3725082874298,2719148,ggpu196,10.241.148.96,615.3725082874298,1,506,6,4,0.001,0.001,0.2,0.2,86363_03834
0.35602593421936035,0.8769230842590332,0.27382031083106995,0.925000011920929,1007,1733141597,,False,1,86363_03829,2024-12-02_13-13-17,823.1413505077362,823.1413505077362,2715564,ggpu196,10.241.148.96,823.1413505077362,1,506,5,4,0.001,0.001,0.2,0.2,86363_03829
0.4094124734401703,0.8461538553237915,0.31873801350593567,0.9012345671653748,610,1733141579,,False,1,86363_03832,2024-12-02_13-12-59,543.5490245819092,543.5490245819092,2717572,ggpu196,10.241.148.96,543.5490245819092,1,506,6,2,0.001,0.001,0.2,0.2,86363_03832
0.37879279255867004,0.8615384697914124,0.2422819435596466,0.9506173133850098,883,1733141529,,False,1,86363_03830,2024-12-02_13-12-09,739.8706431388855,739.8706431388855,2715908,ggpu196,10.241.148.96,739.8706431388855,1,506,6,0,0.001,0.001,0.2,0.2,86363_03830
0.2823784649372101,0.9076923131942749,0.2936457395553589,0.9135802388191223,720,1733141492,,False,1,86363_03831,2024-12-02_13-11-32,623.1536891460419,623.1536891460419,2716788,ggpu196,10.241.148.96,623.1536891460419,1,506,6,1,0.001,0.001,0.2,0.2,86363_03831
0.33504268527030945,0.892307698726654,0.4179517924785614,0.8395061492919922,612,1733141016,,False,1,86363_03828,2024-12-02_13-03-36,548.6582078933716,548.6582078933716,2714668,ggpu196,10.241.148.96,548.6582078933716,1,506,5,3,0.001,0.001,0.2,0.2,86363_03828
0.320864200592041,0.9076923131942749,0.24648287892341614,0.9382715821266174,846,1733140848,,False,1,86363_03825,2024-12-02_13-00-48,709.2943770885468,709.2943770885468,2712552,ggpu196,10.241.148.96,709.2943770885468,1,506,5,0,0.001,0.001,0.2,0.2,86363_03825
0.31879109144210815,0.9076923131942749,0.4210808277130127,0.8765432238578796,663,1733140773,,False,1,86363_03826,2024-12-02_12-59-33,580.5327153205872,580.5327153205872,2713159,ggpu196,10.241.148.96,580.5327153205872,1,506,5,1,0.001,0.001,0.2,0.2,86363_03826
0.37197574973106384,0.8615384697914124,0.277850866317749,0.925000011920929,869,1733140754,,False,1,86363_03824,2024-12-02_12-59-14,730.3990259170532,730.3990259170532,2711847,ggpu196,10.241.148.96,730.3990259170532,1,506,4,4,0.001,0.001,0.2,0.2,86363_03824
0.6721389889717102,0.6000000238418579,0.6731992363929749,0.604938268661499,7,1733140447,,False,1,86363_03827,2024-12-02_12-54-07,110.32487058639526,110.32487058639526,2713966,ggpu196,10.241.148.96,110.32487058639526,1,506,5,2,0.001,0.001,0.2,0.2,86363_03827
0.40458062291145325,0.8615384697914124,0.3642672300338745,0.8765432238578796,734,1733140316,,False,1,86363_03823,2024-12-02_12-51-56,624.1883327960968,624.1883327960968,2710874,ggpu196,10.241.148.96,624.1883327960968,1,506,4,3,0.001,0.001,0.2,0.2,86363_03823
