config/train_loop_config/dataset_test_round,config/train_loop_config/learning_rate,config/train_loop_config/dropout_rate_normal,config/train_loop_config/dropout_rate_attention,config/train_loop_config/weight_decay,config/train_loop_config/batch_size,average_inner_es_loss,average_inner_es_accuracy,average_inner_es_precision,average_inner_es_recall,average_inner_es_specificity,average_inner_es_f1_score,average_inner_es_mcc,average_inner_es_auroc,average_inner_es_auprc,average_inner_es_true_positives,average_inner_es_false_negatives,average_inner_es_false_positives,average_inner_es_true_negatives,average_val_loss,average_val_accuracy,average_val_precision,average_val_recall,average_val_specificity,average_val_f1_score,average_val_mcc,average_val_auroc,average_val_auprc,average_val_true_positives,average_val_false_negatives,average_val_false_positives,average_val_true_negatives
0,0.001,0.0,0.4,0.001,506,0.31728864908218385,0.8953846216201782,0.85223645,1.0,0.73846155,0.92003524,0.7931458,0.87938863,0.8853625,19.2,6.8,0.0,39.0,0.3118386536836624,0.9033950567245483,0.86289406,1.0,0.75625,0.9261732,0.8076587,0.8877312,0.9008773,24.2,7.8,0.0,48.8
1,0.01,0.0,0.4,0.0001,506,0.3137708455324173,0.9015384674072265,0.8611299,1.0,0.75384617,0.9248233,0.8052598,0.85700196,0.84058106,19.6,6.4,0.0,39.0,0.3212436199188232,0.8960185289382935,0.8546915,1.0,0.7375,0.9212176,0.7936142,0.8847351,0.8838936,23.6,8.4,0.0,48.8
2,0.001,0.0,0.2,0.0,506,0.3268131613731384,0.8892307758331299,0.8451411,1.0,0.72307694,0.91581094,0.7814561,0.8615384,0.8617447,18.8,7.2,0.0,39.0,0.31939796805381776,0.8936728477478028,0.85166883,1.0,0.73125,0.9195452,0.7888578,0.88117963,0.88544476,23.4,8.6,0.0,48.8
3,0.01,0.0,0.4,0.0,506,0.3278538525104523,0.8769230842590332,0.849825,0.96410257,0.74615383,0.903172,0.7484891,0.88293886,0.8971198,19.4,6.6,1.4,37.6,0.3399426817893982,0.8809876561164856,0.85233325,0.9708334,0.74375,0.90716344,0.7584441,0.88467264,0.8923408,23.8,8.2,1.4,47.4
4,0.01,0.4,0.4,0.0,506,0.3226167529821396,0.8953846216201782,0.8550166,1.0,0.73846155,0.9208828,0.79395276,0.86508876,0.87113553,19.2,6.8,0.0,39.0,0.3298622131347656,0.8961111187934876,0.8542646,1.0,0.7375,0.92114127,0.79350483,0.8776892,0.87637424,23.6,8.4,0.0,48.8
5,0.1,0.0,0.0,0.0,506,0.3947048783302307,0.855384624004364,0.8152237,0.9846153,0.6615385,0.89151555,0.70986855,0.84654826,0.84847707,17.2,8.8,0.6,38.4,0.3736905574798584,0.8714197516441345,0.83091766,0.9918367,0.6875,0.9036392,0.7436245,0.87819016,0.87440205,22.0,10.0,0.4,48.4
6,0.1,0.0,0.4,0.0001,506,0.3572617471218109,0.8646153926849365,0.83010787,0.9743589,0.7,0.8964081,0.72376317,0.85542405,0.8496982,18.2,7.8,1.0,38.0,0.34050836563110354,0.8836419820785523,0.85485476,0.97551024,0.74375,0.9103435,0.7639416,0.89250374,0.90289843,23.8,8.2,1.2,47.6
7,0.1,0.0,0.0,0.0001,506,0.3267197608947754,0.8892307758331299,0.8453124,1.0,0.72307694,0.91586363,0.7815052,0.85443795,0.8574729,18.8,7.2,0.0,39.0,0.29711994528770447,0.9059567928314209,0.8655524,1.0,0.7625,0.9278582,0.8123356,0.89081895,0.87192094,24.4,7.6,0.0,48.8
8,0.1,0.0,0.4,0.0,506,0.3636483818292618,0.8800000071525573,0.8410355,0.9897436,0.7153846,0.9088238,0.7600301,0.8524655,0.8588495,18.6,7.4,0.4,38.6,0.3469803214073181,0.8861728429794311,0.85353136,0.98367345,0.7375,0.9130007,0.7710034,0.88792646,0.8897681,23.6,8.4,0.8,48.0
9,0.1,0.2,0.2,0.001,506,0.31305898129940035,0.8984615445137024,0.8596843,0.9948718,0.75384617,0.9219227,0.7979276,0.89339256,0.89236814,19.6,6.4,0.2,38.8,0.3472087740898132,0.881141972541809,0.8413352,0.9917517,0.7125,0.9100536,0.76170236,0.8747675,0.8738511,22.8,9.2,0.4,48.4
