config/train_loop_config/dataset_test_round,config/train_loop_config/learning_rate,config/train_loop_config/dropout_rate,config/train_loop_config/weight_decay,config/train_loop_config/batch_size,average_outer_es_loss,average_outer_es_accuracy,average_outer_es_precision,average_outer_es_recall,average_outer_es_specificity,average_outer_es_f1_score,average_outer_es_mcc,average_outer_es_auroc,average_outer_es_auprc,average_outer_es_true_positives,average_outer_es_false_negatives,average_outer_es_false_positives,average_outer_es_true_negatives,average_test_loss,average_test_accuracy,average_test_precision,average_test_recall,average_test_specificity,average_test_f1_score,average_test_mcc,average_test_auroc,average_test_auprc,average_test_true_positives,average_test_false_negatives,average_test_false_positives,average_test_true_negatives
0,0.01,0.4,0.0001,506,0.3333867311477661,0.8986728310585022,0.8612668,0.9959184,0.75,0.92314005,0.7966759,0.88561857,0.8846386,24.0,8.0,0.2,48.6,0.3890456795692444,0.8823529481887817,0.83971465,0.9967742,0.70500004,0.9115013,0.76457274,0.8420162,0.82229435,28.2,11.8,0.2,61.8
1,0.01,0.4,0.0001,506,0.3381581544876099,0.8960493683815003,0.8546047,1.0,0.7375,0.92122585,0.7934718,0.87846506,0.8815956,23.6,8.4,0.0,48.8,0.3439110338687897,0.9098039031028747,0.8728773,0.9967742,0.775,0.9307132,0.8178217,0.8741935,0.8313552,31.0,9.0,0.2,61.8
2,0.01,0.4,0.0001,506,0.35635524094104765,0.8885802626609802,0.84915733,0.9959184,0.725,0.91598684,0.77804667,0.8735425,0.87624896,23.2,8.8,0.2,48.6,0.3436669111251831,0.9215686321258545,0.88571435,1.0,0.8,0.9393939,0.84176683,0.88891125,0.8421419,32.0,8.0,0.0,62.0
3,0.001,0.0,0.0001,506,0.3070046782493591,0.9059876561164856,0.8664626,1.0,0.7625,0.9281562,0.8125782,0.8678797,0.8578311,24.4,7.6,0.0,48.8,0.4063220262527466,0.8647058844566345,0.82479274,0.9870968,0.675,0.89866894,0.7260608,0.8030645,0.79201454,27.0,13.0,0.8,61.2
4,0.01,0.4,0.0001,506,0.3567997574806213,0.8961419820785522,0.85432625,1.0,0.7375,0.9211763,0.79353523,0.86408246,0.8531593,23.6,8.4,0.0,48.8,0.310587477684021,0.9098039031028747,0.8708137,1.0,0.77,0.9309393,0.8188512,0.91294354,0.92860365,30.8,9.2,0.0,62.0
5,0.01,0.4,0.0001,506,0.35288465619087217,0.8935802459716797,0.8532176,0.9959184,0.7375,0.918938,0.7867271,0.8780041,0.8739069,23.6,8.4,0.2,48.6,0.3464650332927704,0.9,0.8587519,1.0,0.745,0.9240022,0.79985,0.88342744,0.8805234,29.8,10.2,0.0,62.0
6,0.01,0.4,0.0001,506,0.351881867647171,0.8985185146331787,0.8566917,1.0,0.74375,0.92267084,0.79808223,0.8723586,0.86948776,23.8,8.2,0.0,48.8,0.3287667453289032,0.9019607901573181,0.86111104,1.0,0.75,0.9253732,0.8036376,0.89580643,0.8931157,30.0,10.0,0.0,62.0
7,0.01,0.0,0.0,506,0.2998211205005646,0.9058641910552978,0.86584634,1.0,0.7625,0.92789936,0.8123884,0.8780147,0.8666897,24.4,7.6,0.0,48.8,0.39364652037620546,0.8647058725357055,0.82143533,0.9935484,0.66499996,0.89928454,0.7290084,0.8094758,0.81226623,26.6,13.4,0.4,61.6
8,0.01,0.4,0.0001,506,0.3407840609550476,0.8985185146331787,0.8568033,1.0,0.74375,0.9227048,0.79811466,0.8860358,0.8780066,23.8,8.2,0.0,48.8,0.3591587245464325,0.9019607901573181,0.86111104,1.0,0.75,0.9253732,0.8036376,0.86326617,0.8398918,30.0,10.0,0.0,62.0
9,0.01,0.0,0.0001,506,0.3278473138809204,0.8886419653892517,0.8481663,0.9959184,0.725,0.915683,0.77808636,0.859444,0.85854167,23.2,8.8,0.2,48.6,0.27889862060546877,0.9313725233078003,0.8985508,1.0,0.825,0.94656485,0.86099035,0.88060486,0.84207326,33.0,7.0,0.0,62.0
