config/train_loop_config/dataset_test_round,config/train_loop_config/learning_rate,config/train_loop_config/dropout_rate,config/train_loop_config/weight_decay,config/train_loop_config/batch_size,average_outer_es_loss,average_outer_es_accuracy,average_outer_es_precision,average_outer_es_recall,average_outer_es_specificity,average_outer_es_f1_score,average_outer_es_mcc,average_outer_es_auroc,average_outer_es_auprc,average_outer_es_true_positives,average_outer_es_false_negatives,average_outer_es_false_positives,average_outer_es_true_negatives,average_test_loss,average_test_accuracy,average_test_precision,average_test_recall,average_test_specificity,average_test_f1_score,average_test_mcc,average_test_auroc,average_test_auprc,average_test_true_positives,average_test_false_negatives,average_test_false_positives,average_test_true_negatives
0,0.01,0.0,0.0001,506,0.32127858996391295,0.8887962937355042,0.86408913,0.9714286,0.7625,0.9141625,0.769971,0.87340564,0.8673337,24.4,7.6,1.4,47.4,0.402343338727951,0.8647058844566345,0.83373845,0.97096765,0.7,0.8970602,0.7211325,0.81846774,0.8170651,28.0,12.0,1.8,60.2
1,0.01,0.4,0.001,506,0.33264713287353515,0.8787654280662537,0.84781533,0.97551024,0.73125,0.9070371,0.7506403,0.8739025,0.8748142,23.4,8.6,1.2,47.6,0.3234690546989441,0.9019607901573181,0.8714286,0.983871,0.775,0.9242424,0.7984905,0.83951616,0.7930353,31.0,9.0,1.0,61.0
2,0.01,0.2,0.001,506,0.34160180389881134,0.8762037277221679,0.8486494,0.9713435,0.73125,0.9051877,0.7457992,0.8609149,0.8496569,23.4,8.6,1.4,47.4,0.3048624813556671,0.9215686321258545,0.88571435,1.0,0.8,0.9393939,0.84176683,0.8550404,0.8196292,32.0,8.0,0.0,62.0
3,0.0001,0.0,0.0001,506,0.32375490963459014,0.8960185170173645,0.8670934,0.97933674,0.76875,0.9192928,0.7884089,0.8761891,0.8794962,24.6,7.4,1.0,47.8,0.4539800226688385,0.8176470518112182,0.8125777,0.9096774,0.675,0.8582732,0.61303526,0.80774194,0.79634655,27.0,13.0,5.6,56.4
4,0.0001,0.4,0.001,506,0.3444705069065094,0.8714197635650635,0.8489391,0.95909864,0.7375,0.90030783,0.73334455,0.8614384,0.8534045,23.6,8.4,2.0,46.8,0.3672145247459412,0.8666666626930237,0.864426,0.9258064,0.775,0.8940114,0.718139,0.85987914,0.8440671,31.0,9.0,4.6,57.4
5,0.001,0.2,0.0001,506,0.3453839659690857,0.8837036967277527,0.85385245,0.9754251,0.74375,0.9103662,0.76128376,0.8547128,0.8450931,23.8,8.2,1.2,47.6,0.34948247075080874,0.8784313678741456,0.862646,0.95161295,0.76500005,0.9047058,0.74586385,0.86576617,0.85575616,30.6,9.4,3.0,59.0
6,0.01,0.4,0.0001,506,0.3495711386203766,0.8738271594047546,0.8509572,0.9591837,0.74375,0.90175503,0.73785985,0.8456128,0.8248706,23.8,8.2,2.0,46.8,0.34754192233085635,0.8823529362678528,0.8570846,0.96774197,0.75,0.9089657,0.7560042,0.8483871,0.8410179,30.0,10.0,2.0,60.0
7,0.0001,0.2,0.001,506,0.31332331895828247,0.8885802507400513,0.86258477,0.9714286,0.7625,0.91342545,0.7708529,0.87160796,0.8681952,24.4,7.6,1.4,47.4,0.45911378264427183,0.8333333253860473,0.8168868,0.9354838,0.675,0.872155,0.64817566,0.8233468,0.8367605,27.0,13.0,4.0,58.0
8,0.001,0.2,0.01,506,0.33160075545310974,0.8836728453636169,0.853621,0.9754251,0.74375,0.91030204,0.76111156,0.8732303,0.8687593,23.8,8.2,1.2,47.6,0.3608839809894562,0.870588231086731,0.854634,0.948387,0.75,0.8990466,0.72791195,0.8524596,0.8273905,30.0,10.0,3.2,58.8
9,0.001,0.2,0.0001,506,0.35008296370506287,0.8713271617889404,0.8471426,0.96318024,0.73125,0.90073335,0.7349874,0.85243684,0.84577954,23.4,8.6,1.8,47.0,0.2888794422149658,0.9274509668350219,0.895685,0.9967742,0.82,0.94351006,0.8524963,0.8895565,0.8618911,32.8,7.2,0.2,61.8
