config/train_loop_config/dataset_test_round,config/train_loop_config/learning_rate,config/train_loop_config/dropout_rate,config/train_loop_config/weight_decay,config/train_loop_config/batch_size,average_inner_es_loss,average_inner_es_accuracy,average_inner_es_precision,average_inner_es_recall,average_inner_es_specificity,average_inner_es_f1_score,average_inner_es_mcc,average_inner_es_auroc,average_inner_es_auprc,average_inner_es_true_positives,average_inner_es_false_negatives,average_inner_es_false_positives,average_inner_es_true_negatives,average_val_loss,average_val_accuracy,average_val_precision,average_val_recall,average_val_specificity,average_val_f1_score,average_val_mcc,average_val_auroc,average_val_auprc,average_val_true_positives,average_val_false_negatives,average_val_false_positives,average_val_true_negatives
0,0.0001,0.6,0.001,64,0.6706628799438477,0.604938268661499,0.60493827,1.0,0.0,0.75384617,0.047701646,0.59502554,0.69732016,0.0,32.0,0.0,49.0,0.6696873903274536,0.6078431606292725,0.60784316,1.0,0.0,0.75609756,0.04374181,0.5409274,0.6668384,0.0,40.0,0.0,62.0
0,0.001,0.4,0.1,64,0.6720004677772522,0.604938268661499,0.60493827,1.0,0.0,0.75384617,0.047701646,0.5,0.60493827,0.0,32.0,0.0,49.0,0.6710331439971924,0.6078431606292725,0.60784316,1.0,0.0,0.75609756,0.04374181,0.5,0.60784316,0.0,40.0,0.0,62.0
0,0.001,0.4,0.01,64,0.6706755757331848,0.604938268661499,0.60493827,1.0,0.0,0.75384617,0.047701646,0.6109694,0.6537256,0.0,32.0,0.0,49.0,0.6696622967720032,0.6078431606292725,0.60784316,1.0,0.0,0.75609756,0.04374181,0.51471776,0.629747,0.0,40.0,0.0,62.0
0,0.0001,0.6,0.01,64,0.6707175970077515,0.604938268661499,0.60493827,1.0,0.0,0.75384617,0.047701646,0.6033163,0.6500132,0.0,32.0,0.0,49.0,0.6697733998298645,0.6078431606292725,0.60784316,1.0,0.0,0.75609756,0.04374181,0.5082661,0.6234272,0.0,40.0,0.0,62.0
0,0.1,0.8,0.0001,64,0.6707186102867126,0.604938268661499,0.60493827,1.0,0.0,0.75384617,0.047701646,0.61415815,0.6463083,0.0,32.0,0.0,49.0,0.6696151494979858,0.6078431606292725,0.60784316,1.0,0.0,0.75609756,0.04374181,0.52943546,0.6325963,0.0,40.0,0.0,62.0
0,0.001,0.6,0.01,64,0.6706851124763489,0.604938268661499,0.60493827,1.0,0.0,0.75384617,0.047701646,0.6096939,0.6535664,0.0,32.0,0.0,49.0,0.6697015762329102,0.6078431606292725,0.60784316,1.0,0.0,0.75609756,0.04374181,0.5127016,0.6286754,0.0,40.0,0.0,62.0
0,0.01,0.4,0.001,64,0.6707687377929688,0.604938268661499,0.60493827,1.0,0.0,0.75384617,0.047701646,0.6390306,0.67275107,0.0,32.0,0.0,49.0,0.6698010563850403,0.6078431606292725,0.60784316,1.0,0.0,0.75609756,0.04374181,0.55423385,0.67454684,0.0,40.0,0.0,62.0
0,0.1,0.8,0.001,64,0.6709557771682739,0.604938268661499,0.60493827,1.0,0.0,0.75384617,0.047701646,0.62053573,0.64804333,0.0,32.0,0.0,49.0,0.6697068810462952,0.6078431606292725,0.60784316,1.0,0.0,0.75609756,0.04374181,0.5534274,0.6572411,0.0,40.0,0.0,62.0
0,0.0001,0.0,0.0001,64,0.6705268025398254,0.604938268661499,0.60493827,1.0,0.0,0.75384617,0.047701646,0.60714287,0.7063159,0.0,32.0,0.0,49.0,0.6695566177368164,0.6078431606292725,0.60784316,1.0,0.0,0.75609756,0.04374181,0.5768145,0.6518354,0.0,40.0,0.0,62.0
0,0.0001,0.2,0.01,64,0.6706784963607788,0.604938268661499,0.60493827,1.0,0.0,0.75384617,0.047701646,0.6084184,0.64771897,0.0,32.0,0.0,49.0,0.6696755886077881,0.6078431606292725,0.60784316,1.0,0.0,0.75609756,0.04374181,0.51270163,0.62563944,0.0,40.0,0.0,62.0
0,0.0001,0.6,0.1,64,0.6786238551139832,0.604938268661499,0.60493827,1.0,0.0,0.75384617,0.047701646,0.5153061,0.6045653,0.0,32.0,0.0,49.0,0.6781231760978699,0.6078431606292725,0.60784316,1.0,0.0,0.75609756,0.04374181,0.4532258,0.57951725,0.0,40.0,0.0,62.0
0,0.1,0.4,0.01,64,0.6709261536598206,0.604938268661499,0.60493827,1.0,0.0,0.75384617,0.047701646,0.66326535,0.68181443,0.0,32.0,0.0,49.0,0.6697320342063904,0.6078431606292725,0.60784316,1.0,0.0,0.75609756,0.04374181,0.5862903,0.696584,0.0,40.0,0.0,62.0
0,1e-05,0.8,0.1,64,0.6807132959365845,0.604938268661499,0.60493827,1.0,0.0,0.75384617,0.047701646,0.46205357,0.5868456,0.0,32.0,0.0,49.0,0.6803297400474548,0.6078431606292725,0.60784316,1.0,0.0,0.75609756,0.04374181,0.4247984,0.5616457,0.0,40.0,0.0,62.0
0,1e-05,0.8,0.0,64,0.6715570688247681,0.604938268661499,0.60493827,1.0,0.0,0.75384617,0.047701646,0.5376276,0.6721146,0.0,32.0,0.0,49.0,0.6707460284233093,0.6078431606292725,0.60784316,1.0,0.0,0.75609756,0.04374181,0.5268145,0.64966017,0.0,40.0,0.0,62.0
0,0.1,0.2,0.001,64,0.6709597706794739,0.604938268661499,0.60493827,1.0,0.0,0.75384617,0.047701646,0.59247446,0.6271427,0.0,32.0,0.0,49.0,0.6697058081626892,0.6078431606292725,0.60784316,1.0,0.0,0.75609756,0.04374181,0.53689516,0.65273017,0.0,40.0,0.0,62.0
0,0.0001,0.4,0.01,64,0.6706869602203369,0.604938268661499,0.60493827,1.0,0.0,0.75384617,0.047701646,0.6058674,0.6498064,0.0,32.0,0.0,49.0,0.6697065830230713,0.6078431606292725,0.60784316,1.0,0.0,0.75609756,0.04374181,0.50947577,0.62559557,0.0,40.0,0.0,62.0
0,0.001,0.0,0.0001,64,0.33124634623527527,0.9012345671653748,0.8596491,1.0,0.75,0.9245283,0.80295503,0.8571428,0.83073443,24.0,8.0,0.0,49.0,0.3415515422821045,0.8921568393707275,0.84931505,1.0,0.725,0.91851854,0.78469956,0.8610887,0.8328993,29.0,11.0,0.0,62.0
0,0.1,0.4,0.001,64,0.6707419157028198,0.604938268661499,0.60493827,1.0,0.0,0.75384617,0.047701646,0.6167091,0.6499611,0.0,32.0,0.0,49.0,0.669651985168457,0.6078431606292725,0.60784316,1.0,0.0,0.75609756,0.04374181,0.51754034,0.6287572,0.0,40.0,0.0,62.0
0,0.001,0.8,0.0001,64,0.5326541066169739,0.8148148059844971,0.765625,1.0,0.53125,0.86725664,0.6377604,0.8628827,0.87168443,17.0,15.0,0.0,49.0,0.5291420817375183,0.7941176295280457,0.74698794,1.0,0.475,0.8551724,0.59566706,0.8752016,0.8926,19.0,21.0,0.0,62.0
