config/train_loop_config/dataset_test_round,config/train_loop_config/learning_rate,config/train_loop_config/dropout_rate,config/train_loop_config/weight_decay,config/train_loop_config/batch_size,average_outer_es_loss,average_outer_es_accuracy,average_outer_es_precision,average_outer_es_recall,average_outer_es_specificity,average_outer_es_f1_score,average_outer_es_mcc,average_outer_es_auroc,average_outer_es_auprc,average_outer_es_true_positives,average_outer_es_false_negatives,average_outer_es_false_positives,average_outer_es_true_negatives,average_test_loss,average_test_accuracy,average_test_precision,average_test_recall,average_test_specificity,average_test_f1_score,average_test_mcc,average_test_auroc,average_test_auprc,average_test_true_positives,average_test_false_negatives,average_test_false_positives,average_test_true_negatives
0,0.01,0.4,0.001,506,0.2825576901435852,0.9036111116409302,0.8651044,1.0,0.75625,0.9269699,0.8082975,0.8703736,0.857962,24.2,7.8,0.0,48.8,0.32523615956306456,0.8823529481887817,0.8378378,1.0,0.7,0.91176474,0.765824,0.8703225,0.8842322,28.0,12.0,0.0,62.0
1,0.01,0.0,0.0,506,0.2997128963470459,0.8960493683815003,0.8546047,1.0,0.7375,0.92122585,0.7934718,0.8737484,0.8738845,23.6,8.4,0.0,48.8,0.2764617621898651,0.9117646813392639,0.8732394,1.0,0.775,0.9323309,0.82265455,0.88709676,0.88084924,31.0,9.0,0.0,62.0
2,0.01,0.2,0.0,506,0.2923473805189133,0.8935185313224793,0.8523793,1.0,0.73125,0.91966707,0.78907,0.885697,0.88863486,23.4,8.6,0.0,48.8,0.2594994783401489,0.9215686321258545,0.88571435,1.0,0.8,0.9393939,0.84176683,0.8924597,0.876465,32.0,8.0,0.0,62.0
3,0.01,0.4,0.0001,506,0.27644666433334353,0.9059876561164856,0.8664626,1.0,0.7625,0.9281562,0.8125782,0.87472236,0.8707371,24.4,7.6,0.0,48.8,0.3475231766700745,0.8725489974021912,0.82666665,1.0,0.675,0.9051095,0.74699396,0.8383064,0.8507875,27.0,13.0,0.0,62.0
4,0.01,0.4,0.001,506,0.37327695488929746,0.8286419868469238,0.7931942,1.0,0.56875,0.8810773,0.6278325,0.85760117,0.8461889,18.2,13.8,0.0,48.8,0.332020503282547,0.8509803771972656,0.8201602,1.0,0.62,0.89708424,0.66687196,0.9094758,0.92108375,24.8,15.2,0.0,62.0
5,0.01,0.2,0.0001,506,0.2857001096010208,0.8985493898391723,0.8569559,1.0,0.74375,0.92276907,0.79816014,0.89407814,0.8943082,23.8,8.2,0.0,48.8,0.29238575100898745,0.9,0.86071986,0.9967742,0.75,0.9237572,0.7987093,0.8831855,0.8761959,30.0,10.0,0.2,61.8
6,0.001,0.4,0.0,506,0.29338300228118896,0.8985185146331787,0.8566917,1.0,0.74375,0.92267096,0.79808223,0.871503,0.8769976,23.8,8.2,0.0,48.8,0.28620597124099734,0.9019607901573181,0.86111104,1.0,0.75,0.9253732,0.8036375,0.86935484,0.85695714,30.0,10.0,0.0,62.0
7,0.01,0.4,0.001,506,0.2764197617769241,0.9058641910552978,0.86584634,1.0,0.7625,0.92789936,0.8123884,0.8909372,0.8878883,24.4,7.6,0.0,48.8,0.3537435054779053,0.8725489974021912,0.82666665,1.0,0.675,0.9051095,0.74699396,0.8216532,0.81626844,27.0,13.0,0.0,62.0
8,0.01,0.2,0.0,506,0.2877728968858719,0.8985185146331787,0.8568033,1.0,0.74375,0.9227048,0.79811466,0.89063036,0.8953497,23.8,8.2,0.0,48.8,0.30008381605148315,0.9019607901573181,0.86111104,1.0,0.75,0.9253732,0.8036375,0.84754026,0.83313626,30.0,10.0,0.0,62.0
9,0.01,0.2,0.0,506,0.3076555073261261,0.8911110997200012,0.8485702,1.0,0.725,0.9177367,0.78396094,0.8784067,0.87891644,23.2,8.8,0.0,48.8,0.24469696581363679,0.9313725233078003,0.8985508,1.0,0.825,0.94656485,0.86099035,0.9093145,0.89239633,33.0,7.0,0.0,62.0
