config/train_loop_config/dataset_test_round,config/train_loop_config/learning_rate,config/train_loop_config/dropout_rate,config/train_loop_config/weight_decay,config/train_loop_config/batch_size,average_outer_es_loss,average_outer_es_accuracy,average_outer_es_precision,average_outer_es_recall,average_outer_es_specificity,average_outer_es_f1_score,average_outer_es_mcc,average_outer_es_auroc,average_outer_es_auprc,average_outer_es_true_positives,average_outer_es_false_negatives,average_outer_es_false_positives,average_outer_es_true_negatives,average_test_loss,average_test_accuracy,average_test_precision,average_test_recall,average_test_specificity,average_test_f1_score,average_test_mcc,average_test_auroc,average_test_auprc,average_test_true_positives,average_test_false_negatives,average_test_false_positives,average_test_true_negatives
0,0.01,0.0,0.0,506,0.3162988692522049,0.901111114025116,0.8614844,1.0,0.75,0.9250305,0.8033314,0.86099863,0.85340166,24.0,8.0,0.0,48.8,0.3501144349575043,0.8823529481887817,0.8378378,1.0,0.7,0.91176474,0.765824,0.8481452,0.84899074,28.0,12.0,0.0,62.0
1,0.01,0.0,0.0,506,0.3304444968700409,0.8960493683815003,0.8546047,1.0,0.7375,0.92122585,0.7934718,0.8595371,0.8549428,23.6,8.4,0.0,48.8,0.2912663221359253,0.9117646813392639,0.8732394,1.0,0.775,0.9323309,0.82265455,0.8916936,0.88024867,31.0,9.0,0.0,62.0
2,0.01,0.0,0.0001,506,0.348188453912735,0.8910185337066651,0.8495739,1.0,0.725,0.9179743,0.7843472,0.85571986,0.8551307,23.2,8.8,0.0,48.8,0.3132378816604614,0.9215686321258545,0.88571435,1.0,0.8,0.9393939,0.84176683,0.8710887,0.8487655,32.0,8.0,0.0,62.0
3,0.01,0.0,0.0001,506,0.31974091231822965,0.9035185217857361,0.863163,1.0,0.75625,0.92632645,0.8077385,0.8740261,0.86392057,24.2,7.8,0.0,48.8,0.42528416514396666,0.870588219165802,0.8261982,0.9967742,0.675,0.9034993,0.7417606,0.7991935,0.8057822,27.0,13.0,0.2,61.8
4,0.01,0.0,0.0001,506,0.3452297866344452,0.8912037134170532,0.8532179,0.9918367,0.7375,0.9170464,0.7811781,0.85486424,0.8389757,23.6,8.4,0.4,48.4,0.3297202229499817,0.9117646813392639,0.8732394,1.0,0.775,0.9323309,0.82265455,0.8573791,0.85637224,31.0,9.0,0.0,62.0
5,0.01,0.0,0.0001,506,0.32732586860656737,0.8985493898391723,0.8569559,1.0,0.74375,0.92276907,0.79816014,0.8547367,0.8426868,23.8,8.2,0.0,48.8,0.3178169846534729,0.9,0.86071986,0.9967742,0.75,0.9237572,0.7987093,0.8714112,0.8756563,30.0,10.0,0.2,61.8
6,0.01,0.0,0.0,506,0.3230378746986389,0.8960493803024292,0.8540141,1.0,0.7375,0.92103624,0.7933775,0.8650217,0.8546587,23.6,8.4,0.0,48.8,0.3185736358165741,0.9019607901573181,0.86111104,1.0,0.75,0.9253732,0.8036375,0.8549999,0.8467475,30.0,10.0,0.0,62.0
7,0.01,0.0,0.0001,506,0.3184124767780304,0.9033641934394836,0.8630409,1.0,0.75625,0.9262066,0.80766547,0.87634337,0.8661164,24.2,7.8,0.0,48.8,0.41165364980697633,0.8725489974021912,0.82666665,1.0,0.675,0.9051095,0.74699396,0.7932662,0.79852545,27.0,13.0,0.0,62.0
8,0.01,0.0,0.0,506,0.33249367475509645,0.8985185146331787,0.8568033,1.0,0.74375,0.9227048,0.79811466,0.85203016,0.8371868,23.8,8.2,0.0,48.8,0.3223832130432129,0.9,0.86071986,0.9967742,0.75,0.9237572,0.7987093,0.86116934,0.8594698,30.0,10.0,0.2,61.8
9,0.01,0.0,0.0001,506,0.3392613768577576,0.8886419653892517,0.84788275,0.9959184,0.725,0.91570556,0.77695477,0.8550011,0.8535665,23.2,8.8,0.2,48.6,0.30368449091911315,0.9235294103622437,0.8905505,0.9967742,0.81000006,0.9406417,0.84480685,0.8721372,0.8347677,32.4,7.6,0.2,61.8
