config/train_loop_config/dataset_test_round,config/train_loop_config/learning_rate,config/train_loop_config/dropout_rate,config/train_loop_config/weight_decay,config/train_loop_config/batch_size,average_outer_es_loss,average_outer_es_accuracy,average_outer_es_precision,average_outer_es_recall,average_outer_es_specificity,average_outer_es_f1_score,average_outer_es_mcc,average_outer_es_auroc,average_outer_es_auprc,average_outer_es_true_positives,average_outer_es_false_negatives,average_outer_es_false_positives,average_outer_es_true_negatives,average_test_loss,average_test_accuracy,average_test_precision,average_test_recall,average_test_specificity,average_test_f1_score,average_test_mcc,average_test_auroc,average_test_auprc,average_test_true_positives,average_test_false_negatives,average_test_false_positives,average_test_true_negatives
0,0.01,0.0,0.0,506,0.4082331478595734,0.8690123558044434,0.8493891,0.955017,0.7375,0.8985836,0.7273776,0.86150885,0.8579534,23.6,8.4,2.2,46.6,0.48229012489318845,0.8117647051811219,0.7970972,0.9258064,0.635,0.85659474,0.6015416,0.8229033,0.8260554,25.4,14.6,4.6,57.4
1,0.001,0.2,0.0,506,0.5508298933506012,0.7200000166893006,0.7105416,0.9551021,0.3625,0.8093537,0.3629572,0.69598484,0.7556217,11.6,20.4,2.2,46.6,0.557620108127594,0.7450980424880982,0.7252995,0.9806452,0.38,0.82927454,0.41504788,0.69024193,0.7307941,15.2,24.8,1.2,60.8
2,0.01,0.0,0.0,506,0.4779716730117798,0.7995370268821717,0.78275096,0.954847,0.5625,0.85619485,0.5749385,0.81287336,0.8217371,18.0,14.0,2.2,46.6,0.46297999620437624,0.8117647051811219,0.7969764,0.95483875,0.59000003,0.8650509,0.57972217,0.8409275,0.8272998,23.6,16.4,2.8,59.2
3,0.001,0.0,0.0,506,0.47434134483337403,0.7996296405792236,0.7819754,0.9589286,0.55625,0.85725963,0.5563386,0.76407707,0.7914796,17.8,14.2,2.0,46.8,0.5811899662017822,0.7392156839370727,0.7346204,0.9193548,0.45999998,0.81317633,0.4183402,0.7085484,0.753387,18.4,21.6,5.0,57.0
4,0.01,0.0,0.0001,506,0.5494977831840515,0.7421913504600525,0.72049093,0.96318024,0.40625,0.8217867,0.41647738,0.77760816,0.8159259,13.0,19.0,1.8,47.0,0.5653408527374267,0.7450980424880982,0.7321358,0.9354838,0.45,0.8187663,0.44735694,0.7634274,0.78619576,18.0,22.0,4.0,58.0
5,0.01,0.2,0.0,506,0.5387564361095428,0.7397530794143676,0.7182059,0.98367345,0.36875,0.82555276,0.41351217,0.76139855,0.83190286,11.8,20.2,0.8,48.0,0.584715211391449,0.7313725590705872,0.7137382,0.9741936,0.355,0.8196656,0.38474125,0.6558468,0.6969012,14.2,25.8,1.6,60.4
6,0.001,0.2,0.0,506,0.5943308711051941,0.6953086495399475,0.6814103,0.9877551,0.25,0.80182725,0.29117432,0.6103529,0.6925335,8.0,24.0,0.6,48.2,0.5885263800621032,0.700000011920929,0.69197506,0.9774194,0.27,0.804214,0.29013482,0.63943547,0.7057508,10.8,29.2,1.4,60.6
7,0.01,0.0,0.0,506,0.4081675946712494,0.8440740823745727,0.834092,0.92627555,0.71875,0.87725604,0.67436606,0.86472815,0.86026704,23.0,9.0,3.6,45.2,0.5712100028991699,0.7745097994804382,0.76433504,0.9096774,0.565,0.83061314,0.51851285,0.79189515,0.82668847,22.6,17.4,5.6,56.4
8,0.01,0.0,0.0001,506,0.5699674785137177,0.7002469182014466,0.69547254,0.9632653,0.3,0.8011565,0.3081441,0.7258105,0.77017915,9.6,22.4,1.8,47.0,0.5873361170291901,0.6901960968971252,0.6820553,0.96774197,0.26,0.79523534,0.29262725,0.68673384,0.73091614,10.4,29.6,2.0,60.0
9,0.01,0.0,0.0,506,0.43989635705947877,0.8317283987998962,0.81459904,0.9344388,0.675,0.87037885,0.6460234,0.84659594,0.8591622,21.6,10.4,3.2,45.6,0.39652974605560304,0.8745097994804383,0.8517763,0.96129024,0.73999995,0.903134,0.7379463,0.88891125,0.8729123,29.6,10.4,2.4,59.6
