inner_es_loss,inner_es_accuracy,val_loss,val_accuracy,number_epochs,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/train_loop_config/batch_size,config/train_loop_config/dataset_test_round,config/train_loop_config/dataset_fold_round,config/train_loop_config/learning_rate,config/train_loop_config/weight_decay,config/train_loop_config/dropout_rate_normal,config/train_loop_config/dropout_rate_attention,logdir
0.2917112112045288,0.8863636255264282,0.4649449288845062,0.7678571343421936,6051,1768950745,,False,1,f7c71_00000,2026-01-21_00-12-25,3219.971087694168,3219.971087694168,3942070,ggpu135,10.241.148.35,3219.971087694168,1,689,3,0,0.01,0.0,0.0,0.0,f7c71_00000
0.5632822513580322,0.7333333492279053,0.5420824289321899,0.7545454502105713,962,1768948088,,False,1,f7c71_00001,2026-01-20_23-28-08,563.0693783760071,563.0693783760071,3942071,ggpu135,10.241.148.35,563.0693783760071,1,689,3,1,0.01,0.0,0.0,0.0,f7c71_00001
0.37764015793800354,0.8222222328186035,0.4208011329174042,0.800000011920929,6075,1768951290,,False,1,f7c71_00002,2026-01-21_00-21-30,3192.979081630707,3192.979081630707,3944350,ggpu135,10.241.148.35,3192.979081630707,1,689,3,2,0.01,0.0,0.0,0.0,f7c71_00002
0.6223984360694885,0.6888889074325562,0.6322501301765442,0.6363636255264282,146,1768950902,,False,1,f7c71_00003,2026-01-21_00-15-02,147.22068190574646,147.22068190574646,3948809,ggpu135,10.241.148.35,147.22068190574646,1,689,3,3,0.01,0.0,0.0,0.0,f7c71_00003
0.38588470220565796,0.8333333134651184,0.454679399728775,0.7545454502105713,4535,1768953334,,False,1,f7c71_00004,2026-01-21_00-55-34,2423.319071531296,2423.319071531296,3949951,ggpu135,10.241.148.35,2423.319071531296,1,689,3,4,0.01,0.0,0.0,0.0,f7c71_00004
0.5824902653694153,0.6931818127632141,0.6319254636764526,0.6875,156,1768951463,,False,1,f7c71_00005,2026-01-21_00-24-23,157.63614773750305,157.63614773750305,3951329,ggpu135,10.241.148.35,157.63614773750305,1,689,3,0,0.01,0.0,0.0,0.2,f7c71_00005
0.5905581712722778,0.6888889074325562,0.6080470085144043,0.6636363863945007,185,1768951649,,False,1,f7c71_00006,2026-01-21_00-27-29,170.59676265716553,170.59676265716553,3952474,ggpu135,10.241.148.35,170.59676265716553,1,689,3,1,0.01,0.0,0.0,0.2,f7c71_00006
0.6023057699203491,0.6555555462837219,0.5669351816177368,0.6818181872367859,213,1768951845,,False,1,f7c71_00007,2026-01-21_00-30-45,185.35503959655762,185.35503959655762,3953619,ggpu135,10.241.148.35,185.35503959655762,1,689,3,2,0.01,0.0,0.0,0.2,f7c71_00007
0.625154972076416,0.6555555462837219,0.6357811689376831,0.6454545259475708,142,1768952005,,False,1,f7c71_00008,2026-01-21_00-33-25,149.10752844810486,149.10752844810486,3954767,ggpu135,10.241.148.35,149.10752844810486,1,689,3,3,0.01,0.0,0.0,0.2,f7c71_00008
0.5874432921409607,0.7111111283302307,0.6151514053344727,0.6818181872367859,220,1768952206,,False,1,f7c71_00009,2026-01-21_00-36-46,187.86920833587646,187.86920833587646,3956005,ggpu135,10.241.148.35,187.86920833587646,1,689,3,4,0.01,0.0,0.0,0.2,f7c71_00009
