config/train_loop_config/dataset_test_round,config/train_loop_config/learning_rate,config/train_loop_config/dropout_rate,config/train_loop_config/weight_decay,config/train_loop_config/batch_size,average_outer_es_loss,average_outer_es_accuracy,average_outer_es_precision,average_outer_es_recall,average_outer_es_specificity,average_outer_es_f1_score,average_outer_es_mcc,average_outer_es_auroc,average_outer_es_auprc,average_outer_es_true_positives,average_outer_es_false_negatives,average_outer_es_false_positives,average_outer_es_true_negatives,average_test_loss,average_test_accuracy,average_test_precision,average_test_recall,average_test_specificity,average_test_f1_score,average_test_mcc,average_test_auroc,average_test_auprc,average_test_true_positives,average_test_false_negatives,average_test_false_positives,average_test_true_negatives
0,0.01,0.2,0.0,506,0.3130508571863174,0.8937345743179321,0.8651678,0.97959185,0.7625,0.9182914,0.78240263,0.87243307,0.8444435,24.4,7.6,1.0,47.8,0.36454851627349855,0.8666666626930237,0.8342465,0.9741936,0.7,0.89879495,0.7253715,0.84701616,0.85823023,28.0,12.0,1.6,60.4
1,0.001,0.2,0.0,506,0.32973877191543577,0.8812345623970032,0.8505038,0.97551024,0.7375,0.90862924,0.75582594,0.87903374,0.8711985,23.6,8.4,1.2,47.6,0.30870419144630434,0.9058823347091675,0.87214243,0.9903226,0.775,0.92745316,0.80831957,0.86508065,0.8401333,31.0,9.0,0.6,61.4
2,0.01,0.0,0.0,506,0.3675819396972656,0.8686728477478027,0.8484268,0.9546769,0.7375,0.89799225,0.7271294,0.8687726,0.8633639,23.6,8.4,2.2,46.6,0.31099271178245547,0.9019607663154602,0.8847912,0.96451616,0.80499995,0.9226141,0.79629844,0.8910081,0.8653404,32.2,7.8,2.2,59.8
3,0.01,0.0,0.0,506,0.31882826387882235,0.8862037062644958,0.8644725,0.96318024,0.76875,0.91111535,0.76287264,0.88646764,0.8772632,24.6,7.4,1.8,47.0,0.48274460434913635,0.8098039150238037,0.8104197,0.8967742,0.675,0.8513293,0.5954095,0.8212903,0.82088315,27.0,13.0,6.4,55.6
4,0.01,0.2,0.0,506,0.3276742219924927,0.8912037134170532,0.85328054,0.9918367,0.7375,0.9170823,0.781051,0.8761333,0.88170815,23.6,8.4,0.4,48.4,0.3365199863910675,0.8784313678741456,0.8668569,0.9451612,0.775,0.9043053,0.74378914,0.87447584,0.86906433,31.0,9.0,3.4,58.6
5,0.01,0.2,0.0,506,0.39872164130210874,0.8261728525161743,0.7977583,0.9877551,0.58125,0.8783785,0.6192366,0.8572478,0.8747941,18.6,13.4,0.6,48.2,0.4200303673744202,0.8196078300476074,0.80362624,0.96451604,0.59499997,0.87212867,0.5951484,0.8669758,0.8646463,23.8,16.2,2.2,59.8
6,0.01,0.2,0.0,506,0.3311732828617096,0.888611102104187,0.8544534,0.9835884,0.74375,0.914413,0.7728733,0.8634114,0.85223925,23.8,8.2,0.8,48.0,0.3255998194217682,0.8882352828979492,0.8583501,0.9774194,0.75,0.9140123,0.7694836,0.8857258,0.88048714,30.0,10.0,1.4,60.6
7,0.01,0.2,0.0,506,0.30080865025520326,0.8910493850708008,0.86287576,0.97551024,0.7625,0.9154458,0.7767106,0.9053186,0.91400635,24.4,7.6,1.2,47.6,0.49837660789489746,0.8313725352287292,0.81464183,0.9354838,0.66999996,0.8708504,0.64412093,0.8038306,0.80503607,26.8,13.2,4.0,58.0
8,0.01,0.2,0.0,506,0.3193144857883453,0.8812345623970032,0.8530935,0.9714286,0.74375,0.9082626,0.7551347,0.89713544,0.90619624,23.8,8.2,1.4,47.4,0.3686762034893036,0.8607843041419982,0.8524114,0.932258,0.75,0.8904049,0.7065388,0.8671371,0.86881244,30.0,10.0,4.2,57.8
9,0.01,0.0,0.0001,506,0.4118689656257629,0.8515432119369507,0.8327945,0.94676876,0.70625,0.88562095,0.6897,0.85054475,0.84605014,22.6,9.4,2.6,46.2,0.336050420999527,0.9117647051811218,0.8913255,0.9741936,0.81499994,0.9306364,0.8173645,0.9072984,0.8841988,32.6,7.4,1.6,60.4
