config/train_loop_config/dataset_test_round,config/train_loop_config/learning_rate,config/train_loop_config/dropout_rate,config/train_loop_config/weight_decay,config/train_loop_config/batch_size,average_outer_es_loss,average_outer_es_accuracy,average_outer_es_precision,average_outer_es_recall,average_outer_es_specificity,average_outer_es_f1_score,average_outer_es_mcc,average_outer_es_auroc,average_outer_es_auprc,average_outer_es_true_positives,average_outer_es_false_negatives,average_outer_es_false_positives,average_outer_es_true_negatives,average_test_loss,average_test_accuracy,average_test_precision,average_test_recall,average_test_specificity,average_test_f1_score,average_test_mcc,average_test_auroc,average_test_auprc,average_test_true_positives,average_test_false_negatives,average_test_false_positives,average_test_true_negatives
0,0.001,0.0,0.1,506,0.2891925096511841,0.9036111116409302,0.8651044,1.0,0.75625,0.9269699,0.8082975,0.8745775,0.8659071,24.2,7.8,0.0,48.8,0.3246828317642212,0.8823529481887817,0.8378378,1.0,0.7,0.91176474,0.765824,0.8779033,0.8713831,28.0,12.0,0.0,62.0
1,0.001,0.0,0.1,506,0.3007631629705429,0.8960493683815003,0.8546047,1.0,0.7375,0.92122585,0.7934718,0.87315845,0.8629764,23.6,8.4,0.0,48.8,0.2719592809677124,0.9117646813392639,0.8732394,1.0,0.775,0.9323309,0.82265455,0.89241934,0.87091887,31.0,9.0,0.0,62.0
2,0.01,0.0,0.001,506,0.29382323026657103,0.8935185313224793,0.8523793,1.0,0.73125,0.91966707,0.78907,0.8726204,0.8797185,23.4,8.6,0.0,48.8,0.25828821063041685,0.9215686321258545,0.88571435,1.0,0.8,0.9393939,0.84176683,0.8847984,0.8664423,32.0,8.0,0.0,62.0
3,0.0001,0.2,0.1,506,0.2843566060066223,0.9059876561164856,0.8664626,1.0,0.7625,0.9281562,0.8125782,0.91134274,0.90968,24.4,7.6,0.0,48.8,0.3597591400146484,0.8725489974021912,0.82666665,1.0,0.675,0.9051095,0.74699396,0.7741129,0.7663113,27.0,13.0,0.0,62.0
4,0.001,0.2,0.01,506,0.29641797244548795,0.8961419820785522,0.85432625,1.0,0.7375,0.9211763,0.7935352,0.8646618,0.8672031,23.6,8.4,0.0,48.8,0.2667206048965454,0.9117646813392639,0.8732394,1.0,0.775,0.9323309,0.82265455,0.9018952,0.8968441,31.0,9.0,0.0,62.0
5,0.01,0.4,0.001,506,0.2876441150903702,0.8985493898391723,0.8569559,1.0,0.74375,0.92276907,0.79816014,0.88647556,0.8788021,23.8,8.2,0.0,48.8,0.28968997597694396,0.9019607901573181,0.86111104,1.0,0.75,0.9253732,0.8036375,0.8631048,0.85346013,30.0,10.0,0.0,62.0
6,0.01,0.2,0.001,506,0.290534633398056,0.8985185146331787,0.8566917,1.0,0.74375,0.92267084,0.7980822,0.86811227,0.86551857,23.8,8.2,0.0,48.8,0.2856570541858673,0.9019607901573181,0.86111104,1.0,0.75,0.9253732,0.8036375,0.8768549,0.8804361,30.0,10.0,0.0,62.0
7,0.01,0.0,0.1,506,0.2765262395143509,0.9058641910552978,0.86584634,1.0,0.7625,0.92789936,0.8123884,0.8934431,0.88444567,24.4,7.6,0.0,48.8,0.3572937369346619,0.8725489974021912,0.82666665,1.0,0.675,0.9051095,0.74699396,0.8121371,0.7823067,27.0,13.0,0.0,62.0
8,0.001,0.2,0.1,506,0.2965659022331238,0.8985185146331787,0.8568033,1.0,0.74375,0.9227048,0.79811466,0.9005953,0.9116828,23.8,8.2,0.0,48.8,0.3045330882072449,0.9019607901573181,0.86111104,1.0,0.75,0.9253732,0.8036375,0.83689517,0.822927,30.0,10.0,0.0,62.0
9,0.01,0.4,0.001,506,0.3030651807785034,0.8911110997200012,0.8485702,1.0,0.725,0.9177367,0.78396094,0.8603822,0.8629242,23.2,8.8,0.0,48.8,0.23389350175857543,0.9313725233078003,0.8985508,1.0,0.825,0.94656485,0.86099035,0.9277016,0.9362416,33.0,7.0,0.0,62.0
