config/train_loop_config/dataset_test_round,config/train_loop_config/learning_rate,config/train_loop_config/dropout_rate_normal,config/train_loop_config/dropout_rate_attention,config/train_loop_config/weight_decay,config/train_loop_config/batch_size,average_outer_es_loss,average_outer_es_accuracy,average_outer_es_precision,average_outer_es_recall,average_outer_es_specificity,average_outer_es_f1_score,average_outer_es_mcc,average_outer_es_auroc,average_outer_es_auprc,average_outer_es_true_positives,average_outer_es_false_negatives,average_outer_es_false_positives,average_outer_es_true_negatives,average_test_loss,average_test_accuracy,average_test_precision,average_test_recall,average_test_specificity,average_test_f1_score,average_test_mcc,average_test_auroc,average_test_auprc,average_test_true_positives,average_test_false_negatives,average_test_false_positives,average_test_true_negatives
0,0.01,0.0,0.0,0.0,506,0.3171894907951355,0.8986419796943664,0.86108047,0.9959184,0.75,0.9229767,0.7974567,0.87127703,0.86343396,24.0,8.0,0.2,48.6,0.37971087694168093,0.8803921580314636,0.8373936,0.9967742,0.7,0.91015255,0.760696,0.831371,0.83228827,28.0,12.0,0.2,61.8
1,0.1,0.0,0.0,0.0,506,0.416548079252243,0.8217901110649108,0.79294825,0.9875,0.56875,0.8755509,0.60901344,0.76505643,0.80123395,18.2,13.8,0.6,48.2,0.39987548589706423,0.8352941155433655,0.80567646,0.9935484,0.59,0.885812,0.6339313,0.7583468,0.8120514,23.6,16.4,0.4,61.6
2,0.001,0.4,0.0,0.0001,506,0.41080581545829775,0.8268209934234619,0.7947069,0.9959184,0.56875,0.8799936,0.62157744,0.8150896,0.84229887,18.2,13.8,0.2,48.6,0.3918854117393494,0.85686274766922,0.82980883,0.9967742,0.64,0.9011154,0.67742187,0.7978629,0.80010223,25.6,14.4,0.2,61.8
3,0.001,0.0,0.0,0.0,506,0.29786765277385713,0.9059876561164856,0.8664626,1.0,0.7625,0.9281562,0.8125782,0.8715946,0.8646393,24.4,7.6,0.0,48.8,0.3762218475341797,0.8725489974021912,0.82666665,1.0,0.675,0.9051095,0.74699396,0.81306446,0.80456066,27.0,13.0,0.0,62.0
4,0.01,0.4,0.0,0.0,506,0.4519846022129059,0.7850308656692505,0.7660739,0.9918367,0.46875,0.857385,0.50278366,0.7436317,0.76374406,15.0,17.0,0.4,48.4,0.4548812806606293,0.7882352948188782,0.76671875,0.9967742,0.46499997,0.86021984,0.50625664,0.6593145,0.72209346,18.6,21.4,0.2,61.8
5,0.1,0.0,0.0,0.0,506,0.3884418308734894,0.878734576702118,0.83748704,0.9918367,0.70625,0.90812284,0.75660884,0.8503415,0.8567729,22.6,9.4,0.4,48.4,0.3729100525379181,0.8784313678741456,0.84888774,0.9741936,0.73,0.9067766,0.7512834,0.87875,0.8649146,29.2,10.8,1.6,60.4
6,0.001,0.4,0.2,0.0,506,0.4579505681991577,0.8071296334266662,0.79006755,0.9591837,0.575,0.86175,0.5745485,0.78611016,0.8116223,18.4,13.6,2.0,46.8,0.4566786170005798,0.8333333253860473,0.8065624,0.9870968,0.59499997,0.8836815,0.62825334,0.7610484,0.787732,23.8,16.2,0.8,61.2
7,0.1,0.2,0.0,0.0001,506,0.3723140358924866,0.8910493850708008,0.8534457,0.9918367,0.7375,0.9170062,0.78141415,0.8701092,0.87442553,23.6,8.4,0.4,48.4,0.42636755108833313,0.8392156720161438,0.79696566,0.9870968,0.61,0.8818638,0.6760444,0.83141124,0.8392272,24.4,15.6,0.8,61.2
8,0.1,0.4,0.0,0.0,506,0.39313058853149413,0.8737962961196899,0.8313546,0.9959184,0.6875,0.905646,0.7494976,0.85432607,0.84963024,22.0,10.0,0.2,48.6,0.3673372268676758,0.8843137145042419,0.84252274,0.9967742,0.71000004,0.91300714,0.7685113,0.86528224,0.8661194,28.4,11.6,0.2,61.8
9,0.1,0.4,0.2,0.0,506,0.40702779293060304,0.8736728429794312,0.83041936,0.9959184,0.6875,0.9053049,0.7491548,0.86439466,0.8723839,22.0,10.0,0.2,48.6,0.35230792760849,0.9117647051811218,0.8739048,1.0,0.775,0.9325371,0.82281226,0.8725403,0.8441908,31.0,9.0,0.0,62.0
