config/train_loop_config/dataset_test_round,config/train_loop_config/learning_rate,config/train_loop_config/dropout_rate,config/train_loop_config/weight_decay,config/train_loop_config/batch_size,average_outer_es_loss,average_outer_es_accuracy,average_outer_es_precision,average_outer_es_recall,average_outer_es_specificity,average_outer_es_f1_score,average_outer_es_mcc,average_outer_es_auroc,average_outer_es_auprc,average_outer_es_true_positives,average_outer_es_false_negatives,average_outer_es_false_positives,average_outer_es_true_negatives,average_test_loss,average_test_accuracy,average_test_precision,average_test_recall,average_test_specificity,average_test_f1_score,average_test_mcc,average_test_auroc,average_test_auprc,average_test_true_positives,average_test_false_negatives,average_test_false_positives,average_test_true_negatives
0,0.01,0.4,0.001,689,0.23666154146194457,0.9056183338165283,0.8912529,0.9341198,0.8745284,0.91186655,0.81214076,0.9632913,0.9648706,46.0,6.6,3.8,53.8,0.24651722311973573,0.8956521987915039,0.8621669,0.95277774,0.8333334,0.904957,0.7954634,0.9623316,0.9609253,55.0,11.0,3.4,68.6
1,0.01,0.4,0.001,689,0.2317383885383606,0.8964782953262329,0.9083069,0.89219606,0.9013063,0.90006924,0.79305923,0.9601674,0.95281297,47.4,5.2,6.2,51.4,0.2755290806293488,0.8594202876091004,0.84896153,0.88888896,0.8272727,0.8682108,0.71916455,0.950926,0.95018405,54.6,11.4,8.0,64.0
2,0.01,0.4,0.001,689,0.24242595434188843,0.8875839471817016,0.8904775,0.89582574,0.87859213,0.8928642,0.7751368,0.960721,0.955799,46.2,6.4,6.0,51.6,0.254990941286087,0.8985507488250732,0.91444415,0.88888896,0.9090909,0.9013546,0.7975448,0.9617003,0.9606377,60.0,6.0,8.0,64.0
3,0.01,0.4,0.0001,689,0.2336339145898819,0.8892710924148559,0.8826006,0.9096794,0.8667634,0.8955451,0.77895325,0.96465886,0.96727884,45.6,7.0,5.2,52.4,0.2637894690036774,0.8826087236404419,0.89818335,0.875,0.8909091,0.8858798,0.76634383,0.96199495,0.9656348,58.8,7.2,9.0,63.0
4,0.01,0.4,0.001,689,0.2370920240879059,0.8820475101470947,0.88609886,0.88868725,0.8745283,0.8869799,0.76438355,0.96521604,0.9671544,46.0,6.6,6.4,51.2,0.2310490906238556,0.8927536487579346,0.89081115,0.9055556,0.8787879,0.89794904,0.78543174,0.9669191,0.9677514,58.0,8.0,6.8,65.2
5,0.01,0.4,0.001,689,0.2595261722803116,0.8874693036079406,0.88616526,0.90290374,0.8708998,0.8938382,0.775577,0.9550539,0.9532612,45.8,6.8,5.6,52.0,0.2688126862049103,0.8797101616859436,0.8742471,0.9,0.8575758,0.88632345,0.76028633,0.9517256,0.94287395,56.6,9.4,7.2,64.8
6,0.01,0.4,0.0,689,0.25662426352500917,0.8801965713500977,0.8725648,0.90272236,0.85544264,0.8873638,0.760007,0.95900834,0.96237373,45.0,7.6,5.6,52.0,0.24185604155063628,0.9014492988586426,0.8861173,0.9305555,0.869697,0.90773565,0.8033565,0.96111107,0.9566701,57.4,8.6,5.0,67.0
7,0.01,0.4,0.001,689,0.22684049904346465,0.8857330083847046,0.88363105,0.90272224,0.8672713,0.89267266,0.7715583,0.9657167,0.96831834,45.6,7.0,5.6,52.0,0.21237535774707794,0.9144927740097046,0.90148246,0.9388889,0.8878788,0.9197407,0.82926255,0.97302186,0.9730795,58.6,7.4,4.4,67.6
8,0.01,0.4,0.001,689,0.2062531054019928,0.9001146554946899,0.88694364,0.9268602,0.8706096,0.9063512,0.8005379,0.9716972,0.97355384,45.8,6.8,4.2,53.4,0.2769702285528183,0.8666666507720947,0.8647051,0.8833333,0.8484848,0.87346804,0.7336581,0.95534515,0.9627077,56.0,10.0,8.4,63.6
9,0.01,0.4,0.0,689,0.24712404906749724,0.8893530011177063,0.88502836,0.90647304,0.8708273,0.89542246,0.7786879,0.96001834,0.9598532,45.8,6.8,5.4,52.2,0.18789229393005372,0.9144927740097046,0.929134,0.90555555,0.9242424,0.9166136,0.8301876,0.9806818,0.98218155,61.0,5.0,6.8,65.2
