config/train_loop_config/dataset_test_round,config/train_loop_config/learning_rate,config/train_loop_config/dropout_rate,config/train_loop_config/weight_decay,config/train_loop_config/batch_size,average_outer_es_loss,average_outer_es_accuracy,average_outer_es_precision,average_outer_es_recall,average_outer_es_specificity,average_outer_es_f1_score,average_outer_es_mcc,average_outer_es_auroc,average_outer_es_auprc,average_outer_es_true_positives,average_outer_es_false_negatives,average_outer_es_false_positives,average_outer_es_true_negatives,average_test_loss,average_test_accuracy,average_test_precision,average_test_recall,average_test_specificity,average_test_f1_score,average_test_mcc,average_test_auroc,average_test_auprc,average_test_true_positives,average_test_false_negatives,average_test_false_positives,average_test_true_negatives
0,0.01,0.0,0.0,506,0.3240776270627975,0.8912345767021179,0.86711633,0.9713435,0.76875,0.9158114,0.7751207,0.87686807,0.85738355,24.6,7.4,1.4,47.4,0.3898019015789032,0.8529411673545837,0.83072054,0.95161295,0.7,0.88672984,0.6945086,0.84870976,0.8578221,28.0,12.0,3.0,59.0
1,0.01,0.4,0.0,506,0.32375661134719846,0.8861728310585022,0.8527254,0.98367345,0.7375,0.9129844,0.7695114,0.88170177,0.87953794,23.6,8.4,0.8,48.0,0.28729327917099,0.9098039031028747,0.87287724,0.9967742,0.775,0.9307132,0.8178218,0.8824194,0.856287,31.0,9.0,0.2,61.8
2,0.01,0.2,0.0,506,0.41306391954421995,0.8243518710136414,0.8029906,0.9754251,0.59375,0.8762552,0.60992026,0.81699485,0.8301705,19.0,13.0,1.2,47.6,0.36739644408226013,0.85686274766922,0.8320777,0.9935484,0.64500004,0.90092885,0.67661726,0.80423385,0.8295581,25.8,14.2,0.4,61.6
3,0.01,0.2,0.0,506,0.2935324013233185,0.8985493898391723,0.8672633,0.9835884,0.76875,0.92158127,0.7926985,0.9012211,0.905204,24.6,7.4,0.8,48.0,0.495773184299469,0.8,0.8095423,0.87741935,0.67999995,0.8419751,0.5746472,0.80314523,0.8007334,27.2,12.8,7.6,54.4
4,0.001,0.0,0.0,506,0.35925476551055907,0.8739197611808777,0.84918416,0.9632653,0.7375,0.9025043,0.73811764,0.8617679,0.8597086,23.6,8.4,1.8,47.0,0.3581511080265045,0.8627450823783874,0.86361134,0.9193548,0.775,0.8905708,0.7096251,0.8820564,0.87583846,31.0,9.0,5.0,57.0
5,0.01,0.2,0.0,506,0.3291250765323639,0.8861728429794311,0.8516823,0.9835884,0.7375,0.91274464,0.7683048,0.8680631,0.86580145,23.6,8.4,0.8,48.0,0.3612941026687622,0.8725490212440491,0.85299236,0.95483875,0.745,0.9008315,0.7342923,0.8649597,0.8502752,29.8,10.2,2.8,59.2
6,0.01,0.4,0.0,506,0.3212681710720062,0.8861419796943665,0.8541404,0.9795068,0.74375,0.91238993,0.7670141,0.8471035,0.8391965,23.8,8.2,1.0,47.8,0.3076332092285156,0.8921568393707275,0.8591549,0.983871,0.75,0.91729325,0.7789965,0.87887096,0.8837932,30.0,10.0,1.0,61.0
7,0.01,0.2,0.0,506,0.2994034707546234,0.8959876537322998,0.8639299,0.98367345,0.7625,0.9196619,0.78828204,0.89264596,0.89395446,24.4,7.6,0.8,48.0,0.4590045154094696,0.8313725471496582,0.8163637,0.932258,0.675,0.8704461,0.64364827,0.82544357,0.81504786,27.0,13.0,4.2,57.8
8,0.01,0.4,0.0,506,0.323125547170639,0.8861728429794311,0.8543579,0.97959185,0.74375,0.9123782,0.768104,0.87830037,0.87728536,23.8,8.2,1.0,47.8,0.341720187664032,0.8784313559532165,0.8562543,0.96129036,0.75,0.9056323,0.74675596,0.85495967,0.8451918,30.0,10.0,2.4,59.6
9,0.01,0.0,0.0001,506,0.4254573583602905,0.8243827223777771,0.8020433,0.9671769,0.60625,0.87335616,0.6350038,0.8520834,0.85751647,19.4,12.6,1.6,47.2,0.3618782997131348,0.8725490093231201,0.84816444,0.9870968,0.695,0.9087059,0.737934,0.8876209,0.8579733,27.8,12.2,0.8,61.2
