,inner_es_loss,inner_es_accuracy,val_loss,val_accuracy,number_epochs,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/train_loop_config/batch_size,config/train_loop_config/dataset_test_round,config/train_loop_config/dataset_fold_round,config/train_loop_config/learning_rate,config/train_loop_config/weight_decay,config/train_loop_config/dropout_rate,logdir,inner_es_precision,inner_es_recall,inner_es_specificity,inner_es_f1_score,inner_es_mcc,inner_es_auroc,inner_es_auprc,inner_es_true_positives,inner_es_false_negatives,inner_es_false_positives,inner_es_true_negatives,val_precision,val_recall,val_specificity,val_f1_score,val_mcc,val_auroc,val_auprc,val_true_positives,val_false_negatives,val_false_positives,val_true_negatives
0,0.4251725375652313,0.8314606547355652,0.4106552600860595,0.8181818127632141,9990,1777414509,,False,1,9174c_00089,2026-04-29_00-15-09,24173.881317138672,24173.881317138672,3436954,ggpu124,10.241.148.24,24173.881317138672,1,689,0,4,0.0001,0.0001,0.4,9174c_00089,0.8076923,0.89361703,0.7619048,0.8484849,0.66398484,0.8885511,0.8899413,32.0,10.0,5.0,42.0,0.7846154,0.8947368,0.7358491,0.8360656,0.6408504,0.90334326,0.9045979,39.0,14.0,6.0,51.0
1,0.3942644298076629,0.8314606547355652,0.3916622996330261,0.8636363744735718,4884,1777414282,,False,1,9174c_00079,2026-04-29_00-11-22,12068.677622795103,12068.677622795103,3456593,ggpu124,10.241.148.24,12068.677622795103,1,689,0,4,0.0001,0.0001,0.0,9174c_00079,0.8333333,0.85106385,0.8095238,0.84210527,0.66159385,0.90678823,0.9047889,34.0,8.0,7.0,40.0,0.83870965,0.9122807,0.8113208,0.8739496,0.7290517,0.9099636,0.9055391,43.0,10.0,5.0,52.0
2,0.4039174616336822,0.8314606547355652,0.3955378234386444,0.8454545736312866,9970,1777413551,,False,1,9174c_00084,2026-04-28_23-59-11,24275.29427886009,24275.29427886009,3434673,ggpu124,10.241.148.24,24275.29427886009,1,689,0,4,0.0001,0.0001,0.2,9174c_00084,0.82,0.87234044,0.78571427,0.8453608,0.66209185,0.89969605,0.897532,33.0,9.0,6.0,41.0,0.8125,0.9122807,0.7735849,0.8595041,0.6947771,0.90797746,0.90316784,41.0,12.0,5.0,52.0
3,0.4867079555988312,0.7272727489471436,0.381938487291336,0.7837837934494019,9998,1777412403,,False,1,9174c_00120,2026-04-28_23-40-03,24271.05165743828,24271.05165743828,3432249,ggpu124,10.241.148.24,24271.05165743828,1,689,0,0,0.0001,0.001,0.0,9174c_00120,0.7291667,0.76086956,0.6904762,0.7446808,0.452754,0.84627336,0.86721015,29.0,13.0,11.0,35.0,0.78333336,0.8103448,0.754717,0.7966102,0.56635296,0.92290175,0.9303364,40.0,13.0,11.0,47.0
4,0.5831303000450134,0.6931818127632141,0.5767058730125427,0.7387387156486511,4737,1777402203,,False,1,9174c_00125,2026-04-28_20-50-03,11708.985232830048,11708.985232830048,3437763,ggpu124,10.241.148.24,11708.985232830048,1,689,0,0,0.0001,0.001,0.2,9174c_00125,0.6792453,0.7826087,0.5952381,0.72727275,0.38560915,0.7851967,0.80995697,25.0,17.0,10.0,36.0,0.6933333,0.8965517,0.5660377,0.7819549,0.49358937,0.8227066,0.8271272,30.0,23.0,6.0,52.0
5,0.5194429755210876,0.7977527976036072,0.4911944270133972,0.7272727489471436,1637,1777390481,,False,1,9174c_00099,2026-04-28_17-34-41,4208.7591009140015,4208.7591009140015,3428784,ggpu124,10.241.148.24,4208.7591009140015,1,689,0,4,0.01,0.001,0.2,9174c_00099,0.7735849,0.87234044,0.71428573,0.82,0.59668595,0.8292807,0.8231334,30.0,12.0,6.0,41.0,0.70149255,0.8245614,0.6226415,0.7580645,0.45793977,0.8609731,0.87813675,33.0,20.0,10.0,47.0
6,0.5903311967849731,0.7191011309623718,0.6353219747543335,0.6818181872367859,2721,1777390324,,False,1,9174c_00133,2026-04-28_17-32-04,6845.83060836792,6845.83060836792,3423377,ggpu124,10.241.148.24,6845.83060836792,1,689,0,3,0.0001,0.001,0.4,9174c_00133,0.7037037,0.80851066,0.61904764,0.75247526,0.4369563,0.7401216,0.71686924,26.0,16.0,9.0,38.0,0.6571429,0.80701756,0.5471698,0.72440946,0.3678997,0.66898376,0.6102914,29.0,24.0,11.0,46.0
7,0.4837441742420196,0.7272727489471436,0.3982973396778106,0.792792797088623,9857,1777389267,,False,1,9174c_00085,2026-04-28_17-14-27,24111.430233955383,24111.430233955383,3388685,ggpu124,10.241.148.24,24111.430233955383,1,689,0,0,0.0001,0.0001,0.4,9174c_00085,0.72,0.7826087,0.6666667,0.75,0.45304295,0.84989655,0.8726808,28.0,14.0,10.0,36.0,0.7966102,0.8103448,0.7735849,0.8034188,0.58450043,0.91346776,0.9242538,41.0,12.0,11.0,47.0
8,0.5876345038414001,0.7191011309623718,0.6296601295471191,0.6909090876579285,2353,1777388124,,False,1,9174c_00128,2026-04-28_16-55-24,5954.477314949036,5954.477314949036,3420874,ggpu124,10.241.148.24,5954.477314949036,1,689,0,3,0.0001,0.001,0.2,9174c_00128,0.7037037,0.80851066,0.61904764,0.75247526,0.4369563,0.72137797,0.68239427,26.0,16.0,9.0,38.0,0.6666667,0.80701756,0.5660377,0.73015875,0.3855068,0.7173121,0.7375305,30.0,23.0,11.0,46.0
9,0.4992296993732452,0.7865168452262878,0.5459604263305664,0.7636363506317139,977,1777386263,,False,1,9174c_00093,2026-04-28_16-24-23,2616.3590750694275,2616.3590750694275,3424247,ggpu124,10.241.148.24,2616.3590750694275,1,689,0,3,0.01,0.001,0.0,9174c_00093,0.7692308,0.85106385,0.71428573,0.8080808,0.5726484,0.8662614,0.8568277,30.0,12.0,7.0,40.0,0.7924528,0.7368421,0.7924528,0.76363635,0.5292949,0.81098974,0.80334675,42.0,11.0,15.0,42.0
