config/train_loop_config/dataset_test_round,config/train_loop_config/learning_rate,config/train_loop_config/dropout_rate_normal,config/train_loop_config/dropout_rate_attention,config/train_loop_config/weight_decay,config/train_loop_config/batch_size,average_outer_es_loss,average_outer_es_accuracy,average_outer_es_precision,average_outer_es_recall,average_outer_es_specificity,average_outer_es_f1_score,average_outer_es_mcc,average_outer_es_auroc,average_outer_es_auprc,average_outer_es_true_positives,average_outer_es_false_negatives,average_outer_es_false_positives,average_outer_es_true_negatives,average_test_loss,average_test_accuracy,average_test_precision,average_test_recall,average_test_specificity,average_test_f1_score,average_test_mcc,average_test_auroc,average_test_auprc,average_test_true_positives,average_test_false_negatives,average_test_false_positives,average_test_true_negatives
0,0.01,0.4,0.2,0.001,506,0.32613188922405245,0.8715123414993287,0.85716265,0.9469388,0.75625,0.89968395,0.72942775,0.8845504,0.89190674,24.2,7.8,2.6,46.2,0.4295698940753937,0.8470588088035583,0.8333486,0.93548393,0.71000004,0.8811463,0.67899,0.8337097,0.82101667,28.4,11.6,4.0,58.0
1,0.01,0.0,0.0,0.001,506,0.32925504446029663,0.8688271641731262,0.8525268,0.94676876,0.75,0.8970332,0.7258732,0.8919617,0.9017407,24.0,8.0,2.6,46.2,0.3830776631832123,0.8725490093231201,0.8655348,0.9354838,0.775,0.898928,0.73197514,0.8643549,0.8361511,31.0,9.0,4.0,58.0
2,0.01,0.2,0.4,0.001,506,0.33705141991376875,0.8687963128089905,0.85132945,0.95093536,0.74375,0.8979707,0.7259715,0.87677383,0.8898859,23.8,8.2,2.4,46.4,0.38250247836112977,0.8784313678741456,0.87786543,0.9290322,0.8,0.9023801,0.7450561,0.87552416,0.85113776,32.0,8.0,4.4,57.6
3,0.01,0.4,0.0,0.001,506,0.31797498762607573,0.888611114025116,0.8654005,0.96709186,0.76875,0.9131206,0.7695735,0.8993343,0.903903,24.6,7.4,1.6,47.2,0.5394752323627472,0.8156862854957581,0.8117746,0.9064516,0.675,0.85610163,0.6105731,0.80467737,0.8164631,27.0,13.0,5.8,56.2
4,0.01,0.2,0.4,0.001,506,0.37538238763809206,0.8788580298423767,0.8550931,0.9632653,0.75,0.9059232,0.74792653,0.8639814,0.8635745,24.0,8.0,1.8,47.0,0.3479104101657867,0.870588231086731,0.8673568,0.9290322,0.7799999,0.89659405,0.7293507,0.89504033,0.89030904,31.2,8.8,4.4,57.6
5,0.01,0.4,0.2,0.001,506,0.34183316230773925,0.8737962961196899,0.8512473,0.95901364,0.74375,0.9018852,0.73704576,0.88258266,0.8906967,23.8,8.2,2.0,46.8,0.3550016343593597,0.8803921580314636,0.8587387,0.96129036,0.755,0.90667266,0.7529645,0.8617338,0.85988104,30.2,9.8,2.4,59.6
6,0.01,0.4,0.4,0.1,506,0.29461207389831545,0.8985185146331787,0.8566917,1.0,0.74375,0.92267096,0.79808223,0.8768549,0.87564355,23.8,8.2,0.0,48.8,0.29341686367988584,0.9019607901573181,0.86111104,1.0,0.75,0.9253732,0.8036375,0.8769355,0.879578,30.0,10.0,0.0,62.0
7,0.01,0.0,0.2,0.001,506,0.30982727408409116,0.891018521785736,0.87085027,0.9630102,0.78125,0.91421187,0.7747725,0.89797115,0.9001015,25.0,7.0,1.8,47.0,0.46251292824745177,0.8215686321258545,0.8135937,0.916129,0.675,0.8616387,0.6223723,0.81463706,0.8320678,27.0,13.0,5.2,56.8
8,0.01,0.0,0.4,0.1,506,0.29004511833190916,0.8985185146331787,0.8568033,1.0,0.74375,0.9227048,0.79811466,0.8988308,0.90551364,23.8,8.2,0.0,48.8,0.3039324700832367,0.9019607901573181,0.86111104,1.0,0.75,0.9253732,0.8036375,0.832621,0.81369,30.0,10.0,0.0,62.0
9,0.01,0.2,0.2,0.001,506,0.36411683559417723,0.8712962985038757,0.8466331,0.9630953,0.73125,0.9008155,0.732873,0.8602333,0.86021644,23.4,8.6,1.8,47.0,0.270526984333992,0.9176470518112183,0.901491,0.97096777,0.83500004,0.93456423,0.82950133,0.9220564,0.89960384,33.4,6.6,1.8,60.2
