config/train_loop_config/dataset_test_round,config/train_loop_config/learning_rate,config/train_loop_config/dropout_rate,config/train_loop_config/weight_decay,config/train_loop_config/batch_size,average_inner_es_loss,average_inner_es_accuracy,average_inner_es_precision,average_inner_es_recall,average_inner_es_specificity,average_inner_es_f1_score,average_inner_es_mcc,average_inner_es_auroc,average_inner_es_auprc,average_inner_es_true_positives,average_inner_es_false_negatives,average_inner_es_false_positives,average_inner_es_true_negatives,average_val_loss,average_val_accuracy,average_val_precision,average_val_recall,average_val_specificity,average_val_f1_score,average_val_mcc,average_val_auroc,average_val_auprc,average_val_true_positives,average_val_false_negatives,average_val_false_positives,average_val_true_negatives
0,0.1,0.0,0.0,506,0.4167831838130951,0.8395061492919922,0.84615386,0.8979592,0.75,0.8712871,0.66072387,0.8769133,0.89070517,24.0,8.0,5.0,44.0,0.5312696099281311,0.7450980544090271,0.75,0.87096775,0.55,0.80597013,0.451074,0.7917338,0.8114009,22.0,18.0,8.0,54.0
0,0.1,0.2,0.0,506,0.6412559747695923,0.6913580298423767,0.6621622,1.0,0.21875,0.796748,0.380589,0.47767857,0.6022754,7.0,25.0,0.0,49.0,0.6284661889076233,0.7058823704719543,0.67391306,1.0,0.25,0.8051948,0.41046104,0.61108875,0.6740504,10.0,30.0,0.0,62.0
0,0.1,0.4,0.0,506,0.6706618666648865,0.604938268661499,0.60493827,1.0,0.0,0.75384617,0.047701646,0.8354592,0.8340232,0.0,32.0,0.0,49.0,0.6694006323814392,0.6078431606292725,0.60784316,1.0,0.0,0.75609756,0.04374181,0.7747984,0.7925047,0.0,40.0,0.0,62.0
0,0.1,0.6,0.0,506,0.6702255606651306,0.604938268661499,0.60493827,1.0,0.0,0.75384617,0.047701646,0.6058673,0.6353563,0.0,32.0,0.0,49.0,0.6696376204490662,0.6078431606292725,0.60784316,1.0,0.0,0.75609756,0.04374181,0.5667339,0.67366153,0.0,40.0,0.0,62.0
0,0.1,0.8,0.0,506,0.6708078384399414,0.604938268661499,0.60493827,1.0,0.0,0.75384617,0.047701646,0.62563777,0.6532365,0.0,32.0,0.0,49.0,0.6698358058929443,0.6078431606292725,0.60784316,1.0,0.0,0.75609756,0.04374181,0.58649194,0.6921652,0.0,40.0,0.0,62.0
0,0.01,0.0,0.0,506,0.3313480615615845,0.9012345671653748,0.8596491,1.0,0.75,0.9245283,0.80295503,0.83864796,0.7908412,24.0,8.0,0.0,49.0,0.3315088748931885,0.8921568393707275,0.84931505,1.0,0.725,0.91851854,0.78469956,0.8627016,0.8416348,29.0,11.0,0.0,62.0
0,0.01,0.2,0.0,506,0.42717328667640686,0.8888888955116272,0.8448276,1.0,0.71875,0.91588783,0.7792431,0.86607146,0.8679234,23.0,9.0,0.0,49.0,0.4539339542388916,0.8529411554336548,0.82191783,0.9677419,0.675,0.8888889,0.69566804,0.8296371,0.84578985,27.0,13.0,2.0,60.0
0,0.01,0.4,0.0,506,0.4789693355560303,0.8395061492919922,0.7903226,1.0,0.59375,0.8828829,0.6850212,0.86033165,0.8643051,19.0,13.0,0.0,49.0,0.49576711654663086,0.8333333134651184,0.8082192,0.9516129,0.65,0.8740741,0.65115225,0.81875,0.8475215,26.0,14.0,3.0,59.0
0,0.01,0.6,0.0,506,0.5154240727424622,0.8271604776382446,0.7777778,1.0,0.5625,0.875,0.66143787,0.8507653,0.8577296,18.0,14.0,0.0,49.0,0.5274445414543152,0.813725471496582,0.7866667,0.9516129,0.6,0.8613139,0.6104467,0.81794345,0.84857416,24.0,16.0,3.0,59.0
0,0.01,0.8,0.0,506,0.5776623487472534,0.7654321193695068,0.7205882,1.0,0.40625,0.83760685,0.5410536,0.84311223,0.85398376,13.0,19.0,0.0,49.0,0.5829868316650391,0.7647058963775635,0.72619045,0.983871,0.425,0.8356164,0.5236441,0.81149197,0.84347886,17.0,23.0,1.0,61.0
0,0.001,0.0,0.0,506,0.3273443579673767,0.9012345671653748,0.8596491,1.0,0.75,0.9245283,0.80295503,0.83992356,0.798956,24.0,8.0,0.0,49.0,0.3301135301589966,0.8921568393707275,0.84931505,1.0,0.725,0.91851854,0.78469956,0.86915314,0.84476626,29.0,11.0,0.0,62.0
0,0.001,0.2,0.0,506,0.40663251280784607,0.9012345671653748,0.8596491,1.0,0.75,0.9245283,0.80295503,0.8590561,0.859053,24.0,8.0,0.0,49.0,0.4275755286216736,0.8627451062202454,0.8243243,0.983871,0.675,0.89705884,0.7208275,0.84939516,0.8552071,27.0,13.0,1.0,61.0
0,0.001,0.4,0.0,506,0.4530976414680481,0.8765432238578796,0.8305085,1.0,0.6875,0.9074074,0.7556286,0.8590561,0.8587754,22.0,10.0,0.0,49.0,0.4697960615158081,0.8627451062202454,0.8243243,0.983871,0.675,0.89705884,0.7208275,0.83729845,0.8546003,27.0,13.0,1.0,61.0
0,0.001,0.6,0.0,506,0.6698958277702332,0.604938268661499,0.60493827,1.0,0.0,0.75384617,0.047701646,0.60522956,0.63492906,0.0,32.0,0.0,49.0,0.6689775586128235,0.6078431606292725,0.60784316,1.0,0.0,0.75609756,0.04374181,0.5667339,0.6741415,0.0,40.0,0.0,62.0
0,0.001,0.8,0.0,506,0.6702635288238525,0.604938268661499,0.60493827,1.0,0.0,0.75384617,0.047701646,0.60459185,0.635238,0.0,32.0,0.0,49.0,0.6694868206977844,0.6078431606292725,0.60784316,1.0,0.0,0.75609756,0.04374181,0.56310487,0.66952705,0.0,40.0,0.0,62.0
0,0.0001,0.0,0.0,506,0.38279733061790466,0.9012345671653748,0.8596491,1.0,0.75,0.9245283,0.80295503,0.84311223,0.81584036,24.0,8.0,0.0,49.0,0.3875279426574707,0.8921568393707275,0.84931505,1.0,0.725,0.91851854,0.78469956,0.85423386,0.8415026,29.0,11.0,0.0,62.0
0,0.0001,0.2,0.0,506,0.4929615557193756,0.8641975522041321,0.81666666,1.0,0.65625,0.89908254,0.73207754,0.8628827,0.8645046,21.0,11.0,0.0,49.0,0.5008256435394287,0.8529411554336548,0.81333333,0.983871,0.65,0.890511,0.7014782,0.84092736,0.8523105,26.0,14.0,1.0,61.0
0,0.0001,0.4,0.0,506,0.6699303388595581,0.604938268661499,0.60493827,1.0,0.0,0.75384617,0.047701646,0.6135204,0.6433589,0.0,32.0,0.0,49.0,0.668979823589325,0.6078431606292725,0.60784316,1.0,0.0,0.75609756,0.04374181,0.5731855,0.6792201,0.0,40.0,0.0,62.0
