config/train_loop_config/dataset_test_round,config/train_loop_config/learning_rate,config/train_loop_config/dropout_rate,config/train_loop_config/weight_decay,config/train_loop_config/batch_size,average_outer_es_loss,average_outer_es_accuracy,average_outer_es_precision,average_outer_es_recall,average_outer_es_specificity,average_outer_es_f1_score,average_outer_es_mcc,average_outer_es_auroc,average_outer_es_auprc,average_outer_es_true_positives,average_outer_es_false_negatives,average_outer_es_false_positives,average_outer_es_true_negatives,average_test_loss,average_test_accuracy,average_test_precision,average_test_recall,average_test_specificity,average_test_f1_score,average_test_mcc,average_test_auroc,average_test_auprc,average_test_true_positives,average_test_false_negatives,average_test_false_positives,average_test_true_negatives
0,0.01,0.2,0.0001,506,0.321954083442688,0.8887963056564331,0.86412704,0.9714286,0.7625,0.91415864,0.7701163,0.8684284,0.8572531,24.4,7.6,1.4,47.4,0.395667964220047,0.8588235259056092,0.8323428,0.96129036,0.7,0.89210224,0.7066686,0.81274194,0.81278956,28.0,12.0,2.4,59.6
1,0.01,0.0,0.0001,506,0.33687232732772826,0.8787345647811889,0.84781533,0.9754251,0.73125,0.9070338,0.7503209,0.8647216,0.86898327,23.4,8.6,1.2,47.6,0.3279518008232117,0.9,0.8710559,0.9806452,0.775,0.9226001,0.7938212,0.8499193,0.81236553,31.0,9.0,1.2,60.8
2,0.001,0.0,0.01,506,0.3500421166419983,0.8786728620529175,0.8459042,0.9795068,0.725,0.9074691,0.752116,0.8550237,0.8364109,23.2,8.8,1.0,47.8,0.3111466348171234,0.9215686321258545,0.88571435,1.0,0.8,0.9393939,0.84176683,0.85584676,0.8143824,32.0,8.0,0.0,62.0
3,0.0001,0.0,0.01,506,0.3210903912782669,0.8960185170173645,0.8670934,0.97933674,0.76875,0.9192928,0.7884089,0.87016237,0.8770974,24.6,7.4,1.0,47.8,0.43893341422080995,0.8235294103622437,0.8142705,0.9193548,0.675,0.86361027,0.6255258,0.8075806,0.7985293,27.0,13.0,5.0,57.0
4,0.01,0.0,0.0001,506,0.3376351684331894,0.8763888955116272,0.849683,0.96734697,0.7375,0.9045538,0.744315,0.8729366,0.8739737,23.6,8.4,1.6,47.2,0.3714073598384857,0.8666666746139526,0.86443853,0.9258064,0.775,0.8940385,0.7180207,0.85778224,0.8400901,31.0,9.0,4.6,57.4
5,0.01,0.4,0.01,506,0.3434090852737427,0.8837036967277527,0.85385245,0.9754251,0.74375,0.9103662,0.76128376,0.8499349,0.847456,23.8,8.2,1.2,47.6,0.34581422805786133,0.8823529362678528,0.86555356,0.95483875,0.77,0.90791905,0.7534587,0.86479837,0.8560694,30.8,9.2,2.8,59.2
6,0.01,0.2,0.0001,506,0.34882375597953796,0.8787654280662537,0.8545936,0.9632653,0.75,0.9056012,0.74867857,0.85154927,0.84751636,24.0,8.0,1.8,47.0,0.3519143760204315,0.8803921580314636,0.85672873,0.96451604,0.75,0.9074254,0.7506154,0.84782255,0.82916033,30.0,10.0,2.2,59.8
7,0.01,0.2,0.0001,506,0.3057801902294159,0.8935185194015502,0.86329496,0.97959185,0.7625,0.9175398,0.7823517,0.8838023,0.8845711,24.4,7.6,1.0,47.8,0.45325751304626466,0.8333333253860473,0.81515044,0.9387096,0.67,0.8725337,0.6488017,0.8219758,0.82983863,26.8,13.2,3.8,58.2
8,0.01,0.4,0.01,506,0.3352453649044037,0.8811728477478027,0.8531977,0.9712585,0.74375,0.9082041,0.75518113,0.8737165,0.86779416,23.8,8.2,1.4,47.4,0.35460503697395324,0.8784313678741456,0.85631466,0.96129024,0.75,0.90575993,0.7460167,0.85770166,0.8463437,30.0,10.0,2.4,59.6
9,0.001,0.2,0.001,506,0.3500723302364349,0.8713271617889404,0.8471427,0.96318036,0.73125,0.90073335,0.7349874,0.8494978,0.84232396,23.4,8.6,1.8,47.0,0.2867503225803375,0.9254901885986329,0.8931178,0.9967742,0.81499994,0.94207585,0.8486516,0.8879436,0.85891914,32.6,7.4,0.2,61.8
