outer_es_loss,outer_es_accuracy,test_loss,test_accuracy,number_epochs,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/train_loop_config/es_folds,logdir,config/train_loop_config/dataset_test_round,config/train_loop_config/learning_rate,config/train_loop_config/weight_decay,config/train_loop_config/batch_size,config/train_loop_config/dropout_rate_normal,config/train_loop_config/dropout_rate_attention
0.5005916357040405,0.75,0.5089008212089539,0.7753623127937317,386,1778270998,,False,1,2350a_00000,2026-05-08_22-09-58,314.2325849533081,314.2325849533081,1806890,ggpu110,10.241.148.10,314.2325849533081,1,0,2350a_00000,1,0.01,0.0,689,0.0,0.0
0.37105998396873474,0.8363636136054993,0.42384201288223267,0.8115941882133484,3345,1778272826,,False,1,2350a_00001,2026-05-08_22-40-26,2141.7905447483063,2141.7905447483063,1806891,ggpu110,10.241.148.10,2141.7905447483063,1,1,2350a_00001,1,0.01,0.0,689,0.0,0.0
0.568076491355896,0.7545454502105713,0.5671321749687195,0.695652186870575,166,1778271190,,False,1,2350a_00002,2026-05-08_22-13-10,184.40986967086792,184.40986967086792,1808934,ggpu110,10.241.148.10,184.40986967086792,1,2,2350a_00002,1,0.01,0.0,689,0.0,0.0
0.3704782724380493,0.8454545736312866,0.43202120065689087,0.7971014380455017,2442,1778272814,,False,1,2350a_00003,2026-05-08_22-40-14,1616.3079602718353,1616.3079602718353,1810318,ggpu110,10.241.148.10,1616.3079602718353,1,3,2350a_00003,1,0.01,0.0,689,0.0,0.0
0.33205291628837585,0.8363636136054993,0.43222272396087646,0.8260869383811951,2162,1778274256,,False,1,2350a_00004,2026-05-08_23-04-16,1431.2393572330475,1431.2393572330475,1813896,ggpu110,10.241.148.10,1431.2393572330475,1,4,2350a_00004,1,0.01,0.0,689,0.0,0.0
