config/train_loop_config/dataset_test_round,config/train_loop_config/learning_rate,config/train_loop_config/dropout_rate_normal,config/train_loop_config/dropout_rate_attention,config/train_loop_config/weight_decay,config/train_loop_config/batch_size,average_inner_es_loss,average_inner_es_accuracy,average_inner_es_precision,average_inner_es_recall,average_inner_es_specificity,average_inner_es_f1_score,average_inner_es_mcc,average_inner_es_auroc,average_inner_es_auprc,average_inner_es_true_positives,average_inner_es_false_negatives,average_inner_es_false_positives,average_inner_es_true_negatives,average_val_loss,average_val_accuracy,average_val_precision,average_val_recall,average_val_specificity,average_val_f1_score,average_val_mcc,average_val_auroc,average_val_auprc,average_val_true_positives,average_val_false_negatives,average_val_false_positives,average_val_true_negatives
0,0.0001,0.8,0.8,0.01,506,0.6709124445915222,0.604938268661499,0.60493827,1.0,0.0,0.75384617,0.047701646,0.6565688,0.6885508,0.0,32.0,0.0,49.0,0.6696383953094482,0.6078431606292725,0.60784316,1.0,0.0,0.75609756,0.04374181,0.6965726,0.7607914,0.0,40.0,0.0,62.0
0,1e-05,0.6,0.6,0.001,506,0.6689139008522034,0.604938268661499,0.60493827,1.0,0.0,0.75384617,0.047701646,0.7133291,0.73249114,0.0,32.0,0.0,49.0,0.6666044592857361,0.6078431606292725,0.60784316,1.0,0.0,0.75609756,0.04374181,0.7576612,0.8002272,0.0,40.0,0.0,62.0
0,1e-05,0.6,0.4,0.001,506,0.6687991619110107,0.604938268661499,0.60493827,1.0,0.0,0.75384617,0.047701646,0.71970665,0.73687327,0.0,32.0,0.0,49.0,0.6664894223213196,0.6078431606292725,0.60784316,1.0,0.0,0.75609756,0.04374181,0.76169354,0.8027508,0.0,40.0,0.0,62.0
0,0.0001,0.6,0.8,0.01,506,0.6709314584732056,0.604938268661499,0.60493827,1.0,0.0,0.75384617,0.047701646,0.6521046,0.6874956,0.0,32.0,0.0,49.0,0.6696762442588806,0.6078431606292725,0.60784316,1.0,0.0,0.75609756,0.04374181,0.6915322,0.757488,0.0,40.0,0.0,62.0
0,0.0001,0.6,0.6,0.01,506,0.6709015369415283,0.604938268661499,0.60493827,1.0,0.0,0.75384617,0.047701646,0.65401787,0.68829536,0.0,32.0,0.0,49.0,0.6696222424507141,0.6078431606292725,0.60784316,1.0,0.0,0.75609756,0.04374181,0.69395167,0.7592251,0.0,40.0,0.0,62.0
0,0.0001,0.8,0.6,0.01,506,0.6713674068450928,0.604938268661499,0.60493827,1.0,0.0,0.75384617,0.047701646,0.37021685,0.51448655,0.0,32.0,0.0,49.0,0.6704771518707275,0.6078431606292725,0.60784316,1.0,0.0,0.75609756,0.04374181,0.32862905,0.4933001,0.0,40.0,0.0,62.0
0,0.0001,0.6,0.4,0.01,506,0.6708911061286926,0.604938268661499,0.60493827,1.0,0.0,0.75384617,0.047701646,0.65401787,0.68829536,0.0,32.0,0.0,49.0,0.6696032881736755,0.6078431606292725,0.60784316,1.0,0.0,0.75609756,0.04374181,0.69415325,0.75922525,0.0,40.0,0.0,62.0
0,0.0001,0.6,0.2,0.01,506,0.670884907245636,0.604938268661499,0.60493827,1.0,0.0,0.75384617,0.047701646,0.65401787,0.68829536,0.0,32.0,0.0,49.0,0.6695921421051025,0.6078431606292725,0.60784316,1.0,0.0,0.75609756,0.04374181,0.69435483,0.75947195,0.0,40.0,0.0,62.0
0,0.0001,0.8,0.4,0.01,506,0.6713507175445557,0.604938268661499,0.60493827,1.0,0.0,0.75384617,0.047701646,0.3778699,0.51916593,0.0,32.0,0.0,49.0,0.6704550385475159,0.6078431606292725,0.60784316,1.0,0.0,0.75609756,0.04374181,0.33387095,0.49531066,0.0,40.0,0.0,62.0
0,0.0001,0.4,0.8,0.01,506,0.670864462852478,0.604938268661499,0.60493827,1.0,0.0,0.75384617,0.047701646,0.6588011,0.6924568,0.0,32.0,0.0,49.0,0.6695650219917297,0.6078431606292725,0.60784316,1.0,0.0,0.75609756,0.04374181,0.70080644,0.7632504,0.0,40.0,0.0,62.0
