config/train_loop_config/dataset_test_round,config/train_loop_config/learning_rate,config/train_loop_config/dropout_rate_normal,config/train_loop_config/dropout_rate_attention,config/train_loop_config/weight_decay,config/train_loop_config/batch_size,average_inner_es_loss,average_inner_es_accuracy,average_inner_es_precision,average_inner_es_recall,average_inner_es_specificity,average_inner_es_f1_score,average_inner_es_mcc,average_inner_es_auroc,average_inner_es_auprc,average_inner_es_true_positives,average_inner_es_false_negatives,average_inner_es_false_positives,average_inner_es_true_negatives,average_val_loss,average_val_accuracy,average_val_precision,average_val_recall,average_val_specificity,average_val_f1_score,average_val_mcc,average_val_auroc,average_val_auprc,average_val_true_positives,average_val_false_negatives,average_val_false_positives,average_val_true_negatives
0,0.01,0.0,0.0,0.001,506,0.29787192940711976,0.8953846216201782,0.85223645,1.0,0.7384615,0.92003524,0.7931458,0.8926036,0.9082011,19.2,6.8,0.0,39.0,0.30320934057235716,0.8959876537322998,0.8616188,0.9877551,0.75625,0.9199749,0.79013526,0.8858365,0.8888604,24.2,7.8,0.6,48.2
1,0.01,0.0,0.0,0.001,506,0.2853163182735443,0.9015384674072265,0.8611299,1.0,0.75384617,0.9248233,0.8052598,0.8895464,0.8959609,19.6,6.4,0.0,39.0,0.32037884891033175,0.8935185313224793,0.8541277,0.9958333,0.7375,0.9191297,0.78723776,0.8790272,0.8827392,23.6,8.4,0.2,48.6
2,0.01,0.0,0.0,0.001,506,0.31268470287322997,0.8830769300460816,0.8435507,0.9897436,0.72307694,0.91067904,0.76499593,0.8779093,0.8844016,18.8,7.2,0.4,38.6,0.32031800150871276,0.8862037181854248,0.85034436,0.98758507,0.73125,0.91326255,0.7710268,0.88324165,0.8875931,23.4,8.6,0.6,48.2
3,0.01,0.0,0.0,0.001,506,0.29739323556423186,0.9015384674072265,0.8703788,0.9846153,0.77692306,0.9232067,0.8024381,0.897929,0.8910259,20.2,5.8,0.6,38.4,0.30913010239601135,0.8886728525161743,0.8626194,0.9713435,0.7625,0.9132497,0.7720469,0.90336955,0.8977479,24.4,7.6,1.4,47.4
4,0.01,0.0,0.0,0.001,506,0.3004551500082016,0.8953846216201782,0.8550166,1.0,0.7384616,0.9208828,0.7939527,0.8777121,0.88828295,19.2,6.8,0.0,39.0,0.33099585175514223,0.893641984462738,0.85368025,0.9959184,0.7375,0.91909903,0.7870265,0.86868364,0.85991955,23.6,8.4,0.2,48.6
5,0.01,0.0,0.0,0.001,506,0.3584261894226074,0.8707692384719848,0.8353866,0.97948724,0.70769227,0.90114415,0.739562,0.83057195,0.8443574,18.4,7.6,0.8,38.2,0.32215127646923064,0.8887037038803101,0.8568816,0.98367345,0.74375,0.9149087,0.7758757,0.86780006,0.85906523,23.8,8.2,0.8,48.0
6,0.01,0.0,0.0,0.001,506,0.32514750957489014,0.8830769300460816,0.8413887,0.9948718,0.7153846,0.9113159,0.76755536,0.88402367,0.88341206,18.6,7.4,0.2,38.8,0.32267730236053466,0.8811728596687317,0.8544749,0.9714286,0.74375,0.9083336,0.7578844,0.88415176,0.88893205,23.8,8.2,1.4,47.4
7,0.01,0.0,0.0,0.001,506,0.3129332274198532,0.8953846216201782,0.8527514,1.0,0.7384616,0.9201933,0.7932929,0.8698225,0.85491925,19.2,6.8,0.0,39.0,0.3028224468231201,0.891018521785736,0.8625535,0.97517,0.7625,0.9151312,0.7771076,0.8935002,0.89001304,24.4,7.6,1.2,47.6
8,0.01,0.0,0.0,0.001,506,0.3215430200099945,0.8830769300460816,0.84722316,0.98461545,0.7307692,0.9104209,0.76357406,0.87435895,0.876424,19.0,7.0,0.6,38.4,0.3162912964820862,0.8811728477478027,0.8554982,0.9712585,0.74375,0.90859526,0.75795925,0.89993227,0.9018987,23.8,8.2,1.4,47.4
9,0.01,0.0,0.0,0.001,506,0.2649222373962402,0.910769236087799,0.8778073,0.9897436,0.79230773,0.9302233,0.8198242,0.9032544,0.89998704,20.6,5.4,0.4,38.6,0.33111490607261657,0.883672833442688,0.8495903,0.9835884,0.73125,0.91118354,0.76453894,0.87490046,0.874801,23.4,8.6,0.8,48.0
0,0.01,0.0,0.2,0.001,506,0.2994911760091782,0.8953846216201782,0.85549957,0.9948718,0.74615383,0.91969573,0.7913354,0.893787,0.9080537,19.4,6.6,0.2,38.8,0.32467928528785706,0.8910493850708008,0.8634043,0.97551024,0.7625,0.9150168,0.78030944,0.882281,0.8832356,24.4,7.6,1.2,47.6
1,0.01,0.0,0.2,0.001,506,0.28650536835193635,0.9015384674072265,0.8611299,1.0,0.75384617,0.9248233,0.8052598,0.8925049,0.89825886,19.6,6.4,0.0,39.0,0.32143316566944125,0.8935493946075439,0.8541071,0.9959184,0.7375,0.91917545,0.78713596,0.8786338,0.8820227,23.6,8.4,0.2,48.6
2,0.01,0.0,0.2,0.001,506,0.3135037958621979,0.8830769300460816,0.8435507,0.9897436,0.72307694,0.91067904,0.76499593,0.87889546,0.8808838,18.8,7.2,0.4,38.6,0.31931685507297514,0.8862037181854248,0.85034436,0.98758507,0.73125,0.91326255,0.7710268,0.88653404,0.89052886,23.4,8.6,0.6,48.2
3,0.01,0.0,0.2,0.001,506,0.2977574378252029,0.8984615445137024,0.8594154,0.9948718,0.75384617,0.92187166,0.7976551,0.8955622,0.8863249,19.6,6.4,0.2,38.8,0.29019299149513245,0.8960802555084229,0.8641613,0.9835884,0.7625,0.9198138,0.7878524,0.90137655,0.89191043,24.4,7.6,0.8,48.0
4,0.01,0.0,0.2,0.001,506,0.30327230840921404,0.8892307758331299,0.8539344,0.9897436,0.7384616,0.91564703,0.77972496,0.8757397,0.8790897,19.2,6.8,0.4,38.6,0.34042106866836547,0.8887037038803101,0.85244876,0.9877551,0.7375,0.9148979,0.7749366,0.8643176,0.8516175,23.6,8.4,0.6,48.2
5,0.01,0.0,0.2,0.001,506,0.3584377944469452,0.8707692384719848,0.8353866,0.97948724,0.70769227,0.90114415,0.739562,0.83175546,0.8454113,18.4,7.6,0.8,38.2,0.32351445257663725,0.8887037038803101,0.8568816,0.98367345,0.74375,0.9149087,0.7758757,0.8666919,0.85857856,23.8,8.2,0.8,48.0
6,0.01,0.0,0.2,0.001,506,0.3251166522502899,0.8800000071525573,0.83744925,0.9948718,0.70769227,0.9090784,0.76163185,0.8832348,0.8834818,18.4,7.6,0.2,38.8,0.32573475539684293,0.8885185360908509,0.85575616,0.98350346,0.74375,0.91469765,0.77356297,0.8831234,0.88805497,23.8,8.2,0.8,48.0
7,0.01,0.0,0.2,0.001,506,0.3164085209369659,0.8892307758331299,0.85112095,0.9897436,0.7384616,0.91500056,0.77732563,0.8676529,0.8572329,19.2,6.8,0.4,38.6,0.3073876053094864,0.8860185146331787,0.861433,0.96683675,0.7625,0.9105493,0.76684237,0.89284116,0.8894669,24.4,7.6,1.6,47.2
8,0.01,0.0,0.2,0.001,506,0.31573123931884767,0.8769230842590332,0.8401375,0.98461545,0.7153846,0.90627015,0.7512566,0.87889546,0.8838689,18.6,7.4,0.6,38.4,0.321770703792572,0.8837036967277527,0.85590065,0.97551024,0.74375,0.91078347,0.7633186,0.89967716,0.9067563,23.8,8.2,1.2,47.6
9,0.01,0.0,0.2,0.001,506,0.26703664660453796,0.9076923131942749,0.8682143,1.0,0.7692308,0.9290458,0.81693715,0.90088767,0.895224,20.0,6.0,0.0,39.0,0.324494069814682,0.8910802364349365,0.8485271,1.0,0.725,0.9177066,0.78394395,0.87074435,0.8680018,23.2,8.8,0.0,48.8
0,0.01,0.0,0.4,0.001,506,0.29971365034580233,0.892307698726654,0.8515601,0.9948718,0.7384615,0.91745824,0.78541195,0.8884615,0.90424556,19.2,6.8,0.2,38.8,0.30104784965515136,0.9009259223937989,0.8625447,0.9959184,0.75625,0.92411727,0.8019234,0.8860943,0.8900536,24.2,7.8,0.2,48.6
1,0.01,0.0,0.4,0.001,506,0.28914680480957033,0.9015384674072265,0.8611299,1.0,0.75384617,0.9248233,0.8052598,0.8885602,0.8925444,19.6,6.4,0.0,39.0,0.32234911918640136,0.8960185289382935,0.8546916,1.0,0.7375,0.9212176,0.79361427,0.8774727,0.88214713,23.6,8.4,0.0,48.8
2,0.01,0.0,0.4,0.001,506,0.3112900972366333,0.8892307758331299,0.8451411,1.0,0.72307694,0.91581094,0.7814561,0.87731755,0.87964535,18.8,7.2,0.0,39.0,0.31079527735710144,0.8912037134170532,0.85108435,0.9959184,0.73125,0.917503,0.78237957,0.88927907,0.8945163,23.4,8.6,0.2,48.6
3,0.01,0.0,0.4,0.001,506,0.2979863166809082,0.9015384674072265,0.859944,1.0,0.75384617,0.92445767,0.80494374,0.8894478,0.8811768,19.6,6.4,0.0,39.0,0.29537412226200105,0.9010185241699219,0.86507034,0.9917517,0.7625,0.92391646,0.799888,0.9059949,0.8976253,24.4,7.6,0.4,48.4
4,0.01,0.0,0.4,0.001,506,0.29814532250165937,0.892307698726654,0.8542188,0.9948718,0.7384616,0.91831666,0.7857304,0.8763313,0.88803947,19.2,6.8,0.2,38.8,0.34637014865875243,0.8961111187934876,0.85426474,1.0,0.7375,0.92114127,0.79350483,0.86587745,0.852914,23.6,8.4,0.0,48.8
5,0.01,0.0,0.4,0.001,506,0.3543241560459137,0.8769230842590332,0.8366853,0.9897436,0.70769227,0.9064989,0.7534946,0.83136094,0.8438336,18.4,7.6,0.4,38.6,0.31889366209506986,0.8936419725418091,0.8574916,0.9918367,0.74375,0.9191531,0.7862431,0.86772555,0.85796297,23.8,8.2,0.4,48.4
6,0.01,0.0,0.4,0.001,506,0.3225224196910858,0.8800000071525573,0.8408602,0.9897436,0.7153846,0.9087299,0.7602667,0.8854044,0.8851016,18.6,7.4,0.4,38.6,0.3182104766368866,0.8861111283302308,0.8555727,0.97959185,0.74375,0.91263217,0.76900274,0.8862325,0.88934344,23.8,8.2,1.0,47.8
7,0.01,0.0,0.4,0.001,506,0.31371642649173737,0.8861538529396057,0.85067797,0.98461545,0.7384616,0.91241103,0.7702483,0.87869817,0.8759745,19.2,6.8,0.6,38.4,0.3153555512428284,0.8860802531242371,0.8617302,0.9670068,0.7625,0.9109834,0.76559186,0.8869792,0.8833641,24.4,7.6,1.6,47.2
8,0.01,0.0,0.4,0.001,506,0.31763917207717896,0.8769230842590332,0.84301853,0.97948724,0.72307694,0.9057047,0.7501893,0.8781066,0.8768157,18.8,7.2,0.8,38.2,0.32785061597824094,0.8811728477478027,0.85507774,0.9712585,0.74375,0.9086612,0.7564045,0.8975035,0.9006845,23.8,8.2,1.4,47.4
