config/train_loop_config/dataset_test_round,config/train_loop_config/learning_rate,config/train_loop_config/dropout_rate_normal,config/train_loop_config/dropout_rate_attention,config/train_loop_config/weight_decay,config/train_loop_config/batch_size,average_inner_es_loss,average_inner_es_accuracy,average_inner_es_precision,average_inner_es_recall,average_inner_es_specificity,average_inner_es_f1_score,average_inner_es_mcc,average_inner_es_auroc,average_inner_es_auprc,average_inner_es_true_positives,average_inner_es_false_negatives,average_inner_es_false_positives,average_inner_es_true_negatives,average_val_loss,average_val_accuracy,average_val_precision,average_val_recall,average_val_specificity,average_val_f1_score,average_val_mcc,average_val_auroc,average_val_auprc,average_val_true_positives,average_val_false_negatives,average_val_false_positives,average_val_true_negatives
0,0.01,0.4,0.0,0.001,506,0.29845978021621705,0.8953846216201782,0.85223645,1.0,0.7384615,0.92003524,0.7931458,0.8928008,0.90838945,19.2,6.8,0.0,39.0,0.2979436457157135,0.9033950567245483,0.86289406,1.0,0.75625,0.9261732,0.8076587,0.8882759,0.8906698,24.2,7.8,0.0,48.8
1,0.01,0.0,0.0,0.01,506,0.285637629032135,0.9015384674072265,0.8611299,1.0,0.75384617,0.9248233,0.8052598,0.88599604,0.889475,19.6,6.4,0.0,39.0,0.3158627271652222,0.8960185289382935,0.8546916,1.0,0.7375,0.9212176,0.79361427,0.87990934,0.8835386,23.6,8.4,0.0,48.8
2,0.01,0.2,0.4,0.1,506,0.3084803342819214,0.892307698726654,0.84845746,1.0,0.7307693,0.9178486,0.7872591,0.88047343,0.8775568,19.0,7.0,0.0,39.0,0.31137365102767944,0.8886728525161743,0.8542102,0.9875,0.7375,0.91501313,0.7774332,0.89378583,0.8971629,23.6,8.4,0.6,48.2
3,0.01,0.4,0.4,0.1,506,0.2850650578737259,0.9015384674072265,0.859944,1.0,0.75384617,0.92445767,0.80494374,0.884714,0.8712219,19.6,6.4,0.0,39.0,0.2817369759082794,0.9059876561164856,0.8661111,1.0,0.7625,0.9280518,0.8124612,0.9125558,0.9087328,24.4,7.6,0.0,48.8
4,0.01,0.4,0.2,0.01,506,0.3000983133912086,0.8953846216201782,0.8550166,1.0,0.7384616,0.9208828,0.7939527,0.87218934,0.8763938,19.2,6.8,0.0,39.0,0.3304063379764557,0.8961111187934876,0.85426474,1.0,0.7375,0.92114127,0.79350483,0.87222844,0.86088145,23.6,8.4,0.0,48.8
5,0.01,0.0,0.0,0.1,506,0.32738250494003296,0.8830769300460816,0.8381893,1.0,0.70769227,0.91163427,0.769775,0.8457594,0.85187167,18.4,7.6,0.0,39.0,0.3050133317708969,0.8985802412033081,0.8584255,1.0,0.74375,0.9232513,0.7984567,0.87381613,0.8631921,23.8,8.2,0.0,48.8
6,0.01,0.0,0.4,0.001,506,0.3225224196910858,0.8800000071525573,0.8408602,0.9897436,0.7153846,0.9087299,0.7602667,0.8854044,0.8851016,18.6,7.4,0.4,38.6,0.3182104766368866,0.8861111283302308,0.8555727,0.97959185,0.74375,0.91263217,0.76900274,0.8862325,0.88934344,23.8,8.2,1.0,47.8
7,0.01,0.4,0.0,0.001,506,0.31133381724357606,0.8892307758331299,0.85112095,0.9897436,0.7384616,0.91500056,0.77732563,0.87140036,0.8560997,19.2,6.8,0.4,38.6,0.30578693151474,0.8835185170173645,0.8608378,0.96267,0.7625,0.90818673,0.7619433,0.89659864,0.895703,24.4,7.6,1.8,47.0
8,0.01,0.2,0.0,0.01,506,0.3099211245775223,0.8800000071525573,0.84648323,0.97948724,0.7307692,0.9077174,0.7565996,0.8786982,0.8843411,19.0,7.0,0.8,38.2,0.3067438304424286,0.8861419796943665,0.8561551,0.9795068,0.74375,0.9129218,0.76802874,0.90575707,0.91489077,23.8,8.2,1.0,47.8
9,0.01,0.4,0.2,0.001,506,0.2681680679321289,0.910769236087799,0.87460315,0.9948718,0.7846154,0.9306878,0.82085437,0.8991124,0.89107144,20.4,5.6,0.2,38.8,0.32243468165397643,0.888611102104187,0.8480258,0.9959184,0.725,0.9156581,0.77777845,0.87720966,0.8790811,23.2,8.8,0.2,48.6
