config/train_loop_config/dataset_test_round,config/train_loop_config/learning_rate,config/train_loop_config/dropout_rate,config/train_loop_config/weight_decay,config/train_loop_config/batch_size,average_outer_es_loss,average_outer_es_accuracy,average_outer_es_precision,average_outer_es_recall,average_outer_es_specificity,average_outer_es_f1_score,average_outer_es_mcc,average_outer_es_auroc,average_outer_es_auprc,average_outer_es_true_positives,average_outer_es_false_negatives,average_outer_es_false_positives,average_outer_es_true_negatives,average_test_loss,average_test_accuracy,average_test_precision,average_test_recall,average_test_specificity,average_test_f1_score,average_test_mcc,average_test_auroc,average_test_auprc,average_test_true_positives,average_test_false_negatives,average_test_false_positives,average_test_true_negatives
0,0.01,0.4,0.0,506,0.3239298701286316,0.8863271594047546,0.86122274,0.9714286,0.75625,0.91250134,0.7649147,0.88149184,0.8714932,24.2,7.8,1.4,47.4,0.3661924064159393,0.8686274409294128,0.834678,0.9774194,0.7,0.9003825,0.73067373,0.8527419,0.8607987,28.0,12.0,1.4,60.6
1,0.01,0.0,0.0,506,0.34779982566833495,0.8762654304504395,0.849939,0.9672619,0.7375,0.90461236,0.74355346,0.8753587,0.86434114,23.6,8.4,1.6,47.2,0.3218027830123901,0.8980391979217529,0.8706075,0.9774194,0.775,0.9207819,0.79023236,0.87209684,0.84989643,31.0,9.0,1.4,60.6
2,0.01,0.0,0.0,506,0.3633153736591339,0.8737037301063537,0.8446932,0.9712585,0.725,0.90322,0.7400917,0.86080587,0.84004486,23.2,8.8,1.4,47.4,0.30308630466461184,0.9156862616539001,0.88928235,0.983871,0.80999994,0.9341367,0.82617724,0.8918144,0.88022196,32.4,7.6,1.0,61.0
3,0.01,0.0,0.0,506,0.30681567788124087,0.9009567856788635,0.8760255,0.97525513,0.7875,0.92256725,0.7967644,0.8980961,0.91177785,25.2,6.8,1.2,47.6,0.4707835912704468,0.8098039150238037,0.81042254,0.8967742,0.675,0.85133183,0.59545165,0.8144355,0.7988989,27.0,13.0,6.4,55.6
4,0.01,0.4,0.0,506,0.3308271110057831,0.88376544713974,0.8517324,0.9795068,0.7375,0.91086006,0.7625803,0.8731678,0.8684164,23.6,8.4,1.0,47.8,0.35079280138015745,0.8627451062202454,0.8636364,0.9193548,0.775,0.890625,0.70938843,0.87963706,0.87591743,31.0,9.0,5.0,57.0
5,0.01,0.2,0.0,506,0.3343319594860077,0.8762962937355041,0.85218763,0.96318024,0.74375,0.90403014,0.7437772,0.8672101,0.86290425,23.8,8.2,1.8,47.0,0.35430043935775757,0.8764705657958984,0.85799867,0.95483875,0.755,0.9036006,0.7422308,0.86842746,0.844794,30.2,9.8,2.8,59.2
6,0.01,0.0,0.0,506,0.366063529253006,0.8713580250740052,0.84964037,0.9551021,0.74375,0.8990796,0.7340049,0.85605603,0.845722,23.8,8.2,2.2,46.6,0.3439300537109375,0.8843137264251709,0.8617241,0.96451616,0.76000005,0.9101224,0.7592342,0.87330645,0.86656314,30.4,9.6,2.2,59.8
7,0.01,0.4,0.0,506,0.30945720672607424,0.8910493850708008,0.86287576,0.97551024,0.7625,0.9154458,0.7767106,0.88503265,0.87879354,24.4,7.6,1.2,47.6,0.463563072681427,0.8313725352287292,0.81637824,0.932258,0.675,0.87047166,0.64349496,0.8236693,0.8242218,27.0,13.0,4.2,57.8
8,0.01,0.4,0.0,506,0.33155500888824463,0.8886419773101807,0.85487735,0.98367345,0.74375,0.9144661,0.7740065,0.86799526,0.86872613,23.8,8.2,0.8,48.0,0.33791729211807253,0.8823529362678528,0.8571083,0.96774197,0.75,0.9090163,0.75570136,0.87899196,0.8843436,30.0,10.0,2.0,60.0
9,0.01,0.2,0.0,506,0.35260194540023804,0.8787345647811889,0.8460387,0.9795068,0.725,0.90741813,0.7530517,0.8486129,0.84349406,23.2,8.8,1.0,47.8,0.2729665577411652,0.9235293984413147,0.8973483,0.9870968,0.825,0.9400571,0.8425419,0.9127823,0.8782755,33.0,7.0,0.8,61.2
