config/train_loop_config/dataset_test_round,config/train_loop_config/learning_rate,config/train_loop_config/dropout_rate,config/train_loop_config/weight_decay,config/train_loop_config/batch_size,average_outer_es_loss,average_outer_es_accuracy,average_outer_es_precision,average_outer_es_recall,average_outer_es_specificity,average_outer_es_f1_score,average_outer_es_mcc,average_outer_es_auroc,average_outer_es_auprc,average_outer_es_true_positives,average_outer_es_false_negatives,average_outer_es_false_positives,average_outer_es_true_negatives,average_test_loss,average_test_accuracy,average_test_precision,average_test_recall,average_test_specificity,average_test_f1_score,average_test_mcc,average_test_auroc,average_test_auprc,average_test_true_positives,average_test_false_negatives,average_test_false_positives,average_test_true_negatives
0,0.01,0.0,0.01,506,0.3216808944940567,0.8912654280662536,0.86243945,0.97959185,0.75625,0.91670245,0.77705586,0.86679685,0.85935783,24.2,7.8,1.0,47.8,0.3907300591468811,0.85686274766922,0.83191144,0.95806444,0.7,0.8905147,0.7013663,0.8210484,0.8141856,28.0,12.0,2.6,59.4
1,0.0001,0.4,0.0001,506,0.3372584283351898,0.8787345647811889,0.8480304,0.9754251,0.73125,0.90705264,0.7507237,0.86979425,0.8828187,23.4,8.6,1.2,47.6,0.32606999278068544,0.9039215683937073,0.8717907,0.9870968,0.775,0.9258601,0.8033234,0.8657258,0.843781,31.0,9.0,0.8,61.2
2,0.001,0.2,0.01,506,0.3381429731845856,0.8786728620529175,0.84594125,0.9795068,0.725,0.90738326,0.7529741,0.86280423,0.85781544,23.2,8.8,1.0,47.8,0.29858630895614624,0.9215686321258545,0.88571435,1.0,0.8,0.9393939,0.84176683,0.86391133,0.8277208,32.0,8.0,0.0,62.0
3,0.001,0.2,0.001,506,0.3062779724597931,0.9010185241699219,0.86798126,0.98767006,0.76875,0.92361325,0.7995851,0.8911871,0.8964928,24.6,7.4,0.6,48.2,0.45673051476478577,0.81372549533844,0.81156254,0.9032258,0.675,0.85490847,0.6037086,0.8146774,0.80815727,27.0,13.0,6.0,56.0
4,0.0001,0.2,0.01,506,0.34316339492797854,0.8813271760940552,0.85099125,0.97551024,0.7375,0.9087466,0.7566777,0.87349194,0.8763196,23.6,8.4,1.2,47.6,0.35374441742897034,0.8686274528503418,0.8648456,0.9290322,0.775,0.89575845,0.72227275,0.8608467,0.8345609,31.0,9.0,4.4,57.6
5,0.0001,0.4,0.0001,506,0.3461760401725769,0.8837036967277527,0.85385245,0.9754251,0.74375,0.9103662,0.76128376,0.8738481,0.8668793,23.8,8.2,1.2,47.6,0.3531968593597412,0.8823529481887817,0.8592437,0.96451604,0.755,0.9088112,0.7546812,0.8706049,0.85881215,30.2,9.8,2.2,59.8
6,0.01,0.2,0.001,506,0.35074437260627744,0.8738271594047546,0.8509572,0.9591837,0.74375,0.90175503,0.73785985,0.85400456,0.8466277,23.8,8.2,2.0,46.8,0.3465807199478149,0.8764705657958984,0.8558402,0.95806456,0.75,0.9039668,0.74215734,0.85524195,0.8358898,30.0,10.0,2.6,59.4
7,0.01,0.2,0.01,506,0.29940744042396544,0.8836419701576232,0.8614464,0.9632653,0.7625,0.9091322,0.7596334,0.90523624,0.9134318,24.4,7.6,1.8,47.0,0.44903733134269713,0.8392156839370728,0.8184272,0.9451612,0.675,0.87723035,0.6620647,0.80923384,0.80020106,27.0,13.0,3.4,58.6
8,0.01,0.0,0.01,506,0.327280730009079,0.8762345671653747,0.85177386,0.9630953,0.74375,0.90397704,0.74279064,0.8824352,0.8922036,23.8,8.2,1.8,47.0,0.35410942435264586,0.8784313678741456,0.85629094,0.96129036,0.75,0.90570927,0.7463196,0.8524597,0.82578593,30.0,10.0,2.4,59.6
9,0.0001,0.4,0.01,506,0.3578439772129059,0.8762345671653747,0.8455,0.9753402,0.725,0.905286,0.7470934,0.8489742,0.8425452,23.2,8.8,1.2,47.6,0.2789821267127991,0.9274509668350219,0.897954,0.9935484,0.825,0.9433235,0.8516917,0.8967339,0.89369714,33.0,7.0,0.4,61.6
