inner_es_loss,inner_es_accuracy,val_loss,val_accuracy,number_epochs,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/train_loop_config/learning_rate,config/train_loop_config/weight_decay,config/train_loop_config/batch_size,config/train_loop_config/dataset_test_round,config/train_loop_config/dataset_fold_round,config/train_loop_config/dropout_rate_normal,config/train_loop_config/dropout_rate_attention,logdir,inner_es_precision,inner_es_recall,inner_es_specificity,inner_es_f1_score,inner_es_mcc,inner_es_auroc,inner_es_auprc,inner_es_true_positives,inner_es_false_negatives,inner_es_false_positives,inner_es_true_negatives,val_precision,val_recall,val_specificity,val_f1_score,val_mcc,val_auroc,val_auprc,val_true_positives,val_false_negatives,val_false_positives,val_true_negatives
0.6754400730133057,0.604938268661499,0.6748465895652771,0.6078431606292725,1272,1729358187,,False,1,64dcb_00614,2024-10-19_19-16-27,1093.4175124168396,1093.4175124168396,41057,agt002,10.108.101.22,1093.4175124168396,1,1e-05,0.1,64,0,0,0.4,0.8,64dcb_00614,0.60493827,1.0,0.0,0.75384617,0.047701646,0.51084185,0.5806198,0.0,32.0,0.0,49.0,0.60784316,1.0,0.0,0.75609756,0.04374181,0.43629032,0.5674932,0.0,40.0,0.0,62.0
0.6756204962730408,0.604938268661499,0.675058126449585,0.6078431606292725,1248,1729358175,,False,1,64dcb_00615,2024-10-19_19-16-15,1067.0560612678528,1067.0560612678528,41869,agt002,10.108.101.22,1067.0560612678528,1,1e-05,0.1,64,0,0,0.6,0.0,64dcb_00615,0.60493827,1.0,0.0,0.75384617,0.047701646,0.5095663,0.580105,0.0,32.0,0.0,49.0,0.60784316,1.0,0.0,0.75609756,0.04374181,0.43689516,0.569102,0.0,40.0,0.0,62.0
0.6757526397705078,0.604938268661499,0.6751899123191833,0.6078431606292725,854,1729357868,,False,1,64dcb_00613,2024-10-19_19-11-08,774.1375658512115,774.1375658512115,41056,agt002,10.108.101.22,774.1375658512115,1,1e-05,0.1,64,0,0,0.4,0.6,64dcb_00613,0.60493827,1.0,0.0,0.75384617,0.047701646,0.5089286,0.57975936,0.0,32.0,0.0,49.0,0.60784316,1.0,0.0,0.75609756,0.04374181,0.4485887,0.57754,0.0,40.0,0.0,62.0
0.6757160425186157,0.604938268661499,0.6751524806022644,0.6078431606292725,854,1729357582,,False,1,64dcb_00612,2024-10-19_19-06-22,775.5226054191589,775.5226054191589,35694,agt002,10.108.101.22,775.5226054191589,1,1e-05,0.1,64,0,0,0.4,0.4,64dcb_00612,0.60493827,1.0,0.0,0.75384617,0.047701646,0.5089286,0.57975936,0.0,32.0,0.0,49.0,0.60784316,1.0,0.0,0.75609756,0.04374181,0.4485887,0.57754,0.0,40.0,0.0,62.0
0.6752182841300964,0.604938268661499,0.6746029853820801,0.6078431606292725,1272,1729357094,,False,1,64dcb_00609,2024-10-19_18-58-14,1088.0938267707825,1088.0938267707825,21035,agt002,10.108.101.22,1088.0938267707825,1,1e-05,0.1,64,0,0,0.2,0.8,64dcb_00609,0.60493827,1.0,0.0,0.75384617,0.047701646,0.5102041,0.58073074,0.0,32.0,0.0,49.0,0.60784316,1.0,0.0,0.75609756,0.04374181,0.43850806,0.5686532,0.0,40.0,0.0,62.0
0.6756975054740906,0.604938268661499,0.6751348376274109,0.6078431606292725,831,1729357055,,False,1,64dcb_00611,2024-10-19_18-57-35,756.9600782394409,756.9600782394409,26957,agt002,10.108.101.22,756.9600782394409,1,1e-05,0.1,64,0,0,0.4,0.2,64dcb_00611,0.60493827,1.0,0.0,0.75384617,0.047701646,0.50956637,0.58024,0.0,32.0,0.0,49.0,0.60784316,1.0,0.0,0.75609756,0.04374181,0.4485887,0.5778319,0.0,40.0,0.0,62.0
0.6756893396377563,0.604938268661499,0.6751269102096558,0.6078431606292725,831,1729357055,,False,1,64dcb_00610,2024-10-19_18-57-35,756.9469792842865,756.9469792842865,26956,agt002,10.108.101.22,756.9469792842865,1,1e-05,0.1,64,0,0,0.4,0.0,64dcb_00610,0.60493827,1.0,0.0,0.75384617,0.047701646,0.5089286,0.57975936,0.0,32.0,0.0,49.0,0.60784316,1.0,0.0,0.75609756,0.04374181,0.4485887,0.57754,0.0,40.0,0.0,62.0
0.6755096316337585,0.604938268661499,0.6749227046966553,0.6078431606292725,831,1729356765,,False,1,64dcb_00608,2024-10-19_18-52-45,750.6871886253357,750.6871886253357,22190,agt002,10.108.101.22,750.6871886253357,1,1e-05,0.1,64,0,0,0.2,0.6,64dcb_00608,0.60493827,1.0,0.0,0.75384617,0.047701646,0.5121174,0.58117235,0.0,32.0,0.0,49.0,0.60784316,1.0,0.0,0.75609756,0.04374181,0.45262098,0.57905245,0.0,40.0,0.0,62.0
0.6754661202430725,0.604938268661499,0.6748782992362976,0.6078431606292725,831,1729356257,,False,1,64dcb_00606,2024-10-19_18-44-17,751.1735939979553,751.1735939979553,12902,agt002,10.108.101.22,751.1735939979553,1,1e-05,0.1,64,0,0,0.2,0.2,64dcb_00606,0.60493827,1.0,0.0,0.75384617,0.047701646,0.51084185,0.5803277,0.0,32.0,0.0,49.0,0.60784316,1.0,0.0,0.75609756,0.04374181,0.45141128,0.5785884,0.0,40.0,0.0,62.0
0.6754806637763977,0.604938268661499,0.6748932003974915,0.6078431606292725,831,1729356257,,False,1,64dcb_00607,2024-10-19_18-44-17,751.1694872379303,751.1694872379303,12903,agt002,10.108.101.22,751.1694872379303,1,1e-05,0.1,64,0,0,0.2,0.4,64dcb_00607,0.60493827,1.0,0.0,0.75384617,0.047701646,0.5117985,0.5808613,0.0,32.0,0.0,49.0,0.60784316,1.0,0.0,0.75609756,0.04374181,0.4518145,0.57870364,0.0,40.0,0.0,62.0
