config/train_loop_config/dataset_test_round,config/train_loop_config/learning_rate,config/train_loop_config/dropout_rate,config/train_loop_config/weight_decay,config/train_loop_config/batch_size,average_outer_es_loss,average_outer_es_accuracy,average_outer_es_precision,average_outer_es_recall,average_outer_es_specificity,average_outer_es_f1_score,average_outer_es_mcc,average_outer_es_auroc,average_outer_es_auprc,average_outer_es_true_positives,average_outer_es_false_negatives,average_outer_es_false_positives,average_outer_es_true_negatives,average_test_loss,average_test_accuracy,average_test_precision,average_test_recall,average_test_specificity,average_test_f1_score,average_test_mcc,average_test_auroc,average_test_auprc,average_test_true_positives,average_test_false_negatives,average_test_false_positives,average_test_true_negatives
0,0.01,0.4,0.0,506,0.2836703062057495,0.9036111116409302,0.8651044,1.0,0.75625,0.9269699,0.8082975,0.8753188,0.87791,24.2,7.8,0.0,48.8,0.32360907196998595,0.8823529481887817,0.8378378,1.0,0.7,0.91176474,0.765824,0.86685485,0.8682068,28.0,12.0,0.0,62.0
1,0.01,0.2,0.0,506,0.2900466978549957,0.8960493683815003,0.8546047,1.0,0.7375,0.92122585,0.7934718,0.89039916,0.89569455,23.6,8.4,0.0,48.8,0.2724159598350525,0.9098039031028747,0.8728773,0.9967742,0.775,0.9307132,0.8178217,0.89,0.8913252,31.0,9.0,0.2,61.8
2,0.01,0.2,0.0,506,0.29795501530170443,0.8935185313224793,0.8523793,1.0,0.73125,0.91966707,0.78907,0.8847324,0.8900836,23.4,8.6,0.0,48.8,0.25878158807754514,0.9215686321258545,0.88571435,1.0,0.8,0.9393939,0.84176683,0.89213717,0.87380856,32.0,8.0,0.0,62.0
3,0.01,0.4,0.0,506,0.27214350998401643,0.9059876561164856,0.8664626,1.0,0.7625,0.9281562,0.8125782,0.8959383,0.8966044,24.4,7.6,0.0,48.8,0.3560671925544739,0.8725489974021912,0.82666665,1.0,0.675,0.9051095,0.74699396,0.83717746,0.849542,27.0,13.0,0.0,62.0
4,0.01,0.4,0.001,506,0.37270388603210447,0.8393518567085266,0.80634844,1.0,0.59375,0.888768,0.6472269,0.82945764,0.81885135,19.0,13.0,0.0,48.8,0.34645751118659973,0.8509803771972656,0.8201602,1.0,0.62,0.89708424,0.66687196,0.8516532,0.87462425,24.8,15.2,0.0,62.0
5,0.01,0.2,0.0001,506,0.2919794261455536,0.8985493898391723,0.8569559,1.0,0.74375,0.92276907,0.79816014,0.87074697,0.86598474,23.8,8.2,0.0,48.8,0.2847157955169678,0.9019607901573181,0.86111104,1.0,0.75,0.9253732,0.8036375,0.8918952,0.89461976,30.0,10.0,0.0,62.0
6,0.01,0.2,0.0,506,0.29126003980636594,0.8985185146331787,0.8566917,1.0,0.74375,0.92267096,0.79808223,0.8879491,0.8908289,23.8,8.2,0.0,48.8,0.3030058920383453,0.9019607901573181,0.86111104,1.0,0.75,0.9253732,0.8036375,0.8601613,0.8500269,30.0,10.0,0.0,62.0
7,0.01,0.2,0.0,506,0.27552426159381865,0.9058641910552978,0.86584634,1.0,0.7625,0.92789936,0.8123884,0.8927282,0.8946514,24.4,7.6,0.0,48.8,0.3573417246341705,0.8725489974021912,0.82666665,1.0,0.675,0.9051095,0.74699396,0.8277823,0.82286406,27.0,13.0,0.0,62.0
8,0.01,0.0,0.0,506,0.2923990935087204,0.8985185146331787,0.8568033,1.0,0.74375,0.9227048,0.79811466,0.8889456,0.8869599,23.8,8.2,0.0,48.8,0.31484288573265073,0.9019607901573181,0.86111104,1.0,0.75,0.9253732,0.8036375,0.85270154,0.83881295,30.0,10.0,0.0,62.0
9,0.01,0.0,0.0,506,0.30614800155162813,0.8911110997200012,0.8485702,1.0,0.725,0.9177367,0.78396094,0.8738015,0.8854825,23.2,8.8,0.0,48.8,0.24762068092823028,0.9313725233078003,0.8985508,1.0,0.825,0.94656485,0.86099035,0.9059275,0.882003,33.0,7.0,0.0,62.0
