config/train_loop_config/dataset_test_round,config/train_loop_config/learning_rate,config/train_loop_config/dropout_rate_normal,config/train_loop_config/dropout_rate_attention,config/train_loop_config/weight_decay,config/train_loop_config/batch_size,average_inner_es_loss,average_inner_es_accuracy,average_inner_es_precision,average_inner_es_recall,average_inner_es_specificity,average_inner_es_f1_score,average_inner_es_mcc,average_inner_es_auroc,average_inner_es_auprc,average_inner_es_true_positives,average_inner_es_false_negatives,average_inner_es_false_positives,average_inner_es_true_negatives,average_val_loss,average_val_accuracy,average_val_precision,average_val_recall,average_val_specificity,average_val_f1_score,average_val_mcc,average_val_auroc,average_val_auprc,average_val_true_positives,average_val_false_negatives,average_val_false_positives,average_val_true_negatives
0,0.01,0.0,0.0,0.001,506,0.29741700291633605,0.8953846216201782,0.85223645,1.0,0.7384615,0.92003524,0.7931458,0.8928008,0.9103513,19.2,6.8,0.0,39.0,0.3004740417003632,0.8984567880630493,0.86196816,0.9918367,0.75625,0.9220308,0.79587066,0.88430864,0.8830573,24.2,7.8,0.4,48.4
1,0.01,0.0,0.4,0.001,506,0.28717178404331206,0.8984615445137024,0.86027944,0.9948718,0.75384617,0.92226326,0.79677117,0.8863905,0.86590993,19.6,6.4,0.2,38.8,0.3085810273885727,0.8935185313224793,0.8541277,0.9958334,0.7375,0.9191297,0.78723776,0.88068265,0.883749,23.6,8.4,0.2,48.6
2,0.01,0.2,0.0,0.01,506,0.30408390760421755,0.892307698726654,0.84874886,1.0,0.7307693,0.917945,0.78729373,0.8777121,0.8724836,19.0,7.0,0.0,39.0,0.3042219281196594,0.8911728501319885,0.85130596,0.9958334,0.73125,0.91744614,0.7830708,0.8897893,0.88938534,23.4,8.6,0.2,48.6
3,0.01,0.2,0.4,0.1,506,0.2900547981262207,0.9015384674072265,0.859944,1.0,0.75384617,0.92445767,0.80494374,0.89635104,0.8916499,19.6,6.4,0.0,39.0,0.29576517939567565,0.9059876561164856,0.8661111,1.0,0.7625,0.9280518,0.8124612,0.90615433,0.9088232,24.4,7.6,0.0,48.8
4,0.01,0.4,0.2,0.01,506,0.298189589381218,0.8953846216201782,0.8550166,1.0,0.73846155,0.9208829,0.79395276,0.86193293,0.8539609,19.2,6.8,0.0,39.0,0.3199288576841354,0.8961111187934876,0.8542646,1.0,0.7375,0.92114127,0.79350483,0.87377757,0.8597317,23.6,8.4,0.0,48.8
5,0.01,0.2,0.4,0.1,506,0.332666802406311,0.8769230842590332,0.83677304,0.9897436,0.7076923,0.9064854,0.75406945,0.843787,0.84205496,18.4,7.6,0.4,38.6,0.2992449223995209,0.8910802364349365,0.8571183,0.9875,0.74375,0.91683424,0.7813526,0.8750385,0.8714274,23.8,8.2,0.6,48.2
6,0.01,0.2,0.4,0.001,506,0.32160654067993166,0.8830769300460816,0.8382472,1.0,0.7076923,0.91164446,0.7698541,0.88067055,0.8797866,18.4,7.6,0.0,39.0,0.3181546092033386,0.8860493898391724,0.8547419,0.9794218,0.74375,0.91261494,0.76616514,0.8886453,0.8867769,23.8,8.2,1.0,47.8
7,0.01,0.0,0.2,0.1,506,0.311526820063591,0.8892307758331299,0.8486949,0.9948718,0.7307693,0.9155839,0.77951837,0.87672585,0.86152744,19.0,7.0,0.2,38.8,0.2935839831829071,0.9059567928314209,0.8655524,1.0,0.7625,0.9278582,0.8123356,0.8954161,0.89473104,24.4,7.6,0.0,48.8
8,0.01,0.2,0.2,0.001,506,0.31101285517215727,0.8830769300460816,0.8472233,0.98461545,0.7307693,0.9104209,0.763574,0.8828403,0.88815385,19.0,7.0,0.6,38.4,0.29953900575637815,0.8911111235618592,0.85733044,0.9877551,0.74375,0.917048,0.7810713,0.9027809,0.90135175,23.8,8.2,0.6,48.2
9,0.01,0.4,0.4,0.001,506,0.26291843950748445,0.9076923131942749,0.8682143,1.0,0.7692307,0.9290458,0.81693715,0.9142998,0.9094963,20.0,6.0,0.0,39.0,0.3195595443248749,0.8885802388191223,0.84796304,0.9958334,0.725,0.9156186,0.7775675,0.8679196,0.86106193,23.2,8.8,0.2,48.6
