config/train_loop_config/dataset_test_round,config/train_loop_config/learning_rate,config/train_loop_config/dropout_rate,config/train_loop_config/weight_decay,config/train_loop_config/batch_size,average_outer_es_loss,average_outer_es_accuracy,average_outer_es_precision,average_outer_es_recall,average_outer_es_specificity,average_outer_es_f1_score,average_outer_es_mcc,average_outer_es_auroc,average_outer_es_auprc,average_outer_es_true_positives,average_outer_es_false_negatives,average_outer_es_false_positives,average_outer_es_true_negatives,average_test_loss,average_test_accuracy,average_test_precision,average_test_recall,average_test_specificity,average_test_f1_score,average_test_mcc,average_test_auroc,average_test_auprc,average_test_true_positives,average_test_false_negatives,average_test_false_positives,average_test_true_negatives
0,0.01,0.0,0.001,506,0.27636678516864777,0.9036111116409302,0.8651044,1.0,0.75625,0.9269699,0.8082975,0.8796689,0.87751627,24.2,7.8,0.0,48.8,0.33202754259109496,0.8823529481887817,0.8378378,1.0,0.7,0.91176474,0.765824,0.85629034,0.8455108,28.0,12.0,0.0,62.0
1,0.001,0.0,0.1,506,0.30010504424571993,0.8960493683815003,0.8546047,1.0,0.7375,0.92122585,0.7934718,0.8781781,0.88455296,23.6,8.4,0.0,48.8,0.27371788024902344,0.9117646813392639,0.8732394,1.0,0.775,0.9323309,0.82265455,0.88129026,0.86903346,31.0,9.0,0.0,62.0
2,0.0001,0.0,0.001,506,0.30983229279518126,0.8935185313224793,0.8523793,1.0,0.73125,0.91966707,0.78907,0.8549811,0.861989,23.4,8.6,0.0,48.8,0.25849065780639646,0.9215686321258545,0.88571435,1.0,0.8,0.9393939,0.84176683,0.87834674,0.86269057,32.0,8.0,0.0,62.0
3,0.001,0.2,0.1,506,0.27897589206695556,0.9059876561164856,0.8664626,1.0,0.7625,0.9281562,0.8125782,0.89999074,0.89572346,24.4,7.6,0.0,48.8,0.35755530595779417,0.8725489974021912,0.82666665,1.0,0.675,0.9051095,0.74699396,0.7752419,0.7700375,27.0,13.0,0.0,62.0
4,0.001,0.4,0.001,506,0.2962332755327225,0.8961419820785522,0.85432625,1.0,0.7375,0.9211763,0.7935352,0.8656635,0.87045383,23.6,8.4,0.0,48.8,0.27130019664764404,0.9117646813392639,0.8732394,1.0,0.775,0.9323309,0.82265455,0.87923396,0.86321676,31.0,9.0,0.0,62.0
5,0.01,0.4,0.001,506,0.288214784860611,0.8985493898391723,0.8569559,1.0,0.74375,0.92276907,0.79816014,0.8748207,0.8731891,23.8,8.2,0.0,48.8,0.2891134738922119,0.9019607901573181,0.86111104,1.0,0.75,0.9253732,0.8036375,0.86254036,0.86130446,30.0,10.0,0.0,62.0
6,0.001,0.4,0.001,506,0.2936753511428833,0.8985185146331787,0.8566917,1.0,0.74375,0.92267096,0.79808223,0.8434976,0.8425201,23.8,8.2,0.0,48.8,0.2868874311447144,0.9019607901573181,0.86111104,1.0,0.75,0.9253732,0.8036375,0.86701614,0.8611665,30.0,10.0,0.0,62.0
7,0.01,0.4,0.1,506,0.27874956727027894,0.9058641910552978,0.86584634,1.0,0.7625,0.92789936,0.8123884,0.8853303,0.8785176,24.4,7.6,0.0,48.8,0.3529886305332184,0.8725489974021912,0.82666665,1.0,0.675,0.9051095,0.74699396,0.7857661,0.77080476,27.0,13.0,0.0,62.0
8,0.001,0.2,0.01,506,0.2863260418176651,0.8985185146331787,0.8568033,1.0,0.74375,0.9227048,0.79811466,0.89887065,0.90352976,23.8,8.2,0.0,48.8,0.30338549613952637,0.9019607901573181,0.86111104,1.0,0.75,0.9253732,0.8036375,0.8322984,0.81046945,30.0,10.0,0.0,62.0
9,0.01,0.2,0.001,506,0.3029162287712097,0.8911110997200012,0.8485702,1.0,0.725,0.9177367,0.783961,0.8611156,0.8576168,23.2,8.8,0.0,48.8,0.23027875721454621,0.9313725233078003,0.8985508,1.0,0.825,0.94656485,0.86099035,0.91294354,0.91063863,33.0,7.0,0.0,62.0
