config/train_loop_config/dataset_test_round,config/train_loop_config/learning_rate,config/train_loop_config/dropout_rate,config/train_loop_config/weight_decay,config/train_loop_config/batch_size,average_outer_es_loss,average_outer_es_accuracy,average_outer_es_precision,average_outer_es_recall,average_outer_es_specificity,average_outer_es_f1_score,average_outer_es_mcc,average_outer_es_auroc,average_outer_es_auprc,average_outer_es_true_positives,average_outer_es_false_negatives,average_outer_es_false_positives,average_outer_es_true_negatives,average_test_loss,average_test_accuracy,average_test_precision,average_test_recall,average_test_specificity,average_test_f1_score,average_test_mcc,average_test_auroc,average_test_auprc,average_test_true_positives,average_test_false_negatives,average_test_false_positives,average_test_true_negatives
0,0.0001,0.2,0.001,506,0.28792797923088076,0.9036111116409302,0.8651044,1.0,0.75625,0.9269699,0.8082975,0.88443613,0.8939184,24.2,7.8,0.0,48.8,0.3291195034980774,0.8823529481887817,0.8378378,1.0,0.7,0.91176474,0.765824,0.85758066,0.8573785,28.0,12.0,0.0,62.0
1,0.001,0.4,0.01,506,0.2946970582008362,0.8960493683815003,0.8546047,1.0,0.7375,0.92122585,0.7934718,0.87874144,0.8823266,23.6,8.4,0.0,48.8,0.27457725405693056,0.9117646813392639,0.8732394,1.0,0.775,0.9323309,0.82265455,0.8728226,0.8688229,31.0,9.0,0.0,62.0
2,0.0001,0.0,0.01,506,0.30913025736808775,0.8935185313224793,0.8523793,1.0,0.73125,0.91966707,0.78907,0.8671862,0.87050617,23.4,8.6,0.0,48.8,0.2635774791240692,0.9215686321258545,0.88571435,1.0,0.8,0.9393939,0.84176683,0.8746371,0.85258895,32.0,8.0,0.0,62.0
3,0.0001,0.0,0.1,506,0.291958823800087,0.9059876561164856,0.8664626,1.0,0.7625,0.9281562,0.8125782,0.8968099,0.89756364,24.4,7.6,0.0,48.8,0.358968186378479,0.8725489974021912,0.82666665,1.0,0.675,0.9051095,0.74699396,0.7963709,0.79873306,27.0,13.0,0.0,62.0
4,0.01,0.4,0.01,506,0.29699171185493467,0.8961419820785522,0.85432625,1.0,0.7375,0.9211763,0.7935352,0.8698753,0.86576635,23.6,8.4,0.0,48.8,0.2804222643375397,0.9117646813392639,0.8732394,1.0,0.775,0.9323309,0.82265455,0.8763307,0.8747692,31.0,9.0,0.0,62.0
5,0.01,0.2,0.1,506,0.30046538412570956,0.8985493898391723,0.8569559,1.0,0.74375,0.92276907,0.79816014,0.8634154,0.8569705,23.8,8.2,0.0,48.8,0.29748462438583373,0.9019607901573181,0.86111104,1.0,0.75,0.9253732,0.8036375,0.8863307,0.89362514,30.0,10.0,0.0,62.0
6,0.001,0.4,0.001,506,0.2958166658878326,0.8985185146331787,0.8566917,1.0,0.74375,0.92267096,0.79808223,0.8667146,0.8658166,23.8,8.2,0.0,48.8,0.2885761022567749,0.9019607901573181,0.86111104,1.0,0.75,0.9253732,0.8036375,0.87008065,0.8615901,30.0,10.0,0.0,62.0
7,0.01,0.4,0.001,506,0.27351745665073396,0.9058641910552978,0.86584634,1.0,0.7625,0.92789936,0.8123884,0.8979074,0.8982285,24.4,7.6,0.0,48.8,0.3626889824867249,0.8725489974021912,0.82666665,1.0,0.675,0.9051095,0.74699396,0.7893952,0.78721696,27.0,13.0,0.0,62.0
8,0.001,0.2,0.001,506,0.28657386302947996,0.8985185146331787,0.8568033,1.0,0.74375,0.9227048,0.79811466,0.90079725,0.9083821,23.8,8.2,0.0,48.8,0.3028924405574799,0.9019607901573181,0.86111104,1.0,0.75,0.9253732,0.8036375,0.8335887,0.8080553,30.0,10.0,0.0,62.0
9,0.01,0.2,0.1,506,0.3168040156364441,0.8911110997200012,0.8485702,1.0,0.725,0.9177367,0.78396094,0.85213643,0.8527756,23.2,8.8,0.0,48.8,0.25360938608646394,0.9313725233078003,0.8985508,1.0,0.825,0.94656485,0.86099035,0.91544354,0.92141026,33.0,7.0,0.0,62.0
