config/train_loop_config/dataset_test_round,config/train_loop_config/learning_rate,config/train_loop_config/dropout_rate,config/train_loop_config/weight_decay,config/train_loop_config/batch_size,average_outer_es_loss,average_outer_es_accuracy,average_outer_es_precision,average_outer_es_recall,average_outer_es_specificity,average_outer_es_f1_score,average_outer_es_mcc,average_outer_es_auroc,average_outer_es_auprc,average_outer_es_true_positives,average_outer_es_false_negatives,average_outer_es_false_positives,average_outer_es_true_negatives,average_test_loss,average_test_accuracy,average_test_precision,average_test_recall,average_test_specificity,average_test_f1_score,average_test_mcc,average_test_auroc,average_test_auprc,average_test_true_positives,average_test_false_negatives,average_test_false_positives,average_test_true_negatives
0,0.0001,0.2,0.0001,506,0.2872906029224396,0.9036111116409302,0.8651044,1.0,0.75625,0.9269699,0.8082975,0.8785555,0.8686102,24.2,7.8,0.0,48.8,0.3352574110031128,0.8823529481887817,0.8378378,1.0,0.7,0.91176474,0.765824,0.8704033,0.8761735,28.0,12.0,0.0,62.0
1,0.001,0.0,0.0001,506,0.2922603577375412,0.8960493683815003,0.8546047,1.0,0.7375,0.92122585,0.7934718,0.880878,0.8836948,23.6,8.4,0.0,48.8,0.2730710983276367,0.9117646813392639,0.8732394,1.0,0.775,0.9323309,0.82265455,0.87895167,0.87565976,31.0,9.0,0.0,62.0
2,0.0001,0.2,0.0001,506,0.3018516004085541,0.8935185313224793,0.8523793,1.0,0.73125,0.91966707,0.78907,0.8714247,0.86789656,23.4,8.6,0.0,48.8,0.25282171964645384,0.9215686321258545,0.88571435,1.0,0.8,0.9393939,0.84176683,0.8887499,0.8854949,32.0,8.0,0.0,62.0
3,0.0001,0.0,0.0001,506,0.2712619721889496,0.9059876561164856,0.8664626,1.0,0.7625,0.9281562,0.8125782,0.91326934,0.9238533,24.4,7.6,0.0,48.8,0.3635943055152893,0.8725489974021912,0.82666665,1.0,0.675,0.9051095,0.74699396,0.78790325,0.7884346,27.0,13.0,0.0,62.0
4,0.01,0.0,0.0001,506,0.2975604683160782,0.8961419820785522,0.8567893,0.9959184,0.74375,0.9208559,0.79211205,0.8564905,0.85967064,23.8,8.2,0.2,48.6,0.26272613406181333,0.9117646813392639,0.8732394,1.0,0.775,0.9323309,0.82265455,0.9197178,0.9316102,31.0,9.0,0.0,62.0
5,0.001,0.0,0.01,506,0.2902667969465256,0.8985493898391723,0.856956,1.0,0.74375,0.92276895,0.7981601,0.8822929,0.88559437,23.8,8.2,0.0,48.8,0.289141970872879,0.9019607901573181,0.86111104,1.0,0.75,0.9253732,0.8036375,0.87826616,0.8809126,30.0,10.0,0.0,62.0
6,0.0001,0.0,0.001,506,0.2950066089630127,0.8985185146331787,0.8566917,1.0,0.74375,0.92267096,0.79808223,0.86503506,0.8577917,23.8,8.2,0.0,48.8,0.28860430121421815,0.9019607901573181,0.86111104,1.0,0.75,0.9253732,0.8036375,0.8656451,0.8612369,30.0,10.0,0.0,62.0
7,0.0001,0.0,0.0001,506,0.27544516026973725,0.9058641910552978,0.86584634,1.0,0.7625,0.92789936,0.8123884,0.8967887,0.90962255,24.4,7.6,0.0,48.8,0.35551037192344664,0.8725489974021912,0.82666665,1.0,0.675,0.9051095,0.74699396,0.8097178,0.7841978,27.0,13.0,0.0,62.0
8,0.001,0.0,0.001,506,0.2877966552972794,0.8985185146331787,0.8568033,1.0,0.74375,0.9227048,0.79811466,0.88965243,0.89950216,23.8,8.2,0.0,48.8,0.2984416723251343,0.9019607901573181,0.86111104,1.0,0.75,0.9253732,0.8036375,0.8363306,0.83069056,30.0,10.0,0.0,62.0
9,0.01,0.0,0.01,506,0.30740404725074766,0.8911110997200012,0.8485702,1.0,0.725,0.9177367,0.78396094,0.87422675,0.8730022,23.2,8.8,0.0,48.8,0.23372580707073212,0.9313725233078003,0.8985508,1.0,0.825,0.94656485,0.86099035,0.92028224,0.91673374,33.0,7.0,0.0,62.0
