config/train_loop_config/dataset_test_round,config/train_loop_config/learning_rate,config/train_loop_config/dropout_rate_normal,config/train_loop_config/dropout_rate_attention,config/train_loop_config/weight_decay,config/train_loop_config/batch_size,average_inner_es_loss,average_inner_es_accuracy,average_inner_es_precision,average_inner_es_recall,average_inner_es_specificity,average_inner_es_f1_score,average_inner_es_mcc,average_inner_es_auroc,average_inner_es_auprc,average_inner_es_true_positives,average_inner_es_false_negatives,average_inner_es_false_positives,average_inner_es_true_negatives,average_val_loss,average_val_accuracy,average_val_precision,average_val_recall,average_val_specificity,average_val_f1_score,average_val_mcc,average_val_auroc,average_val_auprc,average_val_true_positives,average_val_false_negatives,average_val_false_positives,average_val_true_negatives
0,0.01,0.4,0.4,0.001,506,0.289115896821022,0.892307698726654,0.8515601,0.9948718,0.7384615,0.91745824,0.78541195,0.90187377,0.917387,19.2,6.8,0.2,38.8,0.29982650876045225,0.8984567880630493,0.86218184,0.9918367,0.75625,0.9220206,0.79640895,0.8867134,0.8897027,24.2,7.8,0.4,48.4
1,0.01,0.0,0.0,0.01,506,0.27950221598148345,0.9015384674072265,0.8611299,1.0,0.75384617,0.9248233,0.8052598,0.88698226,0.9001316,19.6,6.4,0.0,39.0,0.30783985257148744,0.8960185289382935,0.8546916,1.0,0.7375,0.9212176,0.79361427,0.8871373,0.8911651,23.6,8.4,0.0,48.8
2,0.01,0.0,0.2,0.1,506,0.3038809776306152,0.8892307758331299,0.8451411,1.0,0.72307694,0.91581094,0.7814561,0.8747535,0.8643588,18.8,7.2,0.0,39.0,0.3102732986211777,0.8936728477478028,0.8516687,1.0,0.73125,0.9195452,0.7888578,0.8946149,0.8929402,23.4,8.6,0.0,48.8
3,0.01,0.2,0.2,0.1,506,0.28408317267894745,0.9015384674072265,0.859944,1.0,0.75384617,0.92445767,0.80494374,0.8892506,0.88080996,19.6,6.4,0.0,39.0,0.2856667399406433,0.9059876561164856,0.8661111,1.0,0.7625,0.9280518,0.8124612,0.91125643,0.91521454,24.4,7.6,0.0,48.8
4,0.01,0.0,0.4,0.1,506,0.29089937806129457,0.8953846216201782,0.8550166,1.0,0.7384616,0.9208828,0.7939527,0.8668639,0.8761215,19.2,6.8,0.0,39.0,0.33014832735061644,0.8961111187934876,0.85426474,1.0,0.7375,0.92114127,0.79350483,0.8840375,0.8923583,23.6,8.4,0.0,48.8
5,0.01,0.0,0.4,0.1,506,0.322912460565567,0.8830769300460816,0.8381893,1.0,0.70769227,0.91163427,0.769775,0.84832346,0.8627982,18.4,7.6,0.0,39.0,0.293108856678009,0.8985802412033081,0.8584255,1.0,0.74375,0.9232513,0.7984567,0.88434184,0.87663573,23.8,8.2,0.0,48.8
6,0.001,0.2,0.0,0.01,506,0.31518706381320954,0.8830769300460816,0.8382472,1.0,0.70769227,0.9116446,0.7698541,0.87159765,0.87889874,18.4,7.6,0.0,39.0,0.3000649452209473,0.8984567999839783,0.8580085,1.0,0.74375,0.9230431,0.7984056,0.8921317,0.90478736,23.8,8.2,0.0,48.8
7,0.01,0.2,0.2,0.01,506,0.3014164179563522,0.892307698726654,0.84943503,1.0,0.7307693,0.91815567,0.78748995,0.8688362,0.875436,19.0,7.0,0.0,39.0,0.2852955639362335,0.8959567904472351,0.863556,0.9833333,0.7625,0.91922826,0.78943866,0.9065927,0.9163343,24.4,7.6,0.8,48.0
8,0.01,0.4,0.4,0.1,506,0.3011728286743164,0.8861538529396057,0.84243935,1.0,0.7153846,0.9139716,0.77575934,0.88185406,0.8891468,18.6,7.4,0.0,39.0,0.30556398928165435,0.8985185265541077,0.8585774,1.0,0.74375,0.9232438,0.7986049,0.9037029,0.91356575,23.8,8.2,0.0,48.8
9,0.01,0.2,0.4,0.1,506,0.25902692675590516,0.910769236087799,0.8716718,1.0,0.7769231,0.93113077,0.8227507,0.9105523,0.9125522,20.2,5.8,0.0,39.0,0.32159780859947207,0.888611102104187,0.8480258,0.9959184,0.725,0.9156581,0.77777845,0.88100946,0.88195723,23.2,8.8,0.2,48.6
