config/train_loop_config/dataset_test_round,config/train_loop_config/learning_rate,config/train_loop_config/dropout_rate,config/train_loop_config/weight_decay,config/train_loop_config/batch_size,average_outer_es_loss,average_outer_es_accuracy,average_outer_es_precision,average_outer_es_recall,average_outer_es_specificity,average_outer_es_f1_score,average_outer_es_mcc,average_outer_es_auroc,average_outer_es_auprc,average_outer_es_true_positives,average_outer_es_false_negatives,average_outer_es_false_positives,average_outer_es_true_negatives,average_test_loss,average_test_accuracy,average_test_precision,average_test_recall,average_test_specificity,average_test_f1_score,average_test_mcc,average_test_auroc,average_test_auprc,average_test_true_positives,average_test_false_negatives,average_test_false_positives,average_test_true_negatives
0,0.0001,0.4,0.01,506,0.31864596009254453,0.8937345743179321,0.86309516,0.98367345,0.75625,0.9187374,0.7838766,0.8765359,0.87645113,24.2,7.8,0.8,48.0,0.3648481011390686,0.8686274409294128,0.83470315,0.9774194,0.7,0.90043116,0.7303089,0.82354844,0.8117472,28.0,12.0,1.4,60.6
1,1e-05,0.4,0.001,506,0.33677470684051514,0.8787654280662537,0.84781533,0.97551024,0.73125,0.9070371,0.7506403,0.8685241,0.86460876,23.4,8.6,1.2,47.6,0.3009693741798401,0.9019607901573181,0.8714286,0.983871,0.775,0.9242424,0.7984905,0.88,0.87201196,31.0,9.0,1.0,61.0
2,0.001,0.4,0.01,506,0.3231897562742233,0.8836419820785523,0.8474248,0.9877551,0.725,0.9115766,0.7661778,0.8603277,0.8531923,23.2,8.8,0.6,48.2,0.2751943528652191,0.9215686321258545,0.88571435,1.0,0.8,0.9393939,0.84176683,0.8558467,0.82114154,32.0,8.0,0.0,62.0
3,0.001,0.4,0.001,506,0.2923809319734573,0.8960185170173645,0.8647009,0.98341835,0.7625,0.91968775,0.78945625,0.89135706,0.8915655,24.4,7.6,0.8,48.0,0.4279256045818329,0.8411764621734619,0.81892186,0.948387,0.675,0.8788888,0.66691303,0.79935485,0.78387976,27.0,13.0,3.2,58.8
4,0.001,0.4,0.1,506,0.37629087567329406,0.8788580298423767,0.8503485,0.9714286,0.7375,0.9066698,0.7503537,0.86715424,0.8669847,23.6,8.4,1.4,47.4,0.38340964913368225,0.8647058844566345,0.8640434,0.9225806,0.775,0.89234495,0.7136405,0.86245966,0.8404328,31.0,9.0,4.8,57.2
5,0.0001,0.4,0.1,506,0.3782834768295288,0.8837036967277527,0.85385245,0.9754251,0.74375,0.9103662,0.76128376,0.8640399,0.85989237,23.8,8.2,1.2,47.6,0.3785642087459564,0.8823529481887817,0.8571428,0.96774185,0.75,0.9090909,0.75521415,0.8763307,0.8697298,30.0,10.0,2.0,60.0
6,0.001,0.0,0.001,506,0.34545310139656066,0.8787654280662537,0.852191,0.96734697,0.74375,0.9060408,0.74931896,0.8521577,0.8350066,23.8,8.2,1.6,47.2,0.3357775807380676,0.8843137264251709,0.85754526,0.97096777,0.75,0.91073143,0.75997066,0.85427415,0.83859336,30.0,10.0,1.8,60.2
7,1e-05,0.2,0.001,506,0.31020625233650206,0.8935185194015502,0.8635527,0.97959185,0.7625,0.9175636,0.7827659,0.8854658,0.8919331,24.4,7.6,1.0,47.8,0.4402972936630249,0.843137264251709,0.8194445,0.95161283,0.675,0.880597,0.6714262,0.82012093,0.82249117,27.0,13.0,3.0,59.0
8,0.001,0.4,0.01,506,0.3094638228416443,0.8911111116409302,0.8526009,0.9918367,0.7375,0.91677344,0.78124577,0.88259727,0.89222366,23.6,8.4,0.4,48.4,0.3212364614009857,0.8941176295280456,0.8595462,0.9870968,0.75,0.9189092,0.7839247,0.8460081,0.8071772,30.0,10.0,0.8,61.2
9,1e-05,0.4,0.1,506,0.40684505701065066,0.8762345671653747,0.8455,0.9753402,0.725,0.905286,0.7470934,0.8535794,0.84575576,23.2,8.8,1.2,47.6,0.36182371377944944,0.9215686321258545,0.89705884,0.983871,0.825,0.9384615,0.83774364,0.8891533,0.8820631,33.0,7.0,1.0,61.0
