config/train_loop_config/dataset_test_round,config/train_loop_config/learning_rate,config/train_loop_config/dropout_rate_normal,config/train_loop_config/dropout_rate_attention,config/train_loop_config/weight_decay,config/train_loop_config/batch_size,average_inner_es_loss,average_inner_es_accuracy,average_inner_es_precision,average_inner_es_recall,average_inner_es_specificity,average_inner_es_f1_score,average_inner_es_mcc,average_inner_es_auroc,average_inner_es_auprc,average_inner_es_true_positives,average_inner_es_false_negatives,average_inner_es_false_positives,average_inner_es_true_negatives,average_val_loss,average_val_accuracy,average_val_precision,average_val_recall,average_val_specificity,average_val_f1_score,average_val_mcc,average_val_auroc,average_val_auprc,average_val_true_positives,average_val_false_negatives,average_val_false_positives,average_val_true_negatives
0,0.001,0.2,0.4,0.1,506,0.40513247847557066,0.8738461613655091,0.85089475,0.95897436,0.74615383,0.9013939,0.73936194,0.8716963,0.8686363,19.4,6.6,1.6,37.4,0.39897714257240297,0.8835802555084229,0.8615529,0.9630953,0.7625,0.90907824,0.75940454,0.87019813,0.868755,24.4,7.6,1.8,47.0
1,0.01,0.4,0.2,0.1,506,0.3738717377185822,0.8707692384719848,0.84813136,0.95897436,0.7384616,0.89938927,0.7342471,0.868639,0.87417126,19.2,6.8,1.6,37.4,0.3968202888965607,0.8737654447555542,0.85311353,0.95909864,0.74375,0.90182173,0.7411474,0.86455023,0.86322916,23.8,8.2,2.0,46.8
2,0.01,0.4,0.2,0.001,506,0.38778761625289915,0.8523077011108399,0.836635,0.9384615,0.72307694,0.8838693,0.6943364,0.86725837,0.8815743,18.8,7.2,2.4,36.6,0.35637516975402833,0.8664506077766418,0.8481449,0.9508503,0.7375,0.8963274,0.7202871,0.8684006,0.86230135,23.6,8.4,2.4,46.4
3,0.01,0.0,0.4,0.01,506,0.327579003572464,0.8800000071525573,0.8554653,0.96410257,0.75384617,0.906277,0.75244296,0.8707101,0.8739907,19.6,6.4,1.4,37.6,0.34183011651039125,0.8886419653892517,0.8648283,0.9671768,0.76875,0.91304445,0.76917547,0.8744154,0.8771788,24.6,7.4,1.6,47.2
4,0.01,0.4,0.0,0.1,506,0.37781981825828553,0.855384624004364,0.8426938,0.9384615,0.7307693,0.88684785,0.6995146,0.85069036,0.84924287,19.0,7.0,2.4,36.6,0.38192443251609803,0.8836728453636169,0.8544833,0.97525513,0.74375,0.91038865,0.7621051,0.8655081,0.8694542,23.8,8.2,1.2,47.6
5,0.01,0.0,0.2,0.001,506,0.37354645133018494,0.8423077017068863,0.8261411,0.9358974,0.70192313,0.87724376,0.6704058,0.85798824,0.86272544,18.25,7.75,2.5,36.5,0.34261416643857956,0.8885030895471573,0.87102336,0.95875853,0.78125,0.91212595,0.7699849,0.8765595,0.8809393,25.0,7.0,2.0,46.75
6,0.01,0.2,0.4,0.01,506,0.3609911620616913,0.8707692384719848,0.8380006,0.9743589,0.71538466,0.9007556,0.73667204,0.8355029,0.8213129,18.6,7.4,1.0,38.0,0.3722217321395874,0.8686728477478027,0.8539592,0.94651353,0.75,0.8972269,0.72643316,0.86908484,0.87121594,24.0,8.0,2.6,46.2
7,0.001,0.0,0.4,0.1,506,0.4007237613201141,0.8738461613655091,0.8458708,0.9692308,0.7307693,0.9025365,0.7433181,0.8664694,0.8626305,19.0,7.0,1.2,37.8,0.3817104518413544,0.8886419773101807,0.8647669,0.9672619,0.76875,0.913015,0.7694352,0.88270885,0.8828699,24.6,7.4,1.6,47.2
8,0.01,0.0,0.0,0.01,506,0.3893075525760651,0.8523077011108399,0.8370407,0.9384616,0.72307694,0.88437796,0.6919419,0.8441814,0.8458541,18.8,7.2,2.4,36.6,0.35405140817165376,0.8812345743179322,0.8570439,0.9672619,0.75,0.9084157,0.7536422,0.8750518,0.86939335,24.0,8.0,1.6,47.2
9,0.01,0.4,0.0,0.01,506,0.30010458528995515,0.892307698726654,0.8684966,0.96923083,0.77692306,0.9156063,0.77882063,0.9058186,0.9016048,20.2,5.8,1.2,37.8,0.38077747225761416,0.8688271641731262,0.8457874,0.95909864,0.73125,0.8984067,0.72855747,0.85661536,0.8531469,23.4,8.6,2.0,46.8
