config/train_loop_config/dataset_test_round,config/train_loop_config/learning_rate,config/train_loop_config/dropout_rate_normal,config/train_loop_config/dropout_rate_attention,config/train_loop_config/weight_decay,config/train_loop_config/batch_size,average_outer_es_loss,average_outer_es_accuracy,average_outer_es_precision,average_outer_es_recall,average_outer_es_specificity,average_outer_es_f1_score,average_outer_es_mcc,average_outer_es_auroc,average_outer_es_auprc,average_outer_es_true_positives,average_outer_es_false_negatives,average_outer_es_false_positives,average_outer_es_true_negatives,average_test_loss,average_test_accuracy,average_test_precision,average_test_recall,average_test_specificity,average_test_f1_score,average_test_mcc,average_test_auroc,average_test_auprc,average_test_true_positives,average_test_false_negatives,average_test_false_positives,average_test_true_negatives
0,0.01,0.4,0.4,0.0,506,0.36516919136047366,0.844351863861084,0.85131896,0.90204084,0.75625,0.87410945,0.67893493,0.87621707,0.89243525,24.2,7.8,4.8,44.0,0.4221245884895325,0.8333333373069763,0.83705366,0.9,0.72999996,0.8645352,0.66061616,0.8333065,0.82921094,29.2,10.8,6.2,55.8
1,0.01,0.0,0.0,0.001,506,0.31128039956092834,0.8935802340507507,0.85420066,0.9959184,0.7375,0.9191721,0.7875972,0.8784332,0.8667017,23.6,8.4,0.2,48.6,0.29027593731880186,0.9117646813392639,0.8732394,1.0,0.775,0.9323309,0.82265455,0.8745161,0.87911546,31.0,9.0,0.0,62.0
2,0.01,0.0,0.2,0.001,506,0.3203112453222275,0.8910493969917297,0.8518349,0.9959184,0.73125,0.9176216,0.7827513,0.8748499,0.8798496,23.4,8.6,0.2,48.6,0.28172284960746763,0.9215686321258545,0.88571435,1.0,0.8,0.9393939,0.84176683,0.8868145,0.87674254,32.0,8.0,0.0,62.0
3,0.001,0.0,0.0,0.001,506,0.2975970059633255,0.9035185217857361,0.8633925,1.0,0.75625,0.92639524,0.8078098,0.8706566,0.8679594,24.2,7.8,0.0,48.8,0.35769116282463076,0.8725489974021912,0.82666665,1.0,0.675,0.9051095,0.74699396,0.8476613,0.85129565,27.0,13.0,0.0,62.0
4,0.01,0.0,0.2,0.001,506,0.3286024808883667,0.893641984462738,0.8539634,0.9958333,0.7375,0.9190773,0.78774816,0.85199964,0.8521808,23.6,8.4,0.2,48.6,0.2814856588840485,0.9117646813392639,0.8732394,1.0,0.775,0.9323309,0.82265455,0.89729846,0.9065629,31.0,9.0,0.0,62.0
5,0.01,0.0,0.0,0.0,506,0.3071950763463974,0.8985493898391723,0.8569559,1.0,0.74375,0.92276907,0.79816014,0.860899,0.8579915,23.8,8.2,0.0,48.8,0.2876989901065826,0.9019607901573181,0.86111104,1.0,0.75,0.9253732,0.8036375,0.90173376,0.9216773,30.0,10.0,0.0,62.0
6,0.1,0.2,0.0,0.0001,506,0.3132867991924286,0.8985185146331787,0.8566917,1.0,0.74375,0.92267096,0.79808223,0.87880266,0.87575275,23.8,8.2,0.0,48.8,0.3082235336303711,0.9,0.8587519,1.0,0.745,0.9240023,0.79984987,0.86137104,0.8605298,29.8,10.2,0.0,62.0
7,0.1,0.2,0.4,0.0001,506,0.5164885342121124,0.7323765397071839,0.7166761,1.0,0.325,0.8278478,0.38215938,0.7902995,0.8198737,10.4,21.6,0.0,48.8,0.5493141651153565,0.7196078419685363,0.69905645,1.0,0.28500003,0.81852007,0.35963932,0.7518951,0.80285203,11.4,28.6,0.0,62.0
8,0.01,0.0,0.4,0.0,506,0.3106851875782013,0.8960493803024292,0.8561819,0.9959184,0.74375,0.92066604,0.7914694,0.8764137,0.8743639,23.8,8.2,0.2,48.6,0.3193440496921539,0.9,0.86071986,0.9967742,0.75,0.9237572,0.7987093,0.85294354,0.8534028,30.0,10.0,0.2,61.8
9,0.1,0.0,0.0,0.0,506,0.33284285068511965,0.883672833442688,0.84916294,0.9835884,0.73125,0.9110681,0.7641093,0.8736049,0.8744892,23.4,8.6,0.8,48.0,0.27659512758255006,0.9176470518112183,0.89659107,0.9774194,0.825,0.9350859,0.8295889,0.897621,0.86522454,33.0,7.0,1.4,60.6
