inner_es_loss,inner_es_accuracy,val_loss,val_accuracy,number_epochs,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/train_loop_config/batch_size,config/train_loop_config/dataset_test_round,config/train_loop_config/dataset_fold_round,config/train_loop_config/learning_rate,config/train_loop_config/weight_decay,config/train_loop_config/dropout_rate,logdir
0.3771527409553528,0.8202247023582458,0.3938053250312805,0.8636363744735718,7142,1769162134,,False,1,8c01c_00084,2026-01-23_10-55-34,17307.712493658066,17307.712493658066,2628949,ggpu108,10.241.148.8,17307.712493658066,1,689,0,4,0.001,0.0001,0.2,8c01c_00084
0.3869832158088684,0.8314606547355652,0.4407162368297577,0.800000011920929,4370,1769158335,,False,1,8c01c_00086,2026-01-23_09-52-15,10674.392183065414,10674.392183065414,2633854,ggpu108,10.241.148.8,10674.392183065414,1,689,0,1,0.001,0.0001,0.4,8c01c_00086
0.44341814517974854,0.7640449404716492,0.34934940934181213,0.8272727131843567,7304,1769150096,,False,1,8c01c_00082,2026-01-23_07-34-56,17665.10901761055,17665.10901761055,2611766,ggpu108,10.241.148.8,17665.10901761055,1,689,0,2,0.001,0.0001,0.2,8c01c_00082
0.3610679507255554,0.8764045238494873,0.49083027243614197,0.7636363506317139,4486,1769147653,,False,1,8c01c_00083,2026-01-23_06-54-13,10930.258699178696,10930.258699178696,2617862,ggpu108,10.241.148.8,10930.258699178696,1,689,0,3,0.001,0.0001,0.2,8c01c_00083
0.35704922676086426,0.8539325594902039,0.41715189814567566,0.7818182110786438,6302,1769146111,,False,1,8c01c_00081,2026-01-23_06-28-31,15240.52230167389,15240.52230167389,2609161,ggpu108,10.241.148.8,15240.52230167389,1,689,0,1,0.001,0.0001,0.2,8c01c_00081
0.4255400002002716,0.8068181872367859,0.37269195914268494,0.8558558821678162,9993,1769144818,,False,1,8c01c_00080,2026-01-23_06-06-58,23800.19052672386,23800.19052672386,2595882,ggpu108,10.241.148.8,23800.19052672386,1,689,0,0,0.001,0.0001,0.2,8c01c_00080
0.3801950514316559,0.8202247023582458,0.39209046959877014,0.8818181753158569,9952,1769136713,,False,1,8c01c_00079,2026-01-23_03-51-53,23802.3979845047,23802.3979845047,2584799,ggpu108,10.241.148.8,23802.3979845047,1,689,0,4,0.001,0.0001,0.0,8c01c_00079
0.3107941150665283,0.8651685118675232,0.39144793152809143,0.8363636136054993,9998,1769132421,,False,1,8c01c_00076,2026-01-23_02-40-21,23921.512038469315,23921.512038469315,2577200,ggpu108,10.241.148.8,23921.512038469315,1,689,0,1,0.001,0.0001,0.0,8c01c_00076
0.30381056666374207,0.9101123809814453,0.4426247477531433,0.7909091114997864,8054,1769130862,,False,1,8c01c_00078,2026-01-23_02-14-22,19459.621828079224,19459.621828079224,2582212,ggpu108,10.241.148.8,19459.621828079224,1,689,0,3,0.001,0.0001,0.0,8c01c_00078
0.47112658619880676,0.7752808928489685,0.3887529671192169,0.8181818127632141,4129,1769121005,,False,1,8c01c_00077,2026-01-22_23-30-05,10169.909542322159,10169.909542322159,2580834,ggpu108,10.241.148.8,10169.909542322159,1,689,0,2,0.001,0.0001,0.0,8c01c_00077
0.519716203212738,0.7727272510528564,0.4517207145690918,0.8198198080062866,2955,1769112902,,False,1,8c01c_00075,2026-01-22_21-15-02,7288.189149856567,7288.189149856567,2572888,ggpu108,10.241.148.8,7288.189149856567,1,689,0,0,0.001,0.0001,0.0,8c01c_00075
