config/train_loop_config/dataset_test_round,config/train_loop_config/learning_rate,config/train_loop_config/dropout_rate,config/train_loop_config/weight_decay,config/train_loop_config/batch_size,average_outer_es_loss,average_outer_es_accuracy,average_outer_es_precision,average_outer_es_recall,average_outer_es_specificity,average_outer_es_f1_score,average_outer_es_mcc,average_outer_es_auroc,average_outer_es_auprc,average_outer_es_true_positives,average_outer_es_false_negatives,average_outer_es_false_positives,average_outer_es_true_negatives,average_test_loss,average_test_accuracy,average_test_precision,average_test_recall,average_test_specificity,average_test_f1_score,average_test_mcc,average_test_auroc,average_test_auprc,average_test_true_positives,average_test_false_negatives,average_test_false_positives,average_test_true_negatives
0,0.0001,0.0,0.01,689,0.19364554882049562,0.9146764874458313,0.9097207,0.93055046,0.8973149,0.9195584,0.8299595,0.97696096,0.97989446,47.2,5.4,4.0,53.6,0.18754189610481262,0.9130434989929199,0.879447,0.9666667,0.8545454,0.92079324,0.8299302,0.9803872,0.9821986,56.4,9.6,2.4,69.6
1,0.0001,0.0,0.01,689,0.18612834215164184,0.9237018942832946,0.9243714,0.9302481,0.9164732,0.9271458,0.84736794,0.9775113,0.98026735,48.2,4.4,4.0,53.6,0.20954101979732515,0.8927536487579346,0.89516515,0.9,0.8848485,0.89748,0.7852465,0.9733165,0.9762109,58.4,7.6,7.2,64.8
2,0.0001,0.0,0.01,689,0.22047213912010194,0.8966093420982361,0.88566196,0.92365396,0.8667634,0.90375197,0.79411346,0.9693615,0.9712442,45.6,7.0,4.4,53.2,0.1722722053527832,0.9347826242446899,0.9340917,0.9416666,0.9272727,0.93771046,0.869625,0.98169196,0.9826244,61.2,4.8,4.2,67.8
3,0.0001,0.0,0.01,689,0.18567416071891785,0.9146928668022156,0.9140789,0.9235935,0.90500724,0.9183575,0.8299963,0.977536,0.9803764,47.6,5.0,4.4,53.2,0.19686909914016723,0.900000023841858,0.9101189,0.8972222,0.9030303,0.9033925,0.8002737,0.97710437,0.98018724,59.6,6.4,7.4,64.6
4,0.0001,0.0,0.01,689,0.19459348320960998,0.9128255486488343,0.91107684,0.9232305,0.90108854,0.9164711,0.8268162,0.9779197,0.9811425,47.4,5.2,4.4,53.2,0.17891303300857545,0.9260869741439819,0.91646373,0.9444445,0.9060606,0.9301189,0.8524338,0.9794613,0.97948533,59.8,6.2,4.0,68.0
5,0.0001,0.0,0.01,689,0.21816942989826202,0.89832923412323,0.89573705,0.9167574,0.87859213,0.9046407,0.79930955,0.97112197,0.97393334,46.2,6.4,4.8,52.8,0.1949617475271225,0.9101449489593506,0.88203704,0.95555556,0.8606061,0.91723424,0.82268226,0.97626257,0.97825366,56.8,9.2,3.2,68.8
6,0.0001,0.2,0.01,689,0.20912334322929382,0.9165601968765259,0.9185673,0.92365396,0.9091436,0.92073584,0.83345765,0.9733893,0.9773682,47.8,4.8,4.4,53.2,0.19592683315277098,0.9188405990600585,0.9111706,0.93611115,0.9,0.9232516,0.83799994,0.9750841,0.9752432,59.4,6.6,4.6,67.4
7,0.0001,0.0,0.01,689,0.21144671142101287,0.9111056447029113,0.9045491,0.93049,0.8902032,0.91686964,0.8227812,0.96877384,0.9700695,46.8,5.8,4.0,53.6,0.1563321128487587,0.939130449295044,0.92975587,0.95555556,0.9212121,0.9424448,0.8783283,0.9828703,0.9817721,60.8,5.2,3.2,68.8
8,0.0001,0.0,0.01,689,0.20530422329902648,0.9091564297676087,0.9094278,0.91990316,0.89709723,0.91376716,0.8196108,0.97338784,0.9765028,47.2,5.4,4.6,53.0,0.2198156386613846,0.8956521987915039,0.881097,0.925,0.8636364,0.9024583,0.7916311,0.9709175,0.9745077,57.0,9.0,5.4,66.6
9,0.0001,0.0,0.01,689,0.1801506519317627,0.9293038487434387,0.922225,0.9445251,0.9125544,0.93317306,0.8585596,0.97941476,0.98103726,48.0,4.6,3.2,54.4,0.1773999512195587,0.9159420490264892,0.934248,0.9027778,0.9303031,0.91807824,0.8326303,0.9821129,0.9838293,61.4,4.6,7.0,65.0
