config/train_loop_config/dataset_test_round,config/train_loop_config/learning_rate,config/train_loop_config/dropout_rate,config/train_loop_config/weight_decay,config/train_loop_config/batch_size,average_outer_es_loss,average_outer_es_accuracy,average_outer_es_precision,average_outer_es_recall,average_outer_es_specificity,average_outer_es_f1_score,average_outer_es_mcc,average_outer_es_auroc,average_outer_es_auprc,average_outer_es_true_positives,average_outer_es_false_negatives,average_outer_es_false_positives,average_outer_es_true_negatives,average_test_loss,average_test_accuracy,average_test_precision,average_test_recall,average_test_specificity,average_test_f1_score,average_test_mcc,average_test_auroc,average_test_auprc,average_test_true_positives,average_test_false_negatives,average_test_false_positives,average_test_true_negatives
0,0.001,0.2,0.01,506,0.2796200156211853,0.9036111116409302,0.8651044,1.0,0.75625,0.9269699,0.8082975,0.88992345,0.8943946,24.2,7.8,0.0,48.8,0.3271473407745361,0.8823529481887817,0.8378378,1.0,0.7,0.91176474,0.765824,0.8592741,0.86445826,28.0,12.0,0.0,62.0
1,0.001,0.2,0.001,506,0.292454332113266,0.8960493683815003,0.8546047,1.0,0.7375,0.92122585,0.7934718,0.8863573,0.89749324,23.6,8.4,0.0,48.8,0.2740217626094818,0.9117646813392639,0.8732394,1.0,0.775,0.9323309,0.82265455,0.8866936,0.8871379,31.0,9.0,0.0,62.0
2,0.001,0.2,0.001,506,0.29927071630954744,0.8935185313224793,0.8523793,1.0,0.73125,0.91966707,0.78907,0.88034517,0.8924681,23.4,8.6,0.0,48.8,0.25626580119132997,0.9215686321258545,0.88571435,1.0,0.8,0.9393939,0.84176683,0.8777016,0.8671015,32.0,8.0,0.0,62.0
3,0.01,0.4,0.1,506,0.288775572180748,0.9059876561164856,0.8664626,1.0,0.7625,0.9281562,0.8125782,0.89440507,0.9064439,24.4,7.6,0.0,48.8,0.37745713591575625,0.8725489974021912,0.82666665,1.0,0.675,0.9051095,0.74699396,0.8010484,0.78493994,27.0,13.0,0.0,62.0
4,0.0001,0.0,0.001,506,0.30045553147792814,0.8961419820785522,0.85432625,1.0,0.7375,0.9211763,0.7935352,0.8668992,0.8630818,23.6,8.4,0.0,48.8,0.2677592635154724,0.9117646813392639,0.8732394,1.0,0.775,0.9323309,0.82265455,0.9010887,0.902966,31.0,9.0,0.0,62.0
5,0.01,0.2,0.001,506,0.2903434753417969,0.8985493898391723,0.8569559,1.0,0.74375,0.92276907,0.79816014,0.8825003,0.87992084,23.8,8.2,0.0,48.8,0.2897146165370941,0.9019607901573181,0.86111104,1.0,0.75,0.9253732,0.8036375,0.87495965,0.86876667,30.0,10.0,0.0,62.0
6,0.0001,0.0,0.001,506,0.29663230776786803,0.8985185146331787,0.8566917,1.0,0.74375,0.92267096,0.79808223,0.8671238,0.8669203,23.8,8.2,0.0,48.8,0.2859481394290924,0.9019607901573181,0.86111104,1.0,0.75,0.9253732,0.8036375,0.8782257,0.879652,30.0,10.0,0.0,62.0
7,0.01,0.2,0.1,506,0.28614685237407683,0.9058641910552978,0.86584634,1.0,0.7625,0.92789936,0.8123884,0.8910781,0.8935283,24.4,7.6,0.0,48.8,0.3606575787067413,0.8725489974021912,0.82666665,1.0,0.675,0.9051095,0.74699396,0.7897983,0.78347194,27.0,13.0,0.0,62.0
8,0.001,0.4,0.001,506,0.2880633771419525,0.8985185146331787,0.8568033,1.0,0.74375,0.9227048,0.79811466,0.8960247,0.9008501,23.8,8.2,0.0,48.8,0.29850728511810304,0.9019607901573181,0.86111104,1.0,0.75,0.9253732,0.8036375,0.8352823,0.8242466,30.0,10.0,0.0,62.0
9,0.001,0.0,0.1,506,0.31050742864608766,0.8911110997200012,0.8485702,1.0,0.725,0.9177367,0.78396094,0.857483,0.8541473,23.2,8.8,0.0,48.8,0.24358633160591125,0.9313725233078003,0.8985508,1.0,0.825,0.94656485,0.86099035,0.9189113,0.9226783,33.0,7.0,0.0,62.0
