,outer_es_loss,outer_es_accuracy,test_loss,test_accuracy,number_epochs,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/train_loop_config/es_folds,logdir,config/train_loop_config/dataset_test_round,config/train_loop_config/learning_rate,config/train_loop_config/weight_decay,config/train_loop_config/batch_size,config/train_loop_config/dropout_rate,outer_es_precision,outer_es_recall,outer_es_specificity,outer_es_f1_score,outer_es_mcc,outer_es_auroc,outer_es_auprc,outer_es_true_positives,outer_es_false_negatives,outer_es_false_positives,outer_es_true_negatives,test_precision,test_recall,test_specificity,test_f1_score,test_mcc,test_auroc,test_auprc,test_true_positives,test_false_negatives,test_false_positives,test_true_negatives
0,0.6651664972305298,0.630630612373352,0.6563012003898621,0.6159420013427734,530,1768983270,,False,1,b003e_00000,2026-01-21_09-14-30,647.5065891742706,647.5065891742706,3612976,ggpu105,10.241.148.5,647.5065891742706,1,0,b003e_00000,0,0.001,0.0,689,0.0,0.63076925,0.70689654,0.5471698,0.6666667,0.25761047,0.6480156,0.63287413,29.0,24.0,17.0,41.0,0.6233766,0.6666667,0.56060606,0.6442953,0.22859949,0.65656567,0.6011652,37.0,29.0,24.0,48.0
1,0.6329261064529419,0.6636363863945007,0.6477863788604736,0.6666666865348816,781,1768983528,,False,1,b003e_00001,2026-01-21_09-18-48,905.43239736557,905.43239736557,3613024,ggpu105,10.241.148.5,905.43239736557,1,1,b003e_00001,0,0.001,0.0,689,0.0,0.68421054,0.67241377,0.65384614,0.67826086,0.32598984,0.7055703,0.69677997,34.0,18.0,19.0,39.0,0.6547619,0.7638889,0.56060606,0.7051282,0.33213115,0.66919196,0.6090149,37.0,29.0,17.0,55.0
2,0.6369551420211792,0.6909090876579285,0.6464260220527649,0.6666666865348816,1103,1768983823,,False,1,b003e_00002,2026-01-21_09-23-43,1200.623506784439,1200.623506784439,3612990,ggpu105,10.241.148.5,1200.623506784439,1,2,b003e_00002,0,0.001,0.0,689,0.0,0.7,0.7241379,0.65384614,0.7118644,0.37899068,0.696618,0.65356714,34.0,18.0,16.0,42.0,0.6547619,0.7638889,0.56060606,0.7051282,0.33213115,0.67171717,0.60906905,37.0,29.0,17.0,55.0
3,0.6195834279060364,0.6181818246841431,0.6394980549812317,0.6449275612831116,1285,1768983988,,False,1,b003e_00003,2026-01-21_09-26-28,1364.312239408493,1364.312239408493,3612991,ggpu105,10.241.148.5,1364.312239408493,1,3,b003e_00003,0,0.001,0.0,689,0.0,0.6229508,0.6666667,0.5660377,0.6440678,0.23394674,0.7116849,0.7180076,30.0,23.0,19.0,38.0,0.64935064,0.6944444,0.59090906,0.67114097,0.28701937,0.6839225,0.6199829,39.0,27.0,22.0,50.0
4,0.5536525249481201,0.699999988079071,0.5533836483955383,0.739130437374115,9998,1768993246,,False,1,b003e_00004,2026-01-21_12-00-46,9967.661443471909,9967.661443471909,3615716,ggpu105,10.241.148.5,9967.661443471909,1,4,b003e_00004,0,0.001,0.0,689,0.0,0.7,0.7368421,0.6603774,0.71794873,0.3986073,0.79907316,0.8250561,35.0,18.0,15.0,42.0,0.725,0.8055556,0.6666667,0.7631579,0.47788748,0.7895622,0.73370457,44.0,22.0,14.0,58.0
5,0.6666041612625122,0.6756756901741028,0.617333710193634,0.6739130616188049,632,1768974448,,False,1,e2945_00000,2026-01-21_06-47-28,757.5434651374817,757.5434651374817,79749,ggpu106,10.241.148.6,757.5434651374817,1,0,e2945_00000,1,0.01,0.0,689,0.0,0.67741936,0.7241379,0.6226415,0.7,0.34882805,0.6538712,0.614568,33.0,20.0,16.0,42.0,0.6849315,0.6944444,0.6515151,0.6896552,0.3462147,0.7409512,0.7203959,43.0,23.0,22.0,50.0
6,0.6186801791191101,0.699999988079071,0.5706571340560913,0.739130437374115,9999,1768983464,,False,1,e2945_00001,2026-01-21_09-17-44,9773.492128133774,9773.492128133774,79751,ggpu106,10.241.148.6,9773.492128133774,1,1,e2945_00001,1,0.01,0.0,689,0.0,0.71428573,0.7017544,0.6981132,0.7079646,0.39966917,0.7295598,0.6869683,37.0,16.0,17.0,40.0,0.71428573,0.8333333,0.6363636,0.7692308,0.48075017,0.79229796,0.7528851,42.0,24.0,12.0,60.0
7,0.638816237449646,0.6727272868156433,0.6166902780532837,0.6811594367027283,738,1768974554,,False,1,e2945_00002,2026-01-21_06-49-14,863.4772925376892,863.4772925376892,79750,ggpu106,10.241.148.6,863.4772925376892,1,2,e2945_00002,1,0.01,0.0,689,0.0,0.6666667,0.7368421,0.6037736,0.7,0.3440494,0.6779213,0.64584625,32.0,21.0,15.0,42.0,0.7,0.6805556,0.6818182,0.69014084,0.3620691,0.74242425,0.7215948,45.0,21.0,23.0,49.0
8,0.5313436985015869,0.7636363506317139,0.5496384501457214,0.7753623127937317,8959,1768982466,,False,1,e2945_00003,2026-01-21_09-01-06,8775.249840259552,8775.249840259552,79784,ggpu106,10.241.148.6,8775.249840259552,1,3,e2945_00003,1,0.01,0.0,689,0.0,0.7580645,0.8103448,0.71153843,0.78333336,0.5253789,0.86372674,0.8978443,37.0,15.0,11.0,47.0,0.74698794,0.8611111,0.6818182,0.8,0.5539379,0.820707,0.8100956,45.0,21.0,10.0,62.0
9,0.6588800549507141,0.581818163394928,0.616495668888092,0.6884058117866516,732,1768975293,,False,1,e2945_00004,2026-01-21_07-01-33,833.41015625,833.41015625,82871,ggpu106,10.241.148.6,833.41015625,1,4,e2945_00004,1,0.01,0.0,689,0.0,0.59090906,0.67241377,0.48076922,0.62903225,0.15610902,0.61870027,0.6296845,25.0,27.0,19.0,39.0,0.6883117,0.7361111,0.6363636,0.7114094,0.37464917,0.7428451,0.72163665,42.0,24.0,19.0,53.0
10,0.560332715511322,0.7117117047309875,0.5342773795127869,0.7318840622901917,5700,1768976791,,False,1,b3125_00000,2026-01-21_07-26-31,5755.640667676926,5755.640667676926,321341,ggpu107,10.241.148.7,5755.640667676926,1,0,b3125_00000,2,0.001,0.0,689,0.0,0.7096774,0.7586207,0.6603774,0.73333335,0.42147326,0.7852961,0.78283226,35.0,18.0,14.0,44.0,0.7058824,0.8333333,0.6212121,0.7643312,0.4668401,0.8171297,0.78710055,41.0,25.0,12.0,60.0
11,0.5121544599533081,0.800000011920929,0.5383895635604858,0.739130437374115,9999,1768980995,,False,1,b3125_00001,2026-01-21_08-36-35,9959.95336675644,9959.95336675644,321342,ggpu107,10.241.148.7,9959.95336675644,1,1,b3125_00001,2,0.001,0.0,689,0.0,0.78125,0.86206895,0.7307692,0.8196721,0.6000438,0.87234753,0.88863635,38.0,14.0,8.0,50.0,0.71428573,0.8333333,0.6363636,0.7692308,0.48075017,0.8305977,0.7951641,42.0,24.0,12.0,60.0
12,0.5602245926856995,0.7636363506317139,0.5285741090774536,0.7318840622901917,6292,1768977340,,False,1,b3125_00002,2026-01-21_07-35-40,6304.538541555405,6304.538541555405,321376,ggpu107,10.241.148.7,6304.538541555405,1,2,b3125_00002,2,0.001,0.0,689,0.0,0.7580645,0.8103448,0.71153843,0.78333336,0.5253789,0.7901193,0.786797,37.0,15.0,11.0,47.0,0.7058824,0.8333333,0.6212121,0.7643312,0.4668401,0.8181818,0.7889426,41.0,25.0,12.0,60.0
13,0.6580315232276917,0.6181818246841431,0.6278331875801086,0.6811594367027283,893,1768972022,,False,1,b3125_00003,2026-01-21_06-07-02,986.784506559372,986.784506559372,321375,ggpu107,10.241.148.7,986.784506559372,1,3,b3125_00003,2,0.001,0.0,689,0.0,0.6119403,0.71929824,0.509434,0.66129035,0.23422381,0.6408473,0.6530557,27.0,26.0,16.0,41.0,0.6707317,0.7638889,0.59090906,0.71428573,0.3609262,0.711069,0.6574306,39.0,27.0,17.0,55.0
