,outer_es_loss,outer_es_accuracy,test_loss,test_accuracy,number_epochs,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/train_loop_config/es_folds,logdir,config/train_loop_config/dataset_test_round,config/train_loop_config/learning_rate,config/train_loop_config/weight_decay,config/train_loop_config/batch_size,config/train_loop_config/dropout_rate,outer_es_precision,outer_es_recall,outer_es_specificity,outer_es_f1_score,outer_es_mcc,outer_es_auroc,outer_es_auprc,outer_es_true_positives,outer_es_false_negatives,outer_es_false_positives,outer_es_true_negatives,test_precision,test_recall,test_specificity,test_f1_score,test_mcc,test_auroc,test_auprc,test_true_positives,test_false_negatives,test_false_positives,test_true_negatives
0,0.4231172204017639,0.8198198080062866,0.3460491597652435,0.8478260636329651,1129,1768954070,,False,1,98b9d_00000,2026-01-21_01-07-50,3698.2862980365753,3698.2862980365753,1355708,ggpu117,10.241.148.17,3698.2862980365753,1,0,98b9d_00000,0,0.01,0.0,689,0.0,0.82758623,0.82758623,0.8113208,0.82758623,0.63890696,0.8851659,0.84139407,43.0,10.0,10.0,48.0,0.79310346,0.9583333,0.72727275,0.8679245,0.7095257,0.92424244,0.9099414,48.0,18.0,3.0,69.0
1,0.3420280814170837,0.8454545736312866,0.349267840385437,0.8768116235733032,1034,1768953791,,False,1,98b9d_00001,2026-01-21_01-03-11,3419.3062245845795,3419.3062245845795,1355716,ggpu117,10.241.148.17,3419.3062245845795,1,1,98b9d_00001,0,0.01,0.0,689,0.0,0.8360656,0.87931037,0.8076923,0.85714287,0.6900985,0.92506635,0.92164093,42.0,10.0,7.0,51.0,0.8235294,0.9722222,0.77272725,0.89171976,0.76509905,0.9179293,0.88428956,51.0,15.0,2.0,70.0
2,0.4125359952449798,0.7818182110786438,0.3738201558589935,0.8478260636329651,911,1768953411,,False,1,98b9d_00003,2026-01-21_00-56-51,3039.9683933258057,3039.9683933258057,1355803,ggpu117,10.241.148.17,3039.9683933258057,1,3,98b9d_00003,0,0.01,0.0,689,0.0,0.75384617,0.8596491,0.6981132,0.8032787,0.5668414,0.89341277,0.87908983,37.0,16.0,8.0,49.0,0.8,0.9444444,0.74242425,0.86624205,0.70544726,0.900463,0.8679363,49.0,17.0,4.0,68.0
3,0.4674585461616516,0.7727272510528564,0.3608495891094208,0.8260869383811951,1639,1769295061,,False,1,98b9d_00002,2026-01-24_23-51-01,5183.207873106003,5183.207873106003,3766417,ggpu109,10.241.148.9,5183.207873106003,1,2,98b9d_00002,0,0.01,0.0,689,0.0,0.75384617,0.8448276,0.6923077,0.796748,0.5454267,0.8604112,0.8741328,36.0,16.0,9.0,49.0,0.78571427,0.9166667,0.72727275,0.84615386,0.65909296,0.91056395,0.88287795,48.0,18.0,6.0,66.0
4,0.4101332724094391,0.8090909123420715,0.3550150394439697,0.8405796885490417,1369,1769294253,,False,1,98b9d_00004,2026-01-24_23-37-33,4375.603396654129,4375.603396654129,3766416,ggpu109,10.241.148.9,4375.603396654129,1,4,98b9d_00004,0,0.01,0.0,689,0.0,0.7903226,0.8596491,0.754717,0.8235294,0.6189936,0.895399,0.9065462,40.0,13.0,8.0,49.0,0.80487806,0.9166667,0.75757575,0.85714287,0.68588823,0.9158249,0.8879671,50.0,16.0,6.0,66.0
5,0.4107807576656341,0.8108108043670654,0.3054636716842651,0.8768116235733032,2222,1768952853,,False,1,31aa9_00000,2026-01-21_00-47-33,6949.494893312454,6949.494893312454,427725,ggpu133,10.241.148.33,6949.494893312454,1,0,31aa9_00000,1,0.01,0.0,689,0.0,0.7936508,0.86206895,0.754717,0.8264463,0.62186414,0.88646716,0.86836326,40.0,13.0,8.0,50.0,0.8666667,0.9027778,0.8484849,0.88435376,0.753406,0.936027,0.9204822,56.0,10.0,7.0,65.0
6,0.3472282886505127,0.8545454740524292,0.3526454567909241,0.8478260636329651,1459,1768950556,,False,1,31aa9_00001,2026-01-21_00-09-16,4651.581637382507,4651.581637382507,427732,ggpu133,10.241.148.33,4651.581637382507,1,1,31aa9_00001,1,0.01,0.0,689,0.0,0.8596491,0.8596491,0.8490566,0.8596491,0.7087057,0.9248593,0.9410647,45.0,8.0,8.0,49.0,0.84,0.875,0.8181818,0.85714287,0.6951595,0.9168771,0.89586794,54.0,12.0,9.0,63.0
7,0.4531658589839935,0.7818182110786438,0.3926610648632049,0.8405796885490417,667,1768948207,,False,1,31aa9_00002,2026-01-20_23-30-07,2303.82602763176,2303.82602763176,427786,ggpu133,10.241.148.33,2303.82602763176,1,2,31aa9_00002,1,0.01,0.0,689,0.0,0.7704918,0.8245614,0.7358491,0.7966102,0.5634023,0.86660045,0.8761449,39.0,14.0,10.0,47.0,0.82894737,0.875,0.8030303,0.8513514,0.6809021,0.8939394,0.87071186,53.0,13.0,9.0,63.0
8,0.3659732341766357,0.8090909123420715,0.3532988429069519,0.8405796885490417,1569,1768950891,,False,1,31aa9_00003,2026-01-21_00-14-51,4987.421366691589,4987.421366691589,427819,ggpu133,10.241.148.33,4987.421366691589,1,3,31aa9_00003,1,0.01,0.0,689,0.0,0.7846154,0.87931037,0.7307692,0.8292683,0.61949706,0.9104774,0.91153544,38.0,14.0,7.0,51.0,0.8378378,0.8611111,0.8181818,0.84931505,0.6804394,0.92045456,0.89719164,54.0,12.0,10.0,62.0
9,0.3520171642303467,0.8363636136054993,0.3535646200180053,0.804347813129425,2498,1768955937,,False,1,31aa9_00004,2026-01-21_01-38-57,7720.385926961899,7720.385926961899,432615,ggpu133,10.241.148.33,7720.385926961899,1,4,31aa9_00004,1,0.01,0.0,689,0.0,0.82258064,0.87931037,0.78846157,0.85,0.67224467,0.9227453,0.93361646,41.0,11.0,7.0,51.0,0.8,0.8333333,0.77272725,0.81632656,0.6077897,0.91856056,0.8989792,51.0,15.0,12.0,60.0
