config/train_loop_config/dataset_test_round,config/train_loop_config/learning_rate,config/train_loop_config/dropout_rate,config/train_loop_config/weight_decay,config/train_loop_config/batch_size,average_outer_es_loss,average_outer_es_accuracy,average_outer_es_precision,average_outer_es_recall,average_outer_es_specificity,average_outer_es_f1_score,average_outer_es_mcc,average_outer_es_auroc,average_outer_es_auprc,average_outer_es_true_positives,average_outer_es_false_negatives,average_outer_es_false_positives,average_outer_es_true_negatives,average_test_loss,average_test_accuracy,average_test_precision,average_test_recall,average_test_specificity,average_test_f1_score,average_test_mcc,average_test_auroc,average_test_auprc,average_test_true_positives,average_test_false_negatives,average_test_false_positives,average_test_true_negatives
0,0.01,0.0,0.001,506,0.2725147694349289,0.9036111116409302,0.8651044,1.0,0.75625,0.9269699,0.8082975,0.9001648,0.91278964,24.2,7.8,0.0,48.8,0.33558307886123656,0.8823529481887817,0.8378378,1.0,0.7,0.91176474,0.765824,0.8583871,0.85811865,28.0,12.0,0.0,62.0
1,0.0001,0.4,0.01,506,0.3019644767045975,0.8960493683815003,0.8546047,1.0,0.7375,0.92122585,0.7934718,0.8762782,0.8752285,23.6,8.4,0.0,48.8,0.2754532516002655,0.9117646813392639,0.8732394,1.0,0.775,0.9323309,0.82265455,0.88129026,0.8822387,31.0,9.0,0.0,62.0
2,0.01,0.2,0.01,506,0.29374155700206755,0.8935185313224793,0.8523793,1.0,0.73125,0.91966707,0.78907,0.89109933,0.9057069,23.4,8.6,0.0,48.8,0.2625942349433899,0.9215686321258545,0.88571435,1.0,0.8,0.9393939,0.84176683,0.8794758,0.8670305,32.0,8.0,0.0,62.0
3,0.0001,0.0,0.001,506,0.27711895406246184,0.9059876561164856,0.8664626,1.0,0.7625,0.9281562,0.8125782,0.9039421,0.89979744,24.4,7.6,0.0,48.8,0.3631334602832794,0.8725489974021912,0.82666665,1.0,0.675,0.9051095,0.74699396,0.79830647,0.8175534,27.0,13.0,0.0,62.0
4,0.01,0.4,0.1,506,0.3258898496627808,0.8961419820785522,0.85432625,1.0,0.7375,0.9211763,0.7935352,0.8601098,0.8485281,23.6,8.4,0.0,48.8,0.30449019074440004,0.9117646813392639,0.8732394,1.0,0.775,0.9323309,0.82265455,0.8811693,0.88281965,31.0,9.0,0.0,62.0
5,0.01,0.0,0.01,506,0.2909672617912292,0.8985493898391723,0.8569559,1.0,0.74375,0.92276907,0.79816014,0.8827368,0.8857852,23.8,8.2,0.0,48.8,0.28794450163841245,0.9019607901573181,0.86111104,1.0,0.75,0.9253732,0.8036375,0.8863306,0.88967055,30.0,10.0,0.0,62.0
6,0.0001,0.2,0.001,506,0.29831143021583556,0.8985185146331787,0.8566917,1.0,0.74375,0.92267096,0.79808223,0.8633982,0.8694817,23.8,8.2,0.0,48.8,0.28874704241752625,0.9019607901573181,0.86111104,1.0,0.75,0.9253732,0.8036375,0.8754032,0.87021273,30.0,10.0,0.0,62.0
7,0.01,0.4,0.01,506,0.27337739169597625,0.9058641910552978,0.86584634,1.0,0.7625,0.92789936,0.8123884,0.9035036,0.9060298,24.4,7.6,0.0,48.8,0.36662871241569517,0.8725489974021912,0.82666665,1.0,0.675,0.9051095,0.74699396,0.7959274,0.78605384,27.0,13.0,0.0,62.0
8,0.01,0.2,0.001,506,0.28557077050209045,0.8985185146331787,0.8568033,1.0,0.74375,0.9227048,0.79811466,0.90077865,0.9014926,23.8,8.2,0.0,48.8,0.30206580758094786,0.9019607901573181,0.86111104,1.0,0.75,0.9253732,0.8036375,0.8373791,0.8218483,30.0,10.0,0.0,62.0
9,0.01,0.2,0.01,506,0.30438683927059174,0.8911110997200012,0.8485702,1.0,0.725,0.9177367,0.78396094,0.87416565,0.8813707,23.2,8.8,0.0,48.8,0.23851462006568908,0.9313725233078003,0.8985508,1.0,0.825,0.94656485,0.86099035,0.9113307,0.9094817,33.0,7.0,0.0,62.0
