config/train_loop_config/dataset_test_round,config/train_loop_config/learning_rate,config/train_loop_config/dropout_rate_normal,config/train_loop_config/dropout_rate_attention,config/train_loop_config/weight_decay,config/train_loop_config/batch_size,average_inner_es_loss,average_inner_es_accuracy,average_inner_es_precision,average_inner_es_recall,average_inner_es_specificity,average_inner_es_f1_score,average_inner_es_mcc,average_inner_es_auroc,average_inner_es_auprc,average_inner_es_true_positives,average_inner_es_false_negatives,average_inner_es_false_positives,average_inner_es_true_negatives,average_val_loss,average_val_accuracy,average_val_precision,average_val_recall,average_val_specificity,average_val_f1_score,average_val_mcc,average_val_auroc,average_val_auprc,average_val_true_positives,average_val_false_negatives,average_val_false_positives,average_val_true_negatives
0,0.01,0.0,0.0,0.0,506,0.3922889828681946,0.8523077011108399,0.84024715,0.9333333,0.7307693,0.8835074,0.6932453,0.87978303,0.8911436,19.0,7.0,2.6,36.4,0.43385666608810425,0.8538888812065124,0.8451437,0.9302721,0.7375,0.8851415,0.6934942,0.86128825,0.88302785,23.6,8.4,3.4,45.4
1,0.01,0.2,0.0,0.0001,506,0.41065323948860166,0.8276923179626465,0.81111145,0.9333333,0.6692308,0.86742896,0.63892335,0.8648915,0.8807081,17.4,8.6,2.6,36.4,0.46037653684616087,0.843950629234314,0.8351327,0.93035716,0.7125,0.8783536,0.6758515,0.82684815,0.8240364,22.8,9.2,3.4,45.4
2,0.001,0.0,0.0,0.0,506,0.45611637830734253,0.800000011920929,0.7878885,0.9487179,0.5769231,0.8554079,0.56228584,0.80690336,0.8265417,15.0,11.0,2.0,37.0,0.4957621395587921,0.7866666674613952,0.7720535,0.9510204,0.5375,0.8479184,0.5285593,0.7388061,0.7878996,17.2,14.8,2.4,46.4
3,0.01,0.0,0.0,0.0,506,0.3390853822231293,0.8800000071525573,0.86480236,0.94871795,0.77692306,0.9046496,0.7501756,0.89674556,0.90430343,20.2,5.8,2.0,37.0,0.4249576091766357,0.8540432095527649,0.84414357,0.9304422,0.7375,0.88498086,0.6934365,0.85494006,0.8593799,23.6,8.4,3.4,45.4
4,0.01,0.4,0.0,0.0,506,0.42154058814048767,0.8276923179626465,0.8201917,0.9179487,0.6923077,0.86507636,0.640578,0.8603551,0.875325,18.0,8.0,3.2,35.8,0.43192119598388673,0.8539814829826355,0.83572567,0.94651353,0.7125,0.886946,0.6961808,0.8451983,0.8395916,22.8,9.2,2.6,46.2
5,0.01,0.2,0.0,0.0,506,0.4332995355129242,0.8400000095367431,0.8280681,0.9282052,0.7076923,0.874272,0.66818357,0.8475345,0.8606887,18.4,7.6,2.8,36.2,0.43367418050765993,0.8415432095527648,0.8382185,0.91768706,0.725,0.8749282,0.6682841,0.86150753,0.8595001,23.2,8.8,4.0,44.8
6,0.01,0.0,0.0,0.0,506,0.39378690123558047,0.8430769324302674,0.831679,0.9282052,0.7153846,0.87680495,0.6718142,0.8727811,0.89629745,18.6,7.4,2.8,36.2,0.42065519094467163,0.8365123510360718,0.845714,0.89319724,0.75,0.86822164,0.6565265,0.86510944,0.88266295,24.0,8.0,5.2,43.6
7,0.01,0.0,0.2,0.0,506,0.48910194635391235,0.7723077058792114,0.780433,0.90256417,0.5769231,0.8307231,0.49938744,0.8045365,0.8348225,15.0,11.0,3.8,35.2,0.4618786334991455,0.7817284107208252,0.77901334,0.92653066,0.5625,0.8407372,0.5186793,0.7655373,0.81492555,18.0,14.0,3.6,45.2
8,0.01,0.0,0.0,0.0,506,0.4747345864772797,0.8400000095367431,0.82164943,0.9384615,0.69230765,0.87584877,0.6662399,0.80374753,0.80652124,18.0,8.0,2.4,36.6,0.4283373713493347,0.8515432000160217,0.8374292,0.9386054,0.71875,0.884527,0.6897133,0.8552389,0.8687769,23.0,9.0,3.0,45.8
9,0.01,0.4,0.0,0.0,506,0.3703909754753113,0.8861538529396057,0.87496316,0.94871795,0.79230773,0.90953654,0.764048,0.88885605,0.88366604,20.6,5.4,2.0,37.0,0.43412572145462036,0.8490123510360718,0.8338784,0.9386905,0.7125,0.8826122,0.6847118,0.85023516,0.84928167,22.8,9.2,3.0,45.8
