config/train_loop_config/dataset_test_round,config/train_loop_config/learning_rate,config/train_loop_config/dropout_rate,config/train_loop_config/weight_decay,config/train_loop_config/batch_size,average_outer_es_loss,average_outer_es_accuracy,average_outer_es_precision,average_outer_es_recall,average_outer_es_specificity,average_outer_es_f1_score,average_outer_es_mcc,average_outer_es_auroc,average_outer_es_auprc,average_outer_es_true_positives,average_outer_es_false_negatives,average_outer_es_false_positives,average_outer_es_true_negatives,average_test_loss,average_test_accuracy,average_test_precision,average_test_recall,average_test_specificity,average_test_f1_score,average_test_mcc,average_test_auroc,average_test_auprc,average_test_true_positives,average_test_false_negatives,average_test_false_positives,average_test_true_negatives
0,0.01,0.0,0.0001,506,0.4724055051803589,0.7996296286582947,0.78683054,0.9221939,0.6125,0.8484456,0.5751014,0.82592475,0.8374979,19.6,12.4,3.8,45.0,0.49762105345726015,0.7764705777168274,0.778154,0.89032257,0.6,0.829301,0.5223098,0.81677425,0.86765707,24.0,16.0,6.8,55.2
1,0.01,0.0,0.0001,506,0.47549972534179685,0.7866666793823243,0.77177083,0.9510204,0.5375,0.84781647,0.5286597,0.8032419,0.83874595,17.2,14.8,2.4,46.4,0.4900545239448547,0.7784313678741455,0.77615273,0.9258064,0.55,0.83949834,0.50474656,0.7668548,0.79516137,22.0,18.0,4.6,57.4
2,0.01,0.0,0.0001,506,0.48127845525741575,0.7945678949356079,0.78660345,0.94260204,0.56875,0.8523451,0.54353416,0.81027186,0.83442354,18.2,13.8,2.8,46.0,0.4613514244556427,0.8137254834175109,0.79456854,0.96774197,0.575,0.8683611,0.5840078,0.77745974,0.79601955,23.0,17.0,2.0,60.0
3,0.01,0.0,0.0001,506,0.5092733502388,0.7378703594207764,0.7347651,0.94659865,0.41875,0.8197735,0.399152,0.7369407,0.80152,13.4,18.6,2.6,46.2,0.5983402848243713,0.7019608020782471,0.7045752,0.9258065,0.355,0.79387414,0.3149478,0.6497984,0.71373177,14.2,25.8,4.6,57.4
4,0.01,0.0,0.0001,506,0.4434732675552368,0.8242901206016541,0.81283283,0.9220238,0.675,0.86363965,0.6306012,0.8475593,0.8598757,21.6,10.4,3.8,45.0,0.46917538046836854,0.799999988079071,0.8170215,0.8677419,0.695,0.8406498,0.57690877,0.8321371,0.8474089,27.8,12.2,8.2,53.8
5,0.01,0.0,0.0001,506,0.5097529470920563,0.7471604943275452,0.7392128,0.9591837,0.425,0.8276876,0.42107376,0.75985205,0.8272753,13.6,18.4,2.0,46.8,0.5750152349472046,0.7490196108818055,0.7423063,0.95806456,0.425,0.82930106,0.41885263,0.6557661,0.70825326,17.0,23.0,2.6,59.4
6,0.01,0.0,0.0001,506,0.45998117327690125,0.7920987606048584,0.78283894,0.942517,0.5625,0.8503666,0.53847736,0.8172247,0.8488288,18.0,14.0,2.8,46.0,0.4828535199165344,0.7823529481887818,0.77883726,0.9290322,0.55499995,0.84222734,0.5146938,0.7773387,0.80390203,22.2,17.8,4.4,57.6
7,0.01,0.0,0.0001,506,0.5673648536205291,0.6953086376190185,0.6982767,0.93469393,0.33125,0.7924298,0.29995912,0.69257677,0.77881205,10.6,21.4,3.2,45.6,0.625494408607483,0.6901960849761963,0.68347305,0.96129036,0.26999998,0.7939875,0.2892434,0.62552416,0.71017516,10.8,29.2,2.4,59.6
8,0.01,0.0,0.0001,506,0.48012213706970214,0.7817283987998962,0.7707776,0.94285715,0.5375,0.8436368,0.51697624,0.7979805,0.8324156,17.2,14.8,2.8,46.0,0.5117621839046478,0.7745097994804382,0.75948167,0.94838715,0.505,0.83989733,0.49851555,0.75270164,0.766435,20.2,19.8,3.2,58.8
9,0.01,0.0,0.0,506,0.5002587735652924,0.7673456788063049,0.7579597,0.9341837,0.5125,0.83267593,0.48525017,0.7877843,0.82463586,16.4,15.6,3.2,45.6,0.47532623410224917,0.81372549533844,0.78972346,0.9774194,0.56000006,0.86959565,0.5862105,0.79439515,0.8128875,22.4,17.6,1.4,60.6
