config/train_loop_config/dataset_test_round,config/train_loop_config/learning_rate,config/train_loop_config/dropout_rate,config/train_loop_config/weight_decay,config/train_loop_config/batch_size,average_outer_es_loss,average_outer_es_accuracy,average_outer_es_precision,average_outer_es_recall,average_outer_es_specificity,average_outer_es_f1_score,average_outer_es_mcc,average_outer_es_auroc,average_outer_es_auprc,average_outer_es_true_positives,average_outer_es_false_negatives,average_outer_es_false_positives,average_outer_es_true_negatives,average_test_loss,average_test_accuracy,average_test_precision,average_test_recall,average_test_specificity,average_test_f1_score,average_test_mcc,average_test_auroc,average_test_auprc,average_test_true_positives,average_test_false_negatives,average_test_false_positives,average_test_true_negatives
0,0.0001,0.4,0.001,506,0.28337748646736144,0.9036111116409302,0.8651044,1.0,0.75625,0.9269699,0.8082975,0.8681282,0.8674222,24.2,7.8,0.0,48.8,0.32617738246917727,0.8823529481887817,0.8378378,1.0,0.7,0.91176474,0.7658241,0.85298383,0.8545658,28.0,12.0,0.0,62.0
1,0.001,0.0,0.01,506,0.2936690330505371,0.8960493683815003,0.8546047,1.0,0.7375,0.92122585,0.7934718,0.87288487,0.8739487,23.6,8.4,0.0,48.8,0.2761103928089142,0.9117646813392639,0.8732394,1.0,0.775,0.9323309,0.82265455,0.8716935,0.8536049,31.0,9.0,0.0,62.0
2,0.001,0.2,0.001,506,0.2901259422302246,0.8935185313224793,0.8523793,1.0,0.73125,0.91966707,0.78907,0.89459103,0.8982999,23.4,8.6,0.0,48.8,0.2592252612113953,0.9215686321258545,0.88571435,1.0,0.8,0.9393939,0.84176683,0.88012093,0.85822946,32.0,8.0,0.0,62.0
3,0.0001,0.0,0.001,506,0.28102006018161774,0.9059876561164856,0.8664626,1.0,0.7625,0.9281562,0.8125782,0.8816234,0.8737219,24.4,7.6,0.0,48.8,0.36422529220581057,0.8725489974021912,0.82666665,1.0,0.675,0.9051095,0.74699396,0.8092742,0.8105588,27.0,13.0,0.0,62.0
4,0.0001,0.0,0.01,506,0.3017354071140289,0.8961419820785522,0.85432625,1.0,0.7375,0.9211763,0.79353523,0.8699843,0.8642146,23.6,8.4,0.0,48.8,0.2744941532611847,0.9117646813392639,0.8732394,1.0,0.775,0.9323309,0.82265455,0.8872984,0.88116056,31.0,9.0,0.0,62.0
5,0.001,0.4,0.01,506,0.2899848848581314,0.8985493898391723,0.8569559,1.0,0.74375,0.92276907,0.7981601,0.87836015,0.8720309,23.8,8.2,0.0,48.8,0.28866092562675477,0.9019607901573181,0.86111104,1.0,0.75,0.9253732,0.8036376,0.86794347,0.8648268,30.0,10.0,0.0,62.0
6,0.001,0.0,0.001,506,0.2923797369003296,0.8985185146331787,0.8566917,1.0,0.74375,0.92267096,0.79808223,0.87076694,0.8606639,23.8,8.2,0.0,48.8,0.2884110689163208,0.9019607901573181,0.86111104,1.0,0.75,0.9253732,0.8036376,0.87016124,0.8553108,30.0,10.0,0.0,62.0
7,0.01,0.0,0.1,506,0.2757284253835678,0.9058641910552978,0.86584634,1.0,0.7625,0.92789936,0.8123884,0.8905838,0.892399,24.4,7.6,0.0,48.8,0.35621697306632993,0.8725489974021912,0.82666665,1.0,0.675,0.9051095,0.74699396,0.8103628,0.78335243,27.0,13.0,0.0,62.0
8,0.01,0.0,0.1,506,0.2876941680908203,0.8985185146331787,0.8568033,1.0,0.74375,0.9227048,0.79811466,0.88629353,0.8940228,23.8,8.2,0.0,48.8,0.29767406582832334,0.9019607901573181,0.86111104,1.0,0.75,0.9253732,0.8036376,0.8376209,0.81131345,30.0,10.0,0.0,62.0
9,0.001,0.0,0.001,506,0.30475376844406127,0.8911110997200012,0.8485702,1.0,0.725,0.9177367,0.78396094,0.8550383,0.8336541,23.2,8.8,0.0,48.8,0.23098802864551543,0.9313725233078003,0.8985508,1.0,0.825,0.94656485,0.86099035,0.92584676,0.9239839,33.0,7.0,0.0,62.0
