outer_es_loss,outer_es_accuracy,test_loss,test_accuracy,number_epochs,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/train_loop_config/es_folds,logdir,config/train_loop_config/dataset_test_round,config/train_loop_config/learning_rate,config/train_loop_config/weight_decay,config/train_loop_config/batch_size,config/train_loop_config/dropout_rate,outer_es_precision,outer_es_recall,outer_es_specificity,outer_es_f1_score,outer_es_mcc,outer_es_auroc,outer_es_auprc,outer_es_true_positives,outer_es_false_negatives,outer_es_false_positives,outer_es_true_negatives,test_precision,test_recall,test_specificity,test_f1_score,test_mcc,test_auroc,test_auprc,test_true_positives,test_false_negatives,test_false_positives,test_true_negatives
0.3866553008556366,0.8518518805503845,0.32516801357269287,0.8823529481887817,123,1730858322,,False,1,32c3c_00000,2024-11-06_02-58-42,172.19321823120117,172.19321823120117,427148,agq014,10.108.101.14,172.19321823120117,1,0,32c3c_00000,0,0.0001,0.001,506,0.4,0.8032787,1.0,0.625,0.8909091,0.70855427,0.79559946,0.7922603,20.0,12.0,0.0,49.0,0.8378378,1.0,0.7,0.9117647,0.7658241,0.86693555,0.8771653,28.0,12.0,0.0,62.0
0.2947140038013458,0.9012345671653748,0.3210257589817047,0.8823529481887817,159,1730858324,,False,1,32c3c_00001,2024-11-06_02-58-44,174.75873351097107,174.75873351097107,427149,agq014,10.108.101.14,174.75873351097107,1,1,32c3c_00001,0,0.0001,0.001,506,0.4,0.8596491,1.0,0.75,0.9245283,0.80295503,0.85427296,0.82031596,24.0,8.0,0.0,49.0,0.8378378,1.0,0.7,0.9117647,0.7658241,0.8709677,0.8945447,28.0,12.0,0.0,62.0
0.23654378950595856,0.9259259104728699,0.3237992227077484,0.8823529481887817,110,1730858322,,False,1,32c3c_00002,2024-11-06_02-58-42,172.19285607337952,172.19285607337952,427151,agq014,10.108.101.14,172.19285607337952,1,2,32c3c_00002,0,0.0001,0.001,506,0.4,0.8909091,1.0,0.8125,0.9423077,0.85080177,0.9126275,0.92454493,26.0,6.0,0.0,49.0,0.8378378,1.0,0.7,0.9117647,0.7658241,0.86532253,0.8740331,28.0,12.0,0.0,62.0
0.336866170167923,0.8765432238578796,0.3305911123752594,0.8823529481887817,170,1730858323,,False,1,32c3c_00003,2024-11-06_02-58-43,173.77659511566162,173.77659511566162,427150,agq014,10.108.101.14,173.77659511566162,1,3,32c3c_00003,0,0.0001,0.001,506,0.4,0.8305085,1.0,0.6875,0.9074074,0.7556286,0.8211097,0.840201,22.0,10.0,0.0,49.0,0.8378378,1.0,0.7,0.9117647,0.7658241,0.8193548,0.7787565,28.0,12.0,0.0,62.0
0.1621081680059433,0.9624999761581421,0.33030280470848083,0.8823529481887817,55,1730858292,,False,1,32c3c_00004,2024-11-06_02-58-12,139.49946999549866,139.49946999549866,1540703,agq013,10.108.101.13,139.49946999549866,1,4,32c3c_00004,0,0.0001,0.001,506,0.4,0.9411765,1.0,0.90625,0.969697,0.92354816,0.95703125,0.95978886,29.0,3.0,0.0,48.0,0.8378378,1.0,0.7,0.9117647,0.7658241,0.8423387,0.84832966,28.0,12.0,0.0,62.0
0.28682413697242737,0.9012345671653748,0.28171229362487793,0.9117646813392639,79,1730858291,,False,1,32c3c_00005,2024-11-06_02-58-11,139.0453176498413,139.0453176498413,1540704,agq013,10.108.101.13,139.0453176498413,1,0,32c3c_00005,1,0.001,0.01,506,0.0,0.8596491,1.0,0.75,0.9245283,0.80295503,0.8823342,0.8793185,24.0,8.0,0.0,49.0,0.87323946,1.0,0.775,0.93233085,0.82265455,0.86693543,0.86760235,31.0,9.0,0.0,62.0
0.23647454380989075,0.9259259104728699,0.26721563935279846,0.9117646813392639,25,1730858291,,False,1,32c3c_00006,2024-11-06_02-58-11,138.66713619232178,138.66713619232178,1540705,agq013,10.108.101.13,138.66713619232178,1,1,32c3c_00006,1,0.001,0.01,506,0.0,0.8909091,1.0,0.8125,0.9423077,0.85080177,0.90688777,0.9179095,26.0,6.0,0.0,49.0,0.87323946,1.0,0.775,0.93233085,0.82265455,0.89314514,0.8720645,31.0,9.0,0.0,62.0
0.3961043059825897,0.8395061492919922,0.2858480215072632,0.9117646813392639,8,1730858282,,False,1,32c3c_00007,2024-11-06_02-58-02,130.0995831489563,130.0995831489563,1540702,agq013,10.108.101.13,130.0995831489563,1,2,32c3c_00007,1,0.001,0.01,506,0.0,0.7903226,1.0,0.59375,0.8828829,0.6850212,0.8064413,0.8005346,19.0,13.0,0.0,49.0,0.87323946,1.0,0.775,0.93233085,0.82265455,0.87016135,0.83359087,31.0,9.0,0.0,62.0
0.26020774245262146,0.9135802388191223,0.27317744493484497,0.9117646813392639,15,1730858446,,False,1,32c3c_00008,2024-11-06_03-00-46,131.594806432724,131.594806432724,1542320,agq013,10.108.101.13,131.594806432724,1,3,32c3c_00008,1,0.001,0.01,506,0.0,0.875,1.0,0.78125,0.93333334,0.8267973,0.89636487,0.89106596,25.0,7.0,0.0,49.0,0.87323946,1.0,0.775,0.93233085,0.82265455,0.8637097,0.84877706,31.0,9.0,0.0,62.0
0.28873443603515625,0.8999999761581421,0.2725985646247864,0.9117646813392639,47,1730858446,,False,1,32c3c_00009,2024-11-06_03-00-46,131.5835039615631,131.5835039615631,1542587,agq013,10.108.101.13,131.5835039615631,1,4,32c3c_00009,1,0.001,0.01,506,0.0,0.85714287,1.0,0.75,0.9230769,0.80178374,0.8723958,0.8809145,24.0,8.0,0.0,48.0,0.87323946,1.0,0.775,0.93233085,0.82265455,0.86451614,0.8459896,31.0,9.0,0.0,62.0
