inner_es_loss,inner_es_accuracy,val_loss,val_accuracy,number_epochs,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/train_loop_config/batch_size,config/train_loop_config/dataset_test_round,config/train_loop_config/dataset_fold_round,config/train_loop_config/learning_rate,config/train_loop_config/weight_decay,config/train_loop_config/dropout_rate,logdir
0.6397653222084045,0.625,0.6437227129936218,0.6126126050949097,917,1768326859,,False,1,f023e_00000,2026-01-13_18-54-19,826.2539169788361,826.2539169788361,251518,ggpu115,10.241.148.15,826.2539169788361,1,689,6,0,0.01,0.0,0.0,f023e_00000
0.6611430048942566,0.6292135119438171,0.7304825782775879,0.5545454621315002,1497,1768327338,,False,1,f023e_00001,2026-01-13_19-02-18,1305.4907565116882,1305.4907565116882,251515,ggpu115,10.241.148.15,1305.4907565116882,1,689,6,1,0.01,0.0,0.0,f023e_00001
0.6760367155075073,0.5730336904525757,0.6918238997459412,0.581818163394928,107,1768326226,,False,1,f023e_00002,2026-01-13_18-43-46,193.5720019340515,193.5720019340515,251516,ggpu115,10.241.148.15,193.5720019340515,1,689,6,2,0.01,0.0,0.0,f023e_00002
0.6375503540039062,0.6853932738304138,0.6441820859909058,0.6363636255264282,1712,1768327525,,False,1,f023e_00003,2026-01-13_19-05-25,1492.0007908344269,1492.0007908344269,251517,ggpu115,10.241.148.15,1492.0007908344269,1,689,6,3,0.01,0.0,0.0,f023e_00003
0.6737617254257202,0.6067415475845337,0.6508066058158875,0.6000000238418579,382,1768326640,,False,1,f023e_00004,2026-01-13_18-50-40,399.9672181606293,399.9672181606293,255042,ggpu115,10.241.148.15,399.9672181606293,1,689,6,4,0.01,0.0,0.0,f023e_00004
0.6823690533638,0.5909090638160706,0.6746631860733032,0.6486486196517944,221,1768326926,,False,1,f023e_00005,2026-01-13_18-55-26,271.3493740558624,271.3493740558624,256272,ggpu115,10.241.148.15,271.3493740558624,1,689,6,0,0.01,0.0,0.2,f023e_00005
0.6832349896430969,0.6067415475845337,0.7328058481216431,0.4909090995788574,226,1768327153,,False,1,f023e_00006,2026-01-13_18-59-13,283.4187409877777,283.4187409877777,257178,ggpu115,10.241.148.15,283.4187409877777,1,689,6,1,0.01,0.0,0.2,f023e_00006
0.6752956509590149,0.5730336904525757,0.6900694370269775,0.581818163394928,473,1768327418,,False,1,f023e_00007,2026-01-13_19-03-38,482.933447599411,482.933447599411,257871,ggpu115,10.241.148.15,482.933447599411,1,689,6,2,0.01,0.0,0.2,f023e_00007
0.6681766510009766,0.6404494643211365,0.6710562705993652,0.6363636255264282,1144,1768328177,,False,1,f023e_00008,2026-01-13_19-16-17,1014.2170207500458,1014.2170207500458,258783,ggpu115,10.241.148.15,1014.2170207500458,1,689,6,3,0.01,0.0,0.2,f023e_00008
0.6791976690292358,0.6067415475845337,0.6689280867576599,0.6090909242630005,362,1768327750,,False,1,f023e_00009,2026-01-13_19-09-10,395.66570591926575,395.66570591926575,259635,ggpu115,10.241.148.15,395.66570591926575,1,689,6,4,0.01,0.0,0.2,f023e_00009
