config/train_loop_config/dataset_test_round,config/train_loop_config/learning_rate,config/train_loop_config/dropout_rate,config/train_loop_config/weight_decay,config/train_loop_config/batch_size,average_outer_es_loss,average_outer_es_accuracy,average_outer_es_precision,average_outer_es_recall,average_outer_es_specificity,average_outer_es_f1_score,average_outer_es_mcc,average_outer_es_auroc,average_outer_es_auprc,average_outer_es_true_positives,average_outer_es_false_negatives,average_outer_es_false_positives,average_outer_es_true_negatives,average_test_loss,average_test_accuracy,average_test_precision,average_test_recall,average_test_specificity,average_test_f1_score,average_test_mcc,average_test_auroc,average_test_auprc,average_test_true_positives,average_test_false_negatives,average_test_false_positives,average_test_true_negatives
0,0.01,0.0,0.0001,506,0.5146572053432464,0.7724074006080628,0.75963265,0.942517,0.5125,0.8370638,0.49788508,0.77099276,0.80554724,16.4,15.6,2.8,46.0,0.5411221146583557,0.7333333373069764,0.7419528,0.89032257,0.49,0.80442417,0.40705818,0.7479032,0.8075277,19.6,20.4,6.8,55.2
1,0.01,0.0,0.0,506,0.49550987482070924,0.7693827152252197,0.76067847,0.93469393,0.51875,0.83441067,0.48942503,0.7856877,0.83119947,16.6,15.4,3.2,45.6,0.5101438641548157,0.7666666746139527,0.7711138,0.9096774,0.54499996,0.8290895,0.48078126,0.75403225,0.7876627,21.8,18.2,5.6,56.4
2,0.001,0.0,0.0,506,0.5252431869506836,0.7797839522361756,0.7631137,0.955017,0.5125,0.84401923,0.5155729,0.7370974,0.77920395,16.4,15.6,2.2,46.6,0.5065789461135864,0.7745098114013672,0.7639252,0.94193554,0.515,0.8395091,0.49652243,0.76125,0.7920627,20.6,19.4,3.6,58.4
3,0.001,0.2,0.0,506,0.6037118077278137,0.68790123462677,0.6719753,0.9918367,0.225,0.79759675,0.2782485,0.62001085,0.70796525,7.2,24.8,0.4,48.4,0.6275466442108154,0.6666666865348816,0.65842384,0.9741936,0.19,0.7827531,0.21801074,0.5764516,0.67203605,7.6,32.4,1.6,60.4
4,0.01,0.0,0.0001,506,0.45286316275596616,0.8218518614768981,0.8034586,0.9344388,0.65,0.8638404,0.6256865,0.8437805,0.8619355,20.8,11.2,3.2,45.6,0.48444167375564573,0.7921568632125855,0.805364,0.8677419,0.675,0.8347863,0.5597944,0.8150403,0.841205,27.0,13.0,8.2,53.8
5,0.01,0.0,0.0001,506,0.5729856133460999,0.6903703689575196,0.6863259,0.96734697,0.26875,0.796044,0.27671856,0.7107581,0.7952512,8.6,23.4,1.6,47.2,0.6173634052276611,0.6960784435272217,0.6909836,0.97096777,0.26999998,0.80084467,0.28085026,0.60963714,0.681636,10.8,29.2,1.8,60.2
6,0.0001,0.0,0.0,506,0.562237536907196,0.7446913599967957,0.7313576,0.93877554,0.45,0.81899965,0.43728366,0.7393176,0.7691256,14.4,17.6,3.0,45.8,0.5587387919425965,0.7470588326454163,0.748369,0.9096774,0.49499997,0.8165287,0.4368717,0.75435483,0.7899021,19.8,20.2,5.6,56.4
7,0.01,0.0,0.0001,506,0.611616337299347,0.663209879398346,0.66382253,0.9510204,0.225,0.7760957,0.21660647,0.6912375,0.7702633,7.2,24.8,2.4,46.4,0.6527496695518493,0.6549019813537598,0.65659773,0.94838715,0.2,0.7713056,0.18858567,0.6068951,0.697463,8.0,32.0,3.2,58.8
8,0.001,0.0,0.0,506,0.5379026472568512,0.7525617361068726,0.7488152,0.9179422,0.5,0.8206105,0.45179406,0.73714125,0.78844094,16.0,16.0,4.0,44.8,0.5597006797790527,0.7274509787559509,0.7163369,0.93548393,0.40500003,0.80872935,0.39331937,0.7152823,0.7612396,16.2,23.8,4.0,58.0
9,0.01,0.0,0.0001,506,0.4850525736808777,0.7871605038642884,0.77635705,0.90977895,0.6,0.83758056,0.5496818,0.82114685,0.84376943,19.2,12.8,4.4,44.4,0.46394856572151183,0.827450978755951,0.8004956,0.95483875,0.63,0.8707387,0.6398962,0.8333467,0.8436121,25.2,14.8,2.8,59.2
