config/train_loop_config/dataset_test_round,config/train_loop_config/learning_rate,config/train_loop_config/dropout_rate,config/train_loop_config/weight_decay,config/train_loop_config/batch_size,average_outer_es_loss,average_outer_es_accuracy,average_outer_es_precision,average_outer_es_recall,average_outer_es_specificity,average_outer_es_f1_score,average_outer_es_mcc,average_outer_es_auroc,average_outer_es_auprc,average_outer_es_true_positives,average_outer_es_false_negatives,average_outer_es_false_positives,average_outer_es_true_negatives,average_test_loss,average_test_accuracy,average_test_precision,average_test_recall,average_test_specificity,average_test_f1_score,average_test_mcc,average_test_auroc,average_test_auprc,average_test_true_positives,average_test_false_negatives,average_test_false_positives,average_test_true_negatives
0,0.001,0.4,0.01,506,0.2787939250469208,0.9036111116409302,0.8651044,1.0,0.75625,0.9269699,0.8082975,0.88864535,0.8965837,24.2,7.8,0.0,48.8,0.3344512224197388,0.8823529481887817,0.8378378,1.0,0.7,0.91176474,0.765824,0.8694355,0.87862027,28.0,12.0,0.0,62.0
1,0.0001,0.2,0.0001,506,0.2947729378938675,0.8960493683815003,0.8546047,1.0,0.7375,0.92122585,0.7934718,0.8747901,0.8786253,23.6,8.4,0.0,48.8,0.27479825615882875,0.9117646813392639,0.8732394,1.0,0.775,0.9323309,0.82265455,0.88185483,0.86700517,31.0,9.0,0.0,62.0
1,0.0001,0.2,0.001,506,0.2947710484266281,0.8960493683815003,0.8546047,1.0,0.7375,0.92122585,0.7934718,0.873876,0.8776884,23.6,8.4,0.0,48.8,0.27512128949165343,0.9117646813392639,0.8732394,1.0,0.775,0.9323309,0.82265455,0.88088703,0.8657607,31.0,9.0,0.0,62.0
2,0.01,0.0,0.001,506,0.3044641584157944,0.8885493993759155,0.8511899,0.9917517,0.73125,0.91554034,0.7760543,0.86818534,0.87536573,23.4,8.6,0.4,48.4,0.2784339427947998,0.913725483417511,0.88435954,0.9870968,0.8,0.93284166,0.8232626,0.8881048,0.8711214,32.0,8.0,0.8,61.2
3,0.01,0.0,0.0001,506,0.26735894978046415,0.9035185217857361,0.8658782,0.9959184,0.7625,0.92611396,0.8060999,0.91159785,0.9126433,24.4,7.6,0.2,48.6,0.42216569781303404,0.8450980186462402,0.8194338,0.95483863,0.675,0.8813788,0.6813964,0.79709685,0.7916695,27.0,13.0,2.8,59.2
4,0.001,0.4,0.001,506,0.29979189932346345,0.8961419820785522,0.85432625,1.0,0.7375,0.9211763,0.7935352,0.86745185,0.86818045,23.6,8.4,0.0,48.8,0.2732545077800751,0.9117646813392639,0.8732394,1.0,0.775,0.9323309,0.82265455,0.9106854,0.9126465,31.0,9.0,0.0,62.0
5,0.0001,0.4,0.0001,506,0.29339885115623476,0.8985493898391723,0.8569559,1.0,0.74375,0.92276907,0.79816014,0.8767365,0.87391293,23.8,8.2,0.0,48.8,0.2908333122730255,0.9019607901573181,0.86111104,1.0,0.75,0.9253732,0.8036375,0.8822177,0.87638885,30.0,10.0,0.0,62.0
5,0.0001,0.4,0.001,506,0.2934305936098099,0.8985493898391723,0.8569559,1.0,0.74375,0.92276907,0.79816014,0.87686414,0.8740975,23.8,8.2,0.0,48.8,0.2908645927906036,0.9019607901573181,0.86111104,1.0,0.75,0.9253732,0.8036375,0.88229835,0.876577,30.0,10.0,0.0,62.0
6,0.001,0.0,0.0001,506,0.3003984153270721,0.8935802459716797,0.85567105,0.9918367,0.74375,0.91853446,0.7860142,0.87459356,0.88092345,23.8,8.2,0.4,48.4,0.29651538133621214,0.9019607901573181,0.86111104,1.0,0.75,0.9253732,0.8036375,0.8684677,0.86765355,30.0,10.0,0.0,62.0
7,0.01,0.4,0.01,506,0.2725844085216522,0.9058641910552978,0.86584634,1.0,0.7625,0.92789936,0.8123884,0.89775056,0.9037641,24.4,7.6,0.0,48.8,0.36749287247657775,0.8725489974021912,0.82666665,1.0,0.675,0.9051095,0.74699396,0.8211694,0.8107826,27.0,13.0,0.0,62.0
8,0.01,0.4,0.0001,506,0.3012923806905746,0.8935802459716797,0.85568064,0.9918367,0.74375,0.91861755,0.7853039,0.88709605,0.89322615,23.8,8.2,0.4,48.4,0.3344167947769165,0.8941176414489747,0.85951215,0.9870968,0.75,0.9188353,0.7844259,0.83479834,0.8056792,30.0,10.0,0.8,61.2
9,0.0001,0.4,0.0001,506,0.30783328115940095,0.8911110997200012,0.8485702,1.0,0.725,0.9177367,0.78396094,0.8489132,0.84154975,23.2,8.8,0.0,48.8,0.23446303308010102,0.9313725233078003,0.8985508,1.0,0.825,0.94656485,0.86099035,0.9215725,0.9244193,33.0,7.0,0.0,62.0
9,0.0001,0.4,0.001,506,0.30784521996974945,0.8911110997200012,0.8485702,1.0,0.725,0.9177367,0.78396094,0.8489159,0.8423023,23.2,8.8,0.0,48.8,0.23447464406490326,0.9313725233078003,0.8985508,1.0,0.825,0.94656485,0.86099035,0.9215725,0.9244193,33.0,7.0,0.0,62.0
