config/train_loop_config/dataset_test_round,config/train_loop_config/learning_rate,config/train_loop_config/dropout_rate_normal,config/train_loop_config/dropout_rate_attention,config/train_loop_config/weight_decay,config/train_loop_config/batch_size,average_inner_es_loss,average_inner_es_accuracy,average_inner_es_precision,average_inner_es_recall,average_inner_es_specificity,average_inner_es_f1_score,average_inner_es_mcc,average_inner_es_auroc,average_inner_es_auprc,average_inner_es_true_positives,average_inner_es_false_negatives,average_inner_es_false_positives,average_inner_es_true_negatives,average_val_loss,average_val_accuracy,average_val_precision,average_val_recall,average_val_specificity,average_val_f1_score,average_val_mcc,average_val_auroc,average_val_auprc,average_val_true_positives,average_val_false_negatives,average_val_false_positives,average_val_true_negatives
0,0.01,0.0,0.0,0.0,506,0.3949131786823273,0.8523077011108399,0.84237975,0.9282052,0.73846155,0.88301975,0.6906107,0.86301774,0.85762393,19.2,6.8,2.8,36.2,0.40982903242111207,0.8563580274581909,0.85420865,0.9221088,0.75625,0.8860117,0.69911313,0.86357087,0.8575942,24.2,7.8,3.8,45.0
1,0.001,0.0,0.0,0.0001,506,0.511437964439392,0.7507692456245423,0.7506711,0.94871795,0.45384616,0.8286497,0.43313494,0.7408284,0.80805844,11.8,14.2,2.0,37.0,0.5200564146041871,0.7496296286582946,0.74127334,0.9632653,0.425,0.8299319,0.4290312,0.7157725,0.77337074,13.6,18.4,1.8,47.0
2,0.01,0.0,0.0,0.0001,506,0.4645828723907471,0.8061538577079773,0.79848075,0.9435898,0.6,0.8594786,0.5715968,0.8051282,0.82581365,15.6,10.4,2.2,36.8,0.4905098259449005,0.7718518614768982,0.7649242,0.93061227,0.53125,0.8349165,0.49669734,0.76362264,0.80663776,17.0,15.0,3.4,45.4
3,0.01,0.0,0.0,0.0,506,0.3283126652240753,0.8769230842590332,0.8640088,0.9435898,0.77692306,0.9020174,0.74269956,0.9125246,0.9231597,20.2,5.8,2.2,36.8,0.38638682961463927,0.8466049551963806,0.84846604,0.909949,0.75,0.87792623,0.67569506,0.881917,0.89766467,24.0,8.0,4.4,44.4
4,0.01,0.0,0.0,0.0,506,0.4297672390937805,0.8123077034950257,0.80212563,0.95384616,0.6,0.8653919,0.58651865,0.8021696,0.81343615,15.6,10.4,1.8,37.2,0.4740553557872772,0.8095061779022217,0.80633354,0.9422619,0.60625,0.86231935,0.5774952,0.7930299,0.80689067,19.4,12.6,2.8,46.0
5,0.01,0.0,0.0,0.0,506,0.4760014057159424,0.7630769371986389,0.7608141,0.9179487,0.5307692,0.82700646,0.4784341,0.8142012,0.85642135,13.8,12.2,3.2,35.8,0.4718945801258087,0.794753086566925,0.789056,0.9384354,0.575,0.8518712,0.5436486,0.8260218,0.8387847,18.4,13.6,3.0,45.8
6,0.01,0.0,0.0,0.0001,506,0.4699604034423828,0.7938461661338806,0.7836324,0.9435898,0.56923074,0.85118294,0.54545903,0.7792899,0.8073722,14.8,11.2,2.2,36.8,0.48157817125320435,0.7871296405792236,0.7774683,0.9422619,0.55,0.846714,0.53075486,0.7605336,0.8009914,17.6,14.4,2.8,46.0
7,0.01,0.0,0.0,0.0001,506,0.44390448927879333,0.8030769348144531,0.78835565,0.95384616,0.5769231,0.8584855,0.5661648,0.8177515,0.8317665,15.0,11.0,1.8,37.2,0.46644807457923887,0.7965432167053222,0.7955228,0.93061227,0.59375,0.8518642,0.5487015,0.76342475,0.80689573,19.0,13.0,3.4,45.4
8,0.001,0.0,0.0,0.0,506,0.5064993500709534,0.7507692456245423,0.7493752,0.94871795,0.45384616,0.82826555,0.43311173,0.7167653,0.74054587,11.8,14.2,2.0,37.0,0.5530932486057282,0.7372839570045471,0.7256413,0.9632653,0.39375,0.82159793,0.4013616,0.6662694,0.7421594,12.6,19.4,1.8,47.0
9,0.01,0.0,0.0,0.0001,506,0.37260228395462036,0.8800000071525573,0.8529266,0.96923083,0.7461539,0.9069048,0.7538675,0.89536494,0.9113351,19.4,6.6,1.2,37.8,0.42754982113838197,0.8366049408912659,0.8235954,0.93035716,0.69375,0.87330806,0.65663993,0.85241413,0.85621375,22.2,9.8,3.4,45.4
