config/train_loop_config/dataset_test_round,config/train_loop_config/learning_rate,config/train_loop_config/dropout_rate,config/train_loop_config/weight_decay,config/train_loop_config/batch_size,average_outer_es_loss,average_outer_es_accuracy,average_outer_es_precision,average_outer_es_recall,average_outer_es_specificity,average_outer_es_f1_score,average_outer_es_mcc,average_outer_es_auroc,average_outer_es_auprc,average_outer_es_true_positives,average_outer_es_false_negatives,average_outer_es_false_positives,average_outer_es_true_negatives,average_test_loss,average_test_accuracy,average_test_precision,average_test_recall,average_test_specificity,average_test_f1_score,average_test_mcc,average_test_auroc,average_test_auprc,average_test_true_positives,average_test_false_negatives,average_test_false_positives,average_test_true_negatives
0,0.01,0.0,0.001,506,0.30394449830055237,0.9011419653892517,0.86444867,0.9959184,0.75625,0.92493486,0.8014768,0.87791765,0.87463605,24.2,7.8,0.2,48.6,0.3411878228187561,0.8862745046615601,0.8424287,1.0,0.71,0.9144662,0.7733742,0.85854834,0.8399607,28.4,11.6,0.0,62.0
1,0.01,0.4,0.0,506,0.2928782641887665,0.8960493683815003,0.8546047,1.0,0.7375,0.92122585,0.7934718,0.8861421,0.87763226,23.6,8.4,0.0,48.8,0.269050133228302,0.9117646813392639,0.8732394,1.0,0.775,0.9323309,0.82265455,0.8995161,0.89970076,31.0,9.0,0.0,62.0
2,0.01,0.4,0.0,506,0.30200354754924774,0.8935185313224793,0.8523793,1.0,0.73125,0.91966707,0.78907,0.8774912,0.8892025,23.4,8.6,0.0,48.8,0.2575467020273209,0.9215686321258545,0.88571435,1.0,0.8,0.9393939,0.84176683,0.8960887,0.8793761,32.0,8.0,0.0,62.0
3,0.01,0.4,0.0,506,0.2740350544452667,0.9059876561164856,0.8664626,1.0,0.7625,0.9281562,0.8125782,0.8923669,0.89464855,24.4,7.6,0.0,48.8,0.3504039943218231,0.8725489974021912,0.82666665,1.0,0.675,0.9051095,0.74699396,0.84048384,0.8547759,27.0,13.0,0.0,62.0
4,0.01,0.4,0.0,506,0.2986751049757004,0.8961419820785522,0.85432625,1.0,0.7375,0.9211763,0.7935352,0.86606485,0.86267614,23.6,8.4,0.0,48.8,0.25774659514427184,0.9117646813392639,0.8732394,1.0,0.775,0.9323309,0.82265455,0.93334675,0.9426794,31.0,9.0,0.0,62.0
5,0.01,0.4,0.0,506,0.2900127977132797,0.8985493898391723,0.8569559,1.0,0.74375,0.92276907,0.79816014,0.8886174,0.88527143,23.8,8.2,0.0,48.8,0.284362381696701,0.9019607901573181,0.86111104,1.0,0.75,0.9253732,0.8036375,0.8970564,0.91050875,30.0,10.0,0.0,62.0
6,0.01,0.0,0.0,506,0.30163662433624266,0.8960493803024292,0.8560702,0.9959184,0.74375,0.9206322,0.791437,0.8829001,0.88311404,23.8,8.2,0.2,48.6,0.2945812225341797,0.9039215683937073,0.8635367,1.0,0.755,0.92676467,0.80744094,0.879113,0.86785,30.2,9.8,0.0,62.0
7,0.01,0.4,0.0,506,0.27350137531757357,0.9058641910552978,0.86584634,1.0,0.7625,0.92789936,0.8123884,0.8967514,0.8964907,24.4,7.6,0.0,48.8,0.35371132493019103,0.8725489974021912,0.82666665,1.0,0.675,0.9051095,0.74699396,0.8415726,0.8413924,27.0,13.0,0.0,62.0
8,0.01,0.2,0.0,506,0.2937030464410782,0.8985185146331787,0.8568033,1.0,0.74375,0.9227048,0.79811466,0.8838967,0.88355047,23.8,8.2,0.0,48.8,0.29740993976593016,0.9019607901573181,0.86111104,1.0,0.75,0.9253732,0.8036375,0.87875,0.8787117,30.0,10.0,0.0,62.0
9,0.01,0.0,0.0,506,0.30703692734241483,0.8935802459716797,0.8511615,1.0,0.73125,0.9193419,0.7886676,0.87531346,0.8782399,23.4,8.6,0.0,48.8,0.25715395212173464,0.927450954914093,0.89794505,0.9935484,0.825,0.94329846,0.8518406,0.904879,0.8726388,33.0,7.0,0.4,61.6
